Orthogroup	Mavium	Mbovis
OG0000998	AAS03969.1	ALV11011.1
OG0000999	AAS04083.1	ALV11104.1
OG0001000	AAS04084.1	ALV11105.1
OG0001001	AAS04085.1	ALV11106.1
OG0001002	AAS04086.1	ALV11107.1
OG0001003	AAS04115.1	ALV11115.1
OG0001004	AAS04118.1, AAS06204.1	ALV11116.1
OG0001005	AAS04120.1	ALV11118.1
OG0001007	AAS04121.1	ALV11123.1
OG0001008	AAS04131.1	ALV11132.1
OG0001009	AAS04143.1	ALV11152.1
OG0001010	AAS04145.1	ALV11153.1
OG0001011	AAS04146.1	ALV11154.1
OG0001012	AAS04147.1	ALV13011.1
OG0001013	AAS04148.1	ALV11155.1
OG0001014	AAS04149.1	ALV11156.1
OG0001015	AAS04150.1	ALV11157.1
OG0001017	AAS04151.1	ALV11167.1
OG0001018	AAS04152.1	ALV11168.1
OG0001019	AAS04153.1	ALV13012.1
OG0001020	AAS04154.1	ALV11169.1
OG0001021	AAS04157.1	ALV11172.1
OG0001022	AAS04158.1	ALV11173.1
OG0001023	AAS04159.1	ALV11174.1
OG0001024	AAS04160.1	ALV11175.1
OG0001025	AAS04163.1	ALV11177.1
OG0001026	AAS04164.1	ALV11178.1
OG0001027	AAS04177.1	ALV11181.1
OG0001028	AAS04193.1	ALV11187.1
OG0001029	AAS04195.1	ALV11189.1
OG0001030	AAS04196.1	ALV11190.1
OG0001031	AAS04197.1	ALV11191.1
OG0001032	AAS03892.1	ALV13015.1
OG0001033	AAS04200.1	ALV11195.1
OG0001034	AAS04202.1	ALV11196.1
OG0001035	AAS04203.1	ALV13016.1
OG0001036	AAS04205.1	ALV11199.1
OG0001037	AAS04207.1	ALV11201.1
OG0001038	AAS04208.1	ALV11202.1
OG0001039	AAS04209.1	ALV11203.1
OG0001040	AAS04210.1	ALV11204.1
OG0001041	AAS04211.1	ALV11205.1
OG0001042	AAS04213.1	ALV11207.1
OG0001043	AAS04214.1	ALV11208.1
OG0001044	AAS04216.1	ALV13018.1
OG0001045	AAS04217.1	ALV11209.1
OG0001046	AAS04218.1	ALV11210.1
OG0001047	AAS04219.1	ALV11211.1
OG0001048	AAS04220.1	ALV11216.1
OG0001049	AAS04221.1	ALV11217.1
OG0001050	AAS04222.1	ALV13019.1
OG0001051	AAS04223.1	ALV11218.1
OG0001052	AAS04224.1	ALV11219.1
OG0001053	AAS04225.1	ALV11220.1
OG0001054	AAS04226.1	ALV13020.1
OG0001055	AAS04227.1	ALV11221.1
OG0001056	AAS04230.1	ALV11223.1
OG0001057	AAS04231.1	ALV11224.1
OG0001058	AAS04233.1	ALV11226.1
OG0001059	AAS04234.1	ALV11227.1
OG0001060	AAS04236.1	ALV11229.1
OG0001061	AAS04237.1	ALV11230.1
OG0001062	AAS04238.1	ALV13021.1
OG0001063	AAS04239.1	ALV11231.1
OG0001064	AAS04240.1	ALV11232.1
OG0001065	AAS04241.1	ALV11233.1
OG0001066	AAS04243.1	ALV11234.1
OG0001067	AAS04245.1	ALV11235.1
OG0001068	AAS04250.1	ALV11239.1
OG0001069	AAS04252.1	ALV11241.1
OG0001070	AAS04254.1	ALV11242.1
OG0001071	AAS04255.1	ALV11243.1
OG0001072	AAS04256.1	ALV11244.1
OG0001073	AAS04257.1	ALV11245.1
OG0001074	AAS04259.1	ALV11247.1
OG0001075	AAS04260.1	ALV11248.1
OG0001076	AAS04261.1	ALV11249.1
OG0001077	AAS04263.1	ALV11251.1
OG0001078	AAS04265.1	ALV11252.1
OG0001079	AAS04267.1	ALV11255.1
OG0001080	AAS04268.1	ALV11256.1
OG0001081	AAS04270.1	ALV11258.1
OG0001082	AAS04272.1	ALV13026.1
OG0001083	AAS04273.1	ALV11259.1
OG0001084	AAS04275.1	ALV11261.1
OG0001085	AAS04276.1	ALV11262.1
OG0001086	AAS04277.1	ALV11263.1
OG0001087	AAS04279.1	ALV11265.1
OG0001088	AAS04282.1	ALV11266.1
OG0001089	AAS04283.1	ALV11267.1
OG0001090	AAS04284.1	ALV13027.1
OG0001091	AAS04285.1	ALV11268.1
OG0001092	AAS04287.1	ALV11270.1
OG0001093	AAS04297.1	ALV11273.1
OG0001094	AAS04298.1	ALV11274.1
OG0001095	AAS04299.1	ALV11275.1
OG0001096	AAS04303.1	ALV11279.1
OG0001097	AAS04309.1	ALV13031.1
OG0001098	AAS04311.1	ALV11283.1
OG0001099	AAS04313.1	ALV11285.1
OG0001100	AAS04314.1	ALV11286.1
OG0001101	AAS04317.1	ALV11289.1
OG0001102	AAS04323.1	ALV11297.1
OG0001103	AAS04324.1	ALV11298.1
OG0001104	AAS04325.1	ALV11299.1
OG0001105	AAS06382.1, AAS04329.1	ALV11302.1
OG0001106	AAS05034.1, AAS04360.1	ALV11322.1
OG0001107	AAS04372.1	ALV11329.1
OG0001108	AAS04407.1	ALV11351.1
OG0001109	AAS04408.1	ALV11352.1
OG0001110	AAS04409.1	ALV11353.1
OG0001111	AAS04414.1	ALV11360.1
OG0001112	AAS04415.1	ALV13042.1
OG0001113	AAS04440.1	ALV11369.1
OG0001114	AAS04441.1	ALV11370.1
OG0001115	AAS04446.1	ALV13047.1
OG0001116	AAS04447.1	ALV11375.1
OG0001117	AAS04449.1	ALV11376.1
OG0001118	AAS04454.1	ALV11380.1
OG0001119	AAS04455.1	ALV11381.1
OG0001120	AAS04458.1	ALV11384.1
OG0001121	AAS04459.1	ALV11385.1
OG0001122	AAS04462.1	ALV13048.1
OG0001123	AAS04476.1	ALV11389.1
OG0001124	AAS04477.1	ALV11390.1
OG0001125	AAS04478.1	ALV11393.1
OG0001126	AAS04479.1	ALV11394.1
OG0001127	AAS04480.1	ALV11395.1
OG0001128	AAS04492.1	ALV09650.1, ALV13050.1
OG0001129	AAS04494.1, AAS06291.1	ALV11402.1
OG0001130	AAS04352.1, AAS04525.1	ALV11411.1
OG0001131	AAS04353.1, AAS04526.1	ALV11412.1
OG0001132	AAS04530.1	ALV11422.1
OG0001133	AAS04531.1	ALV11424.1
OG0001134	AAS04532.1, AAS03701.1	ALV11425.1
OG0001135	AAS04534.1	ALV11427.1
OG0001136	AAS04538.1	ALV11431.1
OG0001137	AAS04539.1	ALV11432.1
OG0001138	AAS04540.1	ALV11433.1
OG0001139	AAS04541.1	ALV11434.1
OG0001140	AAS04542.1	ALV11435.1
OG0001141	AAS04559.1	ALV11441.1
OG0001142	AAS04560.1	ALV11442.1
OG0001143	AAS04561.1	ALV11443.1
OG0001144	AAS04564.1	ALV11449.1
OG0001145	AAS03906.1	ALV11451.1
OG0001146	AAS04567.1, AAS03596.1	ALV11458.1
OG0001147	AAS02616.1	ALV11459.1
OG0001148	AAS04575.1	ALV13056.1
OG0001149	AAS04580.1	ALV11460.1
OG0001150	AAS04581.1	ALV11461.1
OG0001151	AAS04582.1	ALV11462.1
OG0001152	AAS04583.1	ALV13057.1
OG0001153	AAS04584.1	ALV11464.1
OG0001154	AAS04585.1	ALV13058.1
OG0001155	AAS04586.1	ALV11465.1
OG0001156	AAS04587.1	ALV11466.1
OG0001157	AAS04588.1	ALV11467.1
OG0001158	AAS04595.1	ALV11474.1
OG0001159	AAS04596.1	ALV11475.1
OG0001160	AAS04597.1	ALV11476.1
OG0001161	AAS04598.1	ALV11477.1
OG0001162	AAS04599.1	ALV11478.1
OG0001163	AAS04602.1	ALV13062.1
OG0001164	AAS04603.1	ALV11481.1
OG0001165	AAS04604.1	ALV11482.1
OG0001166	AAS04605.1	ALV11483.1
OG0001167	AAS04608.1	ALV13063.1
OG0001168	AAS04611.1	ALV11490.1
OG0001169	AAS04612.1	ALV11491.1
OG0001170	AAS04615.1	ALV11494.1
OG0001171	AAS04616.1	ALV11495.1
OG0001172	AAS04617.1	ALV11496.1
OG0001173	AAS03804.1, AAS04625.1	ALV11508.1
OG0001174	AAS04626.1, AAS03805.1	ALV11509.1
OG0001175	AAS04630.1	ALV11513.1
OG0001176	AAS04633.1	ALV11519.1
OG0001177	AAS04634.1	ALV11520.1
OG0001178	AAS04635.1	ALV11521.1
OG0001179	AAS04637.1	ALV11523.1
OG0001180	AAS04645.1	ALV11534.1
OG0001181	AAS04646.1	ALV11535.1
OG0001182	AAS04647.1	ALV13067.1
OG0001183	AAS04648.1	ALV11536.1
OG0001184	AAS04649.1	ALV11537.1
OG0001185	AAS03417.1	ALV11544.1
OG0001186	AAS03415.1	ALV11546.1
OG0001187	AAS03414.1	ALV11547.1
OG0001188	AAS03413.1	ALV11548.1
OG0001189	AAS03412.1	ALV11549.1
OG0001190	AAS03411.1	ALV11550.1
OG0001191	AAS03410.1	ALV11551.1
OG0001192	AAS03409.1	ALV11552.1
OG0001193	AAS03408.1	ALV13069.1
OG0001194	AAS03397.1	ALV11565.1
OG0001195	AAS03396.1	ALV11566.1
OG0001196	AAS03395.1	ALV11567.1
OG0001197	AAS03394.1	ALV11568.1
OG0001198	AAS03389.1	ALV11572.1
OG0001199	AAS04373.1	ALV11574.1
OG0001200	AAS03387.1	ALV11577.1
OG0001201	AAS03385.1	ALV11579.1
OG0001202	AAS06229.1, AAS03383.1	ALV11581.1
OG0001203	AAS03380.1	ALV11582.1
OG0001204	AAS06566.1, AAS03379.1	ALV13072.1
OG0001205	AAS03373.1, AAS03093.1	ALV11585.1
OG0001206	AAS03369.1	ALV11589.1
OG0001207	AAS03368.1	ALV11590.1
OG0001208	AAS03364.1	ALV11591.1
OG0001209	AAS03362.1	ALV11593.1
OG0001210	AAS03361.1	ALV11594.1
OG0001211	AAS03360.1	ALV11595.1
OG0001212	AAS03359.1	ALV11596.1
OG0001213	AAS03358.1	ALV11597.1
OG0001214	AAS03357.1	ALV11598.1
OG0001215	AAS03355.1	ALV11600.1
OG0001216	AAS03354.1	ALV11601.1
OG0001217	AAS03353.1	ALV11602.1
OG0001218	AAS03347.1	ALV11611.1
OG0001219	AAS05025.1	ALV11612.1
OG0001220	AAS05026.1, AAS04046.1	ALV11613.1
OG0001221	AAS05027.1	ALV11614.1
OG0001222	AAS05028.1	ALV11616.1
OG0001223	AAS05029.1	ALV11617.1
OG0001224	AAS05030.1	ALV11618.1
OG0001225	AAS05031.1	ALV11619.1
OG0001226	AAS05032.1	ALV11620.1
OG0001227	AAS05033.1	ALV11621.1
OG0001228	AAS05057.1	ALV11644.1
OG0001229	AAS05109.1	ALV13079.1
OG0001230	AAS05110.1	ALV11660.1
OG0001231	AAS05114.1	ALV11663.1
OG0001232	AAS05115.1	ALV11664.1
OG0001233	AAS05116.1	ALV13080.1
OG0001234	AAS05118.1	ALV13081.1
OG0001235	AAS05119.1	ALV11666.1
OG0001236	AAS05121.1	ALV13082.1
OG0001237	AAS05129.1	ALV11677.1
OG0001238	AAS05130.1	ALV11678.1
OG0001239	AAS05131.1	ALV11679.1
OG0001240	AAS05132.1	ALV11680.1
OG0001241	AAS05134.1	ALV11682.1
OG0001242	AAS05135.1	ALV11683.1
OG0001243	AAS05136.1	ALV11684.1
OG0001244	AAS05137.1	ALV13085.1
OG0001245	AAS05140.1	ALV11688.1
OG0001246	AAS05141.1	ALV11689.1
OG0001247	AAS05142.1	ALV11690.1
OG0001248	AAS05143.1	ALV13086.1
OG0001249	AAS05148.1	ALV11693.1
OG0001250	AAS05150.1	ALV11696.1
OG0001251	AAS05151.1	ALV11697.1
OG0001252	AAS05152.1	ALV11698.1
OG0001253	AAS05153.1	ALV11699.1
OG0001254	AAS05154.1	ALV11700.1
OG0001255	AAS06427.1, AAS04030.1	ALV11703.1
OG0001256	AAS05156.1	ALV11704.1
OG0001257	AAS05157.1	ALV13088.1
OG0001258	AAS05158.1	ALV11705.1
OG0001259	AAS05159.1	ALV11706.1
OG0001260	AAS05162.1	ALV11710.1
OG0001261	AAS05163.1	ALV11711.1
OG0001262	AAS05164.1	ALV11713.1
OG0001263	AAS05165.1	ALV11714.1
OG0001264	AAS05167.1	ALV11716.1
OG0001265	AAS05168.1	ALV11717.1
OG0001266	AAS05169.1	ALV11718.1
OG0001267	AAS05174.1	ALV11721.1
OG0001268	AAS05175.1	ALV11722.1
OG0001269	AAS05180.1	ALV11727.1
OG0001270	AAS05181.1	ALV11728.1
OG0001271	AAS05182.1	ALV13091.1
OG0001272	AAS05185.1	ALV11736.1
OG0001273	AAS05186.1	ALV11737.1
OG0001274	AAS05193.1	ALV11745.1
OG0001275	AAS05194.1	ALV11746.1
OG0001276	AAS05831.1, AAS05201.1	ALV11749.1
OG0001277	AAS05833.1, AAS05203.1	ALV11750.1
OG0001278	AAS05207.1	ALV11756.1
OG0001279	AAS05208.1	ALV11757.1
OG0001280	AAS05209.1	ALV11759.1
OG0001281	AAS05210.1	ALV13093.1
OG0001282	AAS05215.1	ALV11766.1
OG0001283	AAS05216.1	ALV11767.1
OG0001284	AAS05217.1	ALV11768.1
OG0001285	AAS05223.1	ALV11809.1
OG0001286	AAS05224.1	ALV11810.1
OG0001287	AAS05226.1	ALV11812.1
OG0001288	AAS05228.1	ALV11814.1
OG0001289	AAS05229.1	ALV11815.1
OG0001290	AAS04161.1, AAS05240.1	ALV11824.1
OG0001291	AAS05247.1	ALV11830.1
OG0001292	AAS05251.1	ALV11832.1
OG0001293	AAS05253.1	ALV11836.1
OG0001294	AAS05255.1	ALV11840.1
OG0001295	AAS05256.1	ALV11841.1
OG0001296	AAS05257.1	ALV13101.1
OG0001297	AAS05261.1	ALV11850.1
OG0001298	AAS05262.1	ALV11851.1
OG0001299	AAS05263.1	ALV11852.1
OG0001300	AAS05271.1	ALV11856.1
OG0001301	AAS05272.1	ALV11857.1
OG0001302	AAS05273.1	ALV11858.1
OG0001303	AAS05275.1	ALV11862.1
OG0001304	AAS04181.1, AAS05277.1	ALV11863.1
OG0001305	AAS05279.1, AAS03901.1	ALV11865.1
OG0001306	AAS05282.1	ALV13104.1
OG0001307	AAS05286.1	ALV11868.1
OG0001308	AAS05287.1	ALV11869.1
OG0001309	AAS05288.1	ALV11870.1
OG0001310	AAS05289.1	ALV11871.1
OG0001311	AAS05291.1	ALV11873.1
OG0001312	AAS05292.1	ALV11874.1
OG0001313	AAS05293.1	ALV11875.1
OG0001314	AAS05294.1	ALV11876.1
OG0001315	AAS03034.1, AAS05295.1	ALV13105.1
OG0001316	AAS05298.1, AAS03795.1	ALV11879.1
OG0001317	AAS05300.1	ALV11881.1
OG0001318	AAS05302.1	ALV13107.1
OG0001319	AAS03711.1, AAS05305.1	ALV13108.1
OG0001320	AAS05306.1	ALV11884.1
OG0001321	AAS05307.1	ALV11885.1
OG0001322	AAS05311.1	ALV13109.1
OG0001323	AAS05312.1	ALV11888.1
OG0001324	AAS05313.1	ALV11889.1
OG0001325	AAS05314.1	ALV13110.1
OG0001326	AAS03555.1	ALV13112.1
OG0001327	AAS02376.1	ALV11909.1
OG0001328	AAS05550.1	ALV11922.1
OG0001329	AAS05551.1	ALV11923.1
OG0001330	AAS05552.1	ALV11925.1
OG0001331	AAS05553.1	ALV13118.1
OG0001332	AAS05557.1	ALV11929.1
OG0001333	AAS05564.1	ALV11932.1
OG0001334	AAS05565.1	ALV11933.1
OG0001335	AAS05566.1	ALV11936.1
OG0001336	AAS05569.1	ALV13120.1
OG0001337	AAS05570.1	ALV11939.1
OG0001338	AAS05571.1	ALV11940.1
OG0001339	AAS05572.1	ALV11941.1
OG0001340	AAS03009.1, AAS05575.1	ALV11944.1
OG0001341	AAS05577.1	ALV11947.1
OG0001342	AAS05578.1	ALV13121.1
OG0001343	AAS05584.1	ALV11955.1
OG0001344	AAS05585.1	ALV11956.1
OG0001345	AAS05588.1	ALV11958.1
OG0001346	AAS05589.1	ALV11959.1
OG0001347	AAS05590.1	ALV11962.1
OG0001348	AAS05592.1	ALV11963.1
OG0001349	AAS05593.1	ALV11964.1
OG0001350	AAS05594.1	ALV11965.1
OG0001351	AAS05595.1	ALV11966.1
OG0001352	AAS05603.1	ALV11968.1
OG0001353	AAS05605.1	ALV11974.1
OG0001354	AAS05606.1	ALV11975.1
OG0001355	AAS05608.1	ALV11978.1
OG0001356	AAS05609.1	ALV11979.1
OG0001357	AAS05610.1	ALV11980.1
OG0001358	AAS05611.1	ALV11981.1
OG0001359	AAS05612.1	ALV11982.1
OG0001360	AAS05630.1	ALV13127.1
OG0001361	AAS05631.1	ALV11985.1
OG0001362	AAS05634.1	ALV13128.1
OG0001363	AAS05637.1	ALV11989.1
OG0001364	AAS05638.1	ALV11990.1
OG0001365	AAS05639.1	ALV13130.1
OG0001366	AAS05640.1	ALV13132.1
OG0001367	AAS05647.1	ALV13133.1
OG0001368	AAS05648.1	ALV11996.1
OG0001369	AAS05649.1	ALV11997.1
OG0001370	AAS05650.1	ALV11998.1
OG0001371	AAS05655.1	ALV12002.1
OG0001372	AAS05191.1	ALV12029.1
OG0001373	AAS04288.1, AAS02602.1	ALV12037.1
OG0001374	AAS05718.1	ALV12042.1
OG0001375	AAS05719.1	ALV12043.1
OG0001376	AAS05723.1	ALV13139.1
OG0001377	AAS05724.1	ALV12047.1
OG0001378	AAS05725.1, AAS05820.1	ALV12063.1
OG0001379	AAS05821.1, AAS04063.1	ALV13143.1
OG0001380	AAS05735.1	ALV12071.1
OG0001381	AAS05736.1	ALV12073.1
OG0001382	AAS05737.1	ALV12074.1
OG0001383	AAS03055.1, AAS05754.1	ALV12082.1
OG0001384	AAS05755.1	ALV12083.1
OG0001385	AAS05757.1, AAS02412.1	ALV12084.1
OG0001386	AAS06861.1, AAS05773.1	ALV13147.1
OG0001387	AAS05776.1, AAS02464.1	ALV12101.1
OG0001388	AAS06404.1, AAS04141.1	ALV13148.1
OG0001389	AAS05842.1	ALV12122.1
OG0001390	AAS05843.1	ALV13150.1
OG0001391	AAS05845.1	ALV12124.1
OG0001392	AAS05846.1	ALV13152.1
OG0001393	AAS05847.1	ALV13153.1
OG0001394	AAS05855.1	ALV13155.1
OG0001395	AAS05856.1	ALV12132.1
OG0001396	AAS05857.1	ALV12133.1
OG0001397	AAS05858.1	ALV12134.1
OG0001398	AAS05859.1	ALV13156.1
OG0001399	AAS05860.1	ALV13157.1
OG0001400	AAS05863.1	ALV12137.1
OG0001401	AAS05866.1	ALV12140.1
OG0001402	AAS05868.1	ALV12141.1
OG0001403	AAS05870.1	ALV12143.1
OG0001404	AAS05871.1	ALV12144.1
OG0001405	AAS05872.1	ALV13158.1
OG0001406	AAS05883.1	ALV12152.1
OG0001407	AAS05884.1	ALV12153.1
OG0001408	AAS05885.1	ALV13159.1
OG0001409	AAS06095.1, AAS05894.1	ALV12155.1
OG0001410	AAS05899.1	ALV12159.1
OG0001411	AAS05900.1	ALV12160.1
OG0001412	AAS05904.1	ALV12163.1
OG0001413	AAS05905.1	ALV12164.1
OG0001414	AAS05906.1	ALV12165.1
OG0001415	AAS05908.1	ALV13161.1
OG0001416	AAS05909.1	ALV12167.1
OG0001417	AAS05910.1	ALV12168.1
OG0001418	AAS05911.1	ALV12169.1
OG0001419	AAS05912.1	ALV12170.1
OG0001420	AAS05917.1	ALV12177.1
OG0001421	AAS05918.1	ALV12178.1
OG0001422	AAS05919.1	ALV12179.1
OG0001423	AAS05921.1	ALV12181.1
OG0001424	AAS05922.1	ALV12182.1
OG0001425	AAS05924.1	ALV12183.1
OG0001426	AAS05925.1	ALV12184.1
OG0001427	AAS05926.1	ALV12185.1
OG0001428	AAS05928.1	ALV12186.1
OG0001429	AAS05929.1	ALV12187.1
OG0001430	AAS05930.1	ALV12188.1
OG0001431	AAS05931.1	ALV12189.1
OG0001432	AAS05933.1	ALV12190.1
OG0001433	AAS05942.1	ALV12195.1
OG0001434	AAS05943.1	ALV12196.1
OG0001435	AAS05944.1	ALV13163.1
OG0001436	AAS05945.1	ALV12197.1
OG0001437	AAS05946.1	ALV12198.1
OG0001438	AAS05947.1	ALV12199.1
OG0001439	AAS05949.1	ALV12200.1
OG0001440	AAS05951.1	ALV12202.1
OG0001441	AAS05952.1	ALV13164.1
OG0001442	AAS03791.1, AAS05956.1	ALV12205.1
OG0001443	AAS02542.1, AAS05961.1	ALV12210.1
OG0001444	AAS05964.1	ALV12214.1
OG0001445	AAS05967.1	ALV12217.1
OG0001449	AAS05993.1	ALV12270.1
OG0001450	AAS05994.1	ALV12271.1
OG0001451	AAS05998.1	ALV12281.1
OG0001452	AAS04652.1, AAS03576.1	ALV12284.1
OG0001454	AAS06003.1	ALV12285.1
OG0001455	AAS06008.1	ALV12289.1
OG0001457	AAS06011.1	ALV12300.1
OG0001458	AAS06013.1	ALV13178.1
OG0001459	AAS06024.1	ALV12311.1
OG0001460	AAS06028.1	ALV12315.1
OG0001461	AAS06031.1, AAS02586.1	ALV12326.1
OG0001462	AAS06039.1	ALV12332.1
OG0001463	AAS06041.1	ALV12335.1
OG0001464	AAS06042.1	ALV12336.1
OG0001465	AAS06830.1	ALV12344.1
OG0001466	AAS06829.1	ALV12345.1
OG0001467	AAS06828.1	ALV12346.1
OG0001468	AAS06827.1	ALV12347.1
OG0001469	AAS06824.1	ALV12350.1
OG0001470	AAS06823.1	ALV12351.1
OG0001471	AAS06814.1	ALV12353.1
OG0001472	AAS06813.1	ALV12354.1
OG0001473	AAS06811.1	ALV13187.1
OG0001474	AAS06810.1	ALV12356.1
OG0001475	AAS06808.1	ALV13188.1
OG0001476	AAS06806.1	ALV12362.1
OG0001477	AAS06803.1	ALV12364.1
OG0001478	AAS06801.1	ALV12366.1
OG0001479	AAS06797.1	ALV12368.1
OG0001480	AAS06796.1	ALV12369.1
OG0001481	AAS06795.1	ALV13191.1
OG0001482	AAS06794.1	ALV12370.1
OG0001483	AAS06785.1	ALV12379.1
OG0001484	AAS06784.1	ALV12380.1
OG0001485	AAS06783.1	ALV12381.1
OG0001486	AAS06782.1	ALV12382.1
OG0001487	AAS06781.1	ALV12383.1
OG0001488	AAS06780.1	ALV12384.1
OG0001489	AAS06778.1	ALV12386.1
OG0001490	AAS06775.1	ALV12388.1
OG0001491	AAS05301.1, AAS02899.1	ALV13194.1
OG0001492	AAS06356.1, AAS06357.1	ALV13196.1
OG0001493	AAS02890.1	ALV12403.1
OG0001494	AAS02875.1, AAS04905.1	ALV12417.1
OG0001495	AAS02870.1	ALV12420.1
OG0001496	AAS02869.1, AAS04704.1	ALV12421.1
OG0001497	AAS02862.1	ALV12429.1
OG0001498	AAS02848.1, AAS04048.1	ALV12445.1
OG0001499	AAS02834.1, AAS02665.1	ALV12456.1
OG0001500	AAS06178.1	ALV12460.1
OG0001501	AAS02808.1, AAS05095.1	ALV13207.1
OG0001502	AAS02796.1	ALV12483.1
OG0001503	AAS02795.1	ALV12484.1
OG0001504	AAS02794.1	ALV12485.1
OG0001505	AAS02793.1	ALV12486.1
OG0001506	AAS02792.1	ALV12487.1
OG0001507	AAS02791.1	ALV12488.1
OG0001508	AAS03172.1, AAS02790.1	ALV12489.1
OG0001509	AAS02788.1	ALV12490.1
OG0001510	AAS02787.1	ALV12491.1
OG0001511	AAS02786.1	ALV12492.1
OG0001512	AAS02785.1	ALV12494.1
OG0001513	AAS02784.1	ALV12495.1
OG0001514	AAS02783.1	ALV12496.1
OG0001515	AAS02778.1	ALV12499.1
OG0001516	AAS02777.1	ALV12500.1
OG0001517	AAS02776.1	ALV12501.1
OG0001518	AAS02775.1	ALV12503.1
OG0001519	AAS02774.1	ALV12504.1
OG0001520	AAS02773.1	ALV12505.1
OG0001521	AAS02772.1	ALV12506.1
OG0001522	AAS02771.1	ALV12507.1
OG0001523	AAS02770.1	ALV12508.1
OG0001524	AAS02769.1	ALV12509.1
OG0001525	AAS02768.1	ALV12510.1
OG0001526	AAS02767.1	ALV12511.1
OG0001527	AAS02766.1	ALV12512.1
OG0001528	AAS02765.1	ALV12513.1
OG0001530	AAS02756.1	ALV13209.1
OG0001531	AAS02755.1	ALV12518.1
OG0001532	AAS02753.1	ALV12519.1
OG0001533	AAS02752.1	ALV12520.1
OG0001534	AAS02751.1	ALV12521.1
OG0001535	AAS02749.1	ALV12522.1
OG0001536	AAS02748.1	ALV12523.1
OG0001537	AAS02746.1	ALV13212.1
OG0001538	AAS02744.1	ALV12533.1
OG0001539	AAS02742.1	ALV12534.1
OG0001540	AAS02741.1	ALV12535.1
OG0001541	AAS02730.1	ALV12545.1
OG0001542	AAS03407.1, AAS02729.1	ALV13220.1
OG0001543	AAS02728.1, AAS03406.1	ALV12546.1
OG0001544	AAS02727.1, AAS03405.1	ALV12547.1
OG0001545	AAS02723.1	ALV12550.1
OG0001546	AAS02722.1	ALV12551.1
OG0001547	AAS02721.1	ALV12552.1
OG0001548	AAS02720.1	ALV12553.1
OG0001549	AAS02719.1	ALV12554.1
OG0001550	AAS02718.1	ALV12555.1
OG0001551	AAS02717.1	ALV12556.1
OG0001552	AAS02714.1	ALV12559.1
OG0001553	AAS02713.1	ALV12560.1
OG0001554	AAS02712.1	ALV12562.1
OG0001555	AAS02711.1	ALV12563.1
OG0001556	AAS02710.1	ALV12564.1
OG0001557	AAS02709.1	ALV12565.1
OG0001558	AAS02708.1	ALV12566.1
OG0001559	AAS02673.1	ALV12576.1
OG0001560	AAS02585.1, AAS02618.1	ALV12578.1
OG0001561	AAS02624.1	ALV12583.1
OG0001562	AAS02626.1	ALV12586.1
OG0001563	AAS02627.1	ALV12587.1
OG0001564	AAS02628.1	ALV12588.1
OG0001565	AAS02632.1	ALV12591.1
OG0001566	AAS02633.1	ALV12593.1
OG0001567	AAS02634.1	ALV12594.1
OG0001568	AAS02636.1	ALV12596.1
OG0001569	AAS02637.1	ALV12597.1
OG0001570	AAS02638.1	ALV12598.1
OG0001571	AAS02639.1	ALV12599.1
OG0001572	AAS02640.1	ALV12600.1
OG0001573	AAS02641.1	ALV12601.1
OG0001574	AAS02663.1, AAS06534.1	ALV12608.1
OG0001575	AAS02596.1	ALV12622.1
OG0001576	AAS02595.1	ALV12623.1
OG0001577	AAS02594.1	ALV12624.1
OG0001578	AAS06761.1, AAS02569.1	ALV12642.1
OG0001579	AAS02566.1	ALV12644.1
OG0001580	AAS02565.1	ALV12645.1
OG0001581	AAS02562.1	ALV13233.1
OG0001582	AAS02561.1	ALV12648.1
OG0001583	AAS02560.1	ALV12649.1
OG0001584	AAS02559.1	ALV13234.1
OG0001585	AAS02558.1	ALV12650.1
OG0001586	AAS02557.1	ALV12651.1
OG0001587	AAS02556.1	ALV12652.1
OG0001588	AAS02553.1	ALV12657.1
OG0001589	AAS02552.1	ALV12658.1
OG0001590	AAS02550.1	ALV12660.1
OG0001591	AAS02549.1	ALV12661.1
OG0001592	AAS02546.1	ALV12662.1
OG0001593	AAS02545.1	ALV12663.1
OG0001594	AAS02536.1	ALV12669.1
OG0001595	AAS02535.1	ALV12670.1
OG0001596	AAS02534.1	ALV12671.1
OG0001597	AAS02532.1	ALV12673.1
OG0001598	AAS02531.1	ALV12674.1
OG0001599	AAS02530.1	ALV12675.1
OG0001600	AAS02529.1	ALV12676.1
OG0001601	AAS02528.1	ALV13236.1
OG0001602	AAS02527.1	ALV13237.1
OG0001603	AAS02525.1	ALV12679.1
OG0001604	AAS02522.1	ALV12682.1
OG0001605	AAS04553.1	ALV13239.1
OG0001606	AAS05618.1, AAS02519.1	ALV12693.1
OG0001607	AAS02514.1	ALV12697.1
OG0001608	AAS02513.1	ALV12698.1
OG0001609	AAS02511.1	ALV12700.1
OG0001610	AAS02510.1	ALV12701.1
OG0001611	AAS02507.1	ALV13241.1
OG0001612	AAS02506.1	ALV12705.1
OG0001613	AAS06364.1	ALV12707.1
OG0001614	AAS02504.1	ALV12709.1
OG0001615	AAS02503.1	ALV12710.1
OG0001616	AAS02502.1	ALV13242.1
OG0001617	AAS02501.1	ALV12712.1
OG0001618	AAS02499.1	ALV12714.1
OG0001619	AAS02498.1	ALV12715.1
OG0001620	AAS02497.1	ALV12716.1
OG0001621	AAS02490.1	ALV12720.1
