Orthogroup	Mavium	Mlepra
OG0001474	AAS06810.1	CAC29885.1
OG0001475	AAS06808.1	CAC29883.1
OG0001476	AAS06806.1	CAC29881.1
OG0001477	AAS06803.1	CAC29879.1
OG0001478	AAS06801.1	CAC29878.1
OG0001479	AAS06797.1	CAC29874.1
OG0001480	AAS06796.1	CAC29873.1
OG0001481	AAS06795.1	CAC29872.1
OG0001482	AAS06794.1	CAC29871.1
OG0001483	AAS06785.1	CAC30910.1
OG0001484	AAS06784.1	CAC30911.1
OG0001485	AAS06783.1	CAC30912.1
OG0001486	AAS06782.1	CAC30913.1
OG0001487	AAS06781.1	CAC30914.1
OG0001488	AAS06780.1	CAC30915.1
OG0001489	AAS06778.1	CAC30917.1
OG0001490	AAS06775.1	CAC30919.1
OG0001493	AAS02890.1	CAC31210.1
OG0001495	AAS02870.1	CAC29862.1
OG0001497	AAS02862.1	CAC29856.1
OG0001502	AAS02796.1	CAC29832.1
OG0001503	AAS02795.1	CAC29831.1
OG0001504	AAS02794.1	CAC29830.1
OG0001505	AAS02793.1	CAC29829.1
OG0001506	AAS02792.1	CAC29828.1
OG0001507	AAS02791.1	CAC29827.1
OG0001509	AAS02788.1	CAC30873.1
OG0001510	AAS02787.1	CAC30874.1
OG0001511	AAS02786.1	CAC30875.1
OG0001512	AAS02785.1	CAC30876.1
OG0001513	AAS02784.1	CAC30877.1
OG0001514	AAS02783.1	CAC30878.1
OG0001515	AAS02778.1	CAC29743.1
OG0001516	AAS02777.1	CAC29742.1
OG0001517	AAS02776.1	CAC29741.1
OG0001518	AAS02775.1	CAC29740.1
OG0001519	AAS02774.1	CAC29739.1
OG0001520	AAS02773.1	CAC29738.1
OG0001521	AAS02772.1	CAC29737.1
OG0001522	AAS02771.1	CAC29736.1
OG0001523	AAS02770.1	CAC29735.1
OG0001524	AAS02769.1	CAC29734.1
OG0001525	AAS02768.1	CAC29733.1
OG0001526	AAS02767.1	CAC29732.1
OG0001527	AAS02766.1	CAC29731.1
OG0001528	AAS02765.1	CAC29730.1
OG0001530	AAS02756.1	CAC29722.1
OG0001531	AAS02755.1	CAC29721.1
OG0001532	AAS02753.1	CAC29719.1
OG0001533	AAS02752.1	CAC29718.1
OG0001534	AAS02751.1	CAC29713.1
OG0001535	AAS02749.1	CAC29715.1
OG0001536	AAS02748.1	CAC29716.1
OG0001537	AAS02746.1	CAC29711.1
OG0001538	AAS02744.1	CAC29710.1
OG0001539	AAS02742.1	CAC29708.1
OG0001540	AAS02741.1	CAC29707.1
OG0001541	AAS02730.1	CAC31805.1
OG0001545	AAS02723.1	CAC31811.1
OG0001546	AAS02722.1	CAC31812.1
OG0001547	AAS02721.1	CAC31813.1
OG0001548	AAS02720.1	CAC31814.1
OG0001549	AAS02719.1	CAC31815.1
OG0001550	AAS02718.1	CAC31816.1
OG0001551	AAS02717.1	CAC31817.1
OG0001552	AAS02714.1	CAC31819.1
OG0001553	AAS02713.1	CAC31820.1
OG0001554	AAS02712.1	CAC31821.1
OG0001555	AAS02711.1	CAC31822.1
OG0001556	AAS02710.1	CAC31823.1
OG0001557	AAS02709.1	CAC31824.1
OG0001558	AAS02708.1	CAC31825.1
OG0001559	AAS02673.1	CAC31828.1
OG0001561	AAS02624.1	CAC31836.1
OG0001562	AAS02626.1	CAC31837.1
OG0001563	AAS02627.1	CAC31838.1
OG0001564	AAS02628.1	CAC31839.1
OG0001565	AAS02632.1	CAC31843.1
OG0001566	AAS02633.1	CAC31845.1
OG0001567	AAS02634.1	CAC31846.1
OG0001568	AAS02636.1	CAC31848.1
OG0001569	AAS02637.1	CAC31849.1
OG0001570	AAS02638.1	CAC31850.1
OG0001571	AAS02639.1	CAC31851.1
OG0001572	AAS02640.1	CAC31852.1
OG0001573	AAS02641.1	CAC31853.1
OG0001575	AAS02596.1	CAC31991.1
OG0001576	AAS02595.1	CAC31990.1
OG0001577	AAS02594.1	CAC31989.1
OG0001579	AAS02566.1	CAC29628.1
OG0001580	AAS02565.1	CAC29627.1
OG0001581	AAS02562.1	CAC29626.1
OG0001582	AAS02561.1	CAC29625.1
OG0001583	AAS02560.1	CAC29624.1
OG0001584	AAS02559.1	CAC29623.1
OG0001585	AAS02558.1	CAC29622.1
OG0001586	AAS02557.1	CAC29621.1
OG0001587	AAS02556.1	CAC29620.1
OG0001588	AAS02553.1	CAC29618.1
OG0001589	AAS02552.1	CAC29617.1
OG0001590	AAS02550.1	CAC29615.1
OG0001591	AAS02549.1	CAC29614.1
OG0001592	AAS02546.1	CAC29613.1
OG0001593	AAS02545.1	CAC29612.1
OG0001594	AAS02536.1	CAC29608.1
OG0001595	AAS02535.1	CAC29607.1
OG0001596	AAS02534.1	CAC29606.1
OG0001597	AAS02532.1	CAC29604.1
OG0001598	AAS02531.1	CAC29603.1
OG0001599	AAS02530.1	CAC29602.1
OG0001600	AAS02529.1	CAC29601.1
OG0001601	AAS02528.1	CAC29600.1
OG0001602	AAS02527.1	CAC29599.1
OG0001603	AAS02525.1	CAC29597.1
OG0001604	AAS02522.1	CAC29595.1
OG0001605	AAS04553.1	CAC31614.1
OG0001607	AAS02514.1	CAC29590.1
OG0001608	AAS02513.1	CAC29589.1
OG0001609	AAS02511.1	CAC29587.1
OG0001610	AAS02510.1	CAC29586.1
OG0001611	AAS02507.1	CAC29582.1
OG0001612	AAS02506.1	CAC29581.1
OG0001613	AAS06364.1	CAC30187.1
OG0001614	AAS02504.1	CAC29580.1
OG0001615	AAS02503.1	CAC29579.1
OG0001616	AAS02502.1	CAC29577.1
OG0001617	AAS02501.1	CAC29576.1
OG0001618	AAS02499.1	CAC29575.1
OG0001619	AAS02498.1	CAC29574.1
OG0001620	AAS02497.1	CAC29573.1
OG0001621	AAS02490.1	CAC29570.1
OG0001622	AAS02489.1	CAC29569.1
OG0001624	AAS06882.1	CAC32229.1
OG0001625	AAS06884.1	CAC32230.1
OG0001626	AAS06885.1	CAC32231.1
OG0001627	AAS06886.1	CAC32232.1
OG0001628	AAS06889.1	CAC32235.1
OG0001629	AAS06891.1	CAC32236.1
OG0001630	AAS06892.1	CAC32237.1
OG0001631	AAS06893.1	CAC32238.1
OG0001632	AAS06894.1	CAC32239.1
OG0001633	AAS06895.1	CAC32240.1
OG0001634	AAS06896.1	CAC32241.1
OG0001635	AAS06897.1	CAC32242.1
OG0001649	AAS04242.1	CAC31268.1
OG0001654	AAS02329.1	CAC29520.1
OG0001666	AAS02363.1	CAC29538.1
OG0001873	AAS02930.1	CAC31184.1
OG0001957	AAS03341.1	CAC31912.1
OG0002037	AAS06361.1	CAC30076.1
OG0002080	AAS03164.1	CAC32008.1
OG0002099	AAS03874.1	CAC31020.1
OG0002159	AAS02806.1, AAS06326.1	CAC29845.1
OG0002180	AAS04215.1	CAC31294.1
OG0002181	AAS04229.1	CAC31280.1
OG0002185	AAS04248.1	CAC31264.1
OG0002323	AAS05183.1	CAC30468.1
OG0002339	AAS05225.1	CAC30508.1
OG0002390	AAS05580.1	CAC30644.1
OG0002460	AAS05920.1	CAC30271.1
OG0002509	AAS06779.1	CAC30916.1
OG0002590	AAS02629.1	CAC31840.1
OG0002638	AAS06899.1	CAC32244.1
OG0002639	AAS06900.1	CAC32245.1
OG0002641	AAS02670.1	CAC31830.1
OG0002644	AAS06325.1, AAS06277.1, AAS02805.1	CAC29844.1
OG0002647	AAS03145.1	CAC31086.1
OG0002648	AAS03161.1	CAC31069.1
OG0002649	AAS03262.1	CAC29744.1
OG0002651	AAS03657.1	CAC31772.1
OG0002652	AAS03692.1, AAS06624.1, AAS05817.1	CAC30749.1
OG0002653	AAS04000.1, AAS06197.1	CAC29905.1, CAC30370.1
OG0002654	AAS05816.1, AAS04013.1, AAS04015.1	CAC30748.1
OG0002656	AAS04176.1	CAC31688.1
OG0002657	AAS04199.1	CAC31675.1
OG0002658	AAS06067.1, AAS04383.1, AAS06615.1	CAC32199.1
OG0002659	AAS04386.1	CAC30574.1
OG0002661	AAS04781.1	CAC31513.1
OG0002663	AAS05205.1	CAC30483.1
OG0002664	AAS05734.1	CAC30172.1
OG0002665	AAS05950.1	CAC30239.1
OG0003510	AAS02485.1, AAS06595.1	CAC31221.1
OG0003514	AAS03540.1, AAS02900.1	CAC31198.1
OG0003518	AAS03115.1, AAS04701.1	CAC31113.1
OG0003521	AAS06477.1, AAS03247.1	CAC32014.1
OG0003526	AAS04089.1, AAS03950.1	CAC30380.1
OG0003534	AAS04830.1, AAS04443.1	CAC31487.1
OG0003661	AAS02568.1	CAC29629.1
OG0003667	AAS02671.1	CAC31829.1
OG0003670	AAS02797.1	CAC29833.1
OG0003671	AAS02803.1	CAC29841.1
OG0003673	AAS02963.1	CAC31152.1
OG0003674	AAS02968.1	CAC31147.1
OG0003680	AAS03193.1	CAC31046.1
OG0003683	AAS03299.1	CAC29755.1
OG0003685	AAS03322.1	CAC29773.1
OG0003687	AAS03486.1	CAC30086.1
OG0003689	AAS03584.1	CAC31591.1
OG0003696	AAS03904.1	CAC31000.1
OG0003697	AAS03972.1	CAC30744.1
OG0003698	AAS03976.1	CAC30774.1
OG0003699	AAS03977.1	CAC30927.1
OG0003708	AAS04361.1	CAC30746.1
OG0003710	AAS04418.1	CAC31226.1
OG0003711	AAS04437.1	CAC31223.1
OG0003712	AAS04438.1	CAC30351.1
OG0003713	AAS04439.1	CAC30350.1
OG0003717	AAS04664.1	CAC31569.1
OG0003720	AAS04796.1	CAC30716.1
OG0003724	AAS04980.1	CAC31337.1
OG0003728	AAS05056.1	CAC29974.1
OG0003729	AAS05060.1	CAC29976.1
OG0003734	AAS05242.1	CAC30523.1
OG0003742	AAS05927.1	CAC30264.1
OG0003743	AAS06065.1	CAC32201.1
OG0003744	AAS06084.1	CAC32186.1
OG0003746	AAS06415.1	CAC29791.1
OG0003749	AAS06620.1	CAC31804.1
OG0003750	AAS06809.1	CAC29884.1
OG0003751	AAS06836.1	CAC32181.1
