Orthogroup	Mmicro	Mbovis
OG0001052	AMC59833.1	ALV11219.1
OG0001053	AMC59834.1	ALV11220.1
OG0001054	AMC59835.1	ALV13020.1
OG0001055	AMC59836.1	ALV11221.1
OG0001056	AMC59839.1	ALV11223.1
OG0001057	AMC59840.1	ALV11224.1
OG0001058	AMC59842.1	ALV11226.1
OG0001059	AMC59843.1	ALV11227.1
OG0001060	AMC59845.1	ALV11229.1
OG0001061	AMC59846.1	ALV11230.1
OG0001062	AMC59847.1	ALV13021.1
OG0001063	AMC59848.1	ALV11231.1
OG0001064	AMC59849.1	ALV11232.1
OG0001065	AMC59850.1	ALV11233.1
OG0001066	AMC59853.1	ALV11234.1
OG0001067	AMC59855.1	ALV11235.1
OG0001068	AMC59860.1	ALV11239.1
OG0001069	AMC59863.1	ALV11241.1
OG0001070	AMC59864.1	ALV11242.1
OG0001071	AMC59865.1	ALV11243.1
OG0001072	AMC59866.1	ALV11244.1
OG0001073	AMC59867.1	ALV11245.1
OG0001074	AMC59869.1	ALV11247.1
OG0001075	AMC59870.1	ALV11248.1
OG0001076	AMC59871.1	ALV11249.1
OG0001077	AMC59875.1	ALV11251.1
OG0001078	AMC59877.1	ALV11252.1
OG0001079	AMC59880.1	ALV11255.1
OG0001080	AMC59881.1	ALV11256.1
OG0001081	AMC59884.1	ALV11258.1
OG0001082	AMC59885.1	ALV13026.1
OG0001083	AMC59886.1	ALV11259.1
OG0001084	AMC59889.1	ALV11261.1
OG0001085	AMC59890.1	ALV11262.1
OG0001086	AMC59891.1	ALV11263.1
OG0001087	AMC59893.1	ALV11265.1
OG0001088	AMC59894.1	ALV11266.1
OG0001089	AMC59895.1	ALV11267.1
OG0001090	AMC59896.1	ALV13027.1
OG0001091	AMC59897.1	ALV11268.1
OG0001092	AMC59898.1	ALV11270.1
OG0001093	AMC59901.1	ALV11273.1
OG0001094	AMC59902.1	ALV11274.1
OG0001095	AMC59903.1	ALV11275.1
OG0001096	AMC59908.1	ALV11279.1
OG0001097	AMC59913.1	ALV13031.1
OG0001098	AMC59915.1	ALV11283.1
OG0001099	AMC59918.1	ALV11285.1
OG0001100	AMC59919.1	ALV11286.1
OG0001101	AMC59922.1	ALV11289.1
OG0001102	AMC59933.1	ALV11297.1
OG0001103	AMC59934.1	ALV11298.1
OG0001104	AMC59935.1	ALV11299.1
OG0001105	AMC59939.1	ALV11302.1
OG0001106	AMC59960.1	ALV11322.1
OG0001107	AMC59965.1	ALV11329.1
OG0001108	AMC59996.1	ALV11351.1
OG0001109	AMC59997.1	ALV11352.1
OG0001110	AMC59998.1	ALV11353.1
OG0001111	AMC60005.1	ALV11360.1
OG0001112	AMC60006.1	ALV13042.1
OG0001113	AMC60016.1	ALV11369.1
OG0001114	AMC60017.1	ALV11370.1
OG0001115	AMC60024.1	ALV13047.1
OG0001116	AMC60025.1	ALV11375.1
OG0001117	AMC60026.1	ALV11376.1
OG0001118	AMC60040.1	ALV11380.1
OG0001119	AMC60041.1	ALV11381.1
OG0001120	AMC60044.1	ALV11384.1
OG0001121	AMC60045.1	ALV11385.1
OG0001122	AMC60048.1	ALV13048.1
OG0001123	AMC60051.1	ALV11389.1
OG0001124	AMC60052.1	ALV11390.1
OG0001125	AMC60056.1	ALV11393.1
OG0001126	AMC60057.1	ALV11394.1
OG0001127	AMC60059.1	ALV11395.1
OG0001128	AMC60068.1	ALV09650.1, ALV13050.1
OG0001129	AMC60069.1	ALV11402.1
OG0001130	AMC60079.1	ALV11411.1
OG0001131	AMC60081.1	ALV11412.1
OG0001132	AMC60090.1	ALV11422.1
OG0001133	AMC60091.1	ALV11424.1
OG0001134	AMC60092.1	ALV11425.1
OG0001135	AMC60094.1	ALV11427.1
OG0001136	AMC60098.1	ALV11431.1
OG0001137	AMC60099.1	ALV11432.1
OG0001138	AMC60100.1	ALV11433.1
OG0001139	AMC60101.1	ALV11434.1
OG0001140	AMC60102.1	ALV11435.1
OG0001141	AMC60109.1	ALV11441.1
OG0001142	AMC60110.1	ALV11442.1
OG0001143	AMC60111.1	ALV11443.1
OG0001144	AMC60118.1	ALV11449.1
OG0001145	AMC60121.1	ALV11451.1
OG0001146	AMC60128.1	ALV11458.1
OG0001147	AMC60129.1	ALV11459.1
OG0001148	AMC60131.1	ALV13056.1
OG0001149	AMC60133.1	ALV11460.1
OG0001150	AMC60134.1	ALV11461.1
OG0001151	AMC60135.1	ALV11462.1
OG0001152	AMC60136.1	ALV13057.1
OG0001153	AMC60139.1	ALV11464.1
OG0001154	AMC60140.1	ALV13058.1
OG0001155	AMC60141.1	ALV11465.1
OG0001156	AMC60142.1	ALV11466.1
OG0001157	AMC60143.1	ALV11467.1
OG0001158	AMC60150.1	ALV11474.1
OG0001159	AMC60151.1	ALV11475.1
OG0001160	AMC60153.1	ALV11476.1
OG0001161	AMC60154.1	ALV11477.1
OG0001162	AMC60155.1	ALV11478.1
OG0001163	AMC60158.1	ALV13062.1
OG0001164	AMC60159.1	ALV11481.1
OG0001165	AMC60160.1	ALV11482.1
OG0001166	AMC60162.1	ALV11483.1
OG0001167	AMC60165.1	ALV13063.1
OG0001168	AMC60171.1	ALV11490.1
OG0001169	AMC60172.1	ALV11491.1
OG0001170	AMC60174.1	ALV11494.1
OG0001171	AMC60175.1	ALV11495.1
OG0001172	AMC60176.1	ALV11496.1
OG0001173	AMC60194.1	ALV11508.1
OG0001174	AMC60195.1	ALV11509.1
OG0001175	AMC60702.1, AMC60199.1	ALV11513.1
OG0001176	AMC60206.1	ALV11519.1
OG0001177	AMC60207.1	ALV11520.1
OG0001178	AMC60208.1	ALV11521.1
OG0001179	AMC60210.1	ALV11523.1
OG0001180	AMC60221.1	ALV11534.1
OG0001181	AMC60222.1	ALV11535.1
OG0001182	AMC60223.1	ALV13067.1
OG0001183	AMC60224.1	ALV11536.1
OG0001184	AMC60226.1	ALV11537.1
OG0001185	AMC60235.1	ALV11544.1
OG0001186	AMC60237.1	ALV11546.1
OG0001187	AMC60238.1	ALV11547.1
OG0001188	AMC60239.1	ALV11548.1
OG0001189	AMC60240.1	ALV11549.1
OG0001190	AMC60241.1	ALV11550.1
OG0001191	AMC60242.1	ALV11551.1
OG0001192	AMC60243.1	ALV11552.1
OG0001193	AMC60245.1	ALV13069.1
OG0001194	AMC60258.1	ALV11565.1
OG0001195	AMC60259.1	ALV11566.1
OG0001196	AMC60260.1	ALV11567.1
OG0001197	AMC60261.1	ALV11568.1
OG0001198	AMC60265.1	ALV11572.1
OG0001199	AMC60268.1	ALV11574.1
OG0001200	AMC60273.1	ALV11577.1
OG0001201	AMC60275.1	ALV11579.1
OG0001202	AMC60277.1	ALV11581.1
OG0001203	AMC60278.1	ALV11582.1
OG0001204	AMC60279.1	ALV13072.1
OG0001205	AMC60282.1	ALV11585.1
OG0001206	AMC60286.1	ALV11589.1
OG0001207	AMC60287.1	ALV11590.1
OG0001208	AMC60290.1	ALV11591.1
OG0001209	AMC60292.1	ALV11593.1
OG0001210	AMC60293.1	ALV11594.1
OG0001211	AMC60294.1	ALV11595.1
OG0001212	AMC60296.1	ALV11596.1
OG0001213	AMC60297.1	ALV11597.1
OG0001214	AMC60298.1	ALV11598.1
OG0001215	AMC60300.1	ALV11600.1
OG0001216	AMC60301.1	ALV11601.1
OG0001217	AMC60302.1	ALV11602.1
OG0001218	AMC60311.1	ALV11611.1
OG0001219	AMC60312.1	ALV11612.1
OG0001220	AMC60313.1	ALV11613.1
OG0001221	AMC60314.1	ALV11614.1
OG0001222	AMC60317.1	ALV11616.1
OG0001223	AMC60318.1	ALV11617.1
OG0001224	AMC60319.1	ALV11618.1
OG0001225	AMC60320.1	ALV11619.1
OG0001226	AMC60321.1	ALV11620.1
OG0001227	AMC60322.1	ALV11621.1
OG0001228	AMC60350.1	ALV11644.1
OG0001229	AMC60383.1	ALV13079.1
OG0001230	AMC60384.1	ALV11660.1
OG0001231	AMC60387.1	ALV11663.1
OG0001232	AMC60388.1	ALV11664.1
OG0001233	AMC60390.1	ALV13080.1
OG0001234	AMC60392.1	ALV13081.1
OG0001235	AMC60393.1	ALV11666.1
OG0001236	AMC60395.1	ALV13082.1
OG0001237	AMC60407.1	ALV11677.1
OG0001238	AMC60408.1	ALV11678.1
OG0001239	AMC60409.1	ALV11679.1
OG0001240	AMC60410.1	ALV11680.1
OG0001241	AMC60412.1	ALV11682.1
OG0001242	AMC60413.1	ALV11683.1
OG0001243	AMC60414.1	ALV11684.1
OG0001244	AMC60415.1	ALV13085.1
OG0001245	AMC60419.1	ALV11688.1
OG0001246	AMC60420.1	ALV11689.1
OG0001247	AMC60421.1	ALV11690.1
OG0001248	AMC60422.1	ALV13086.1
OG0001249	AMC60426.1	ALV11693.1
OG0001250	AMC60429.1	ALV11696.1
OG0001251	AMC60430.1	ALV11697.1
OG0001252	AMC60431.1	ALV11698.1
OG0001253	AMC60432.1	ALV11699.1
OG0001254	AMC60433.1	ALV11700.1
OG0001255	AMC60436.1	ALV11703.1
OG0001256	AMC60437.1	ALV11704.1
OG0001257	AMC60438.1	ALV13088.1
OG0001258	AMC60439.1	ALV11705.1
OG0001259	AMC60440.1	ALV11706.1
OG0001260	AMC60444.1	ALV11710.1
OG0001261	AMC60445.1	ALV11711.1
OG0001262	AMC60448.1	ALV11713.1
OG0001263	AMC60449.1	ALV11714.1
OG0001264	AMC60450.1	ALV11716.1
OG0001265	AMC60451.1	ALV11717.1
OG0001266	AMC60452.1	ALV11718.1
OG0001267	AMC60459.1	ALV11721.1
OG0001268	AMC60460.1	ALV11722.1
OG0001269	AMC60465.1	ALV11727.1
OG0001270	AMC60466.1	ALV11728.1
OG0001271	AMC60467.1	ALV13091.1
OG0001272	AMC60475.1	ALV11736.1
OG0001273	AMC60476.1	ALV11737.1
OG0001274	AMC60483.1	ALV11745.1
OG0001275	AMC60485.1	ALV11746.1
OG0001276	AMC60489.1	ALV11749.1
OG0001277	AMC60490.1	ALV11750.1
OG0001278	AMC60496.1	ALV11756.1
OG0001279	AMC60497.1	ALV11757.1
OG0001280	AMC60499.1	ALV11759.1
OG0001281	AMC60500.1	ALV13093.1
OG0001282	AMC60507.1	ALV11766.1
OG0001283	AMC60508.1	ALV11767.1
OG0001284	AMC60509.1	ALV11768.1
OG0001285	AMC60557.1	ALV11809.1
OG0001286	AMC60558.1	ALV11810.1
OG0001287	AMC60559.1	ALV11812.1
OG0001288	AMC60561.1	ALV11814.1
OG0001289	AMC60562.1	ALV11815.1
OG0001290	AMC60574.1	ALV11824.1
OG0001291	AMC60580.1	ALV11830.1
OG0001292	AMC60583.1	ALV11832.1
OG0001293	AMC60586.1	ALV11836.1
OG0001294	AMC60590.1	ALV11840.1
OG0001295	AMC60591.1	ALV11841.1
OG0001296	AMC60592.1	ALV13101.1
OG0001297	AMC60602.1	ALV11850.1
OG0001298	AMC60603.1	ALV11851.1
OG0001299	AMC60604.1	ALV11852.1
OG0001300	AMC60609.1	ALV11856.1
OG0001301	AMC60610.1	ALV11857.1
OG0001302	AMC60611.1	ALV11858.1
OG0001303	AMC60616.1	ALV11862.1
OG0001304	AMC60617.1	ALV11863.1
OG0001305	AMC60619.1	ALV11865.1
OG0001306	AMC60620.1	ALV13104.1
OG0001307	AMC60623.1	ALV11868.1
OG0001308	AMC60624.1	ALV11869.1
OG0001309	AMC60625.1	ALV11870.1
OG0001310	AMC60626.1	ALV11871.1
OG0001311	AMC60628.1	ALV11873.1
OG0001312	AMC60629.1	ALV11874.1
OG0001313	AMC60630.1	ALV11875.1
OG0001314	AMC60631.1	ALV11876.1
OG0001315	AMC60632.1	ALV13105.1
OG0001316	AMC60635.1	ALV11879.1
OG0001317	AMC60639.1	ALV11881.1
OG0001318	AMC60640.1	ALV13107.1
OG0001319	AMC60644.1	ALV13108.1
OG0001320	AMC60645.1	ALV11884.1
OG0001321	AMC60646.1	ALV11885.1
OG0001322	AMC60649.1	ALV13109.1
OG0001323	AMC60650.1	ALV11888.1
OG0001324	AMC60651.1	ALV11889.1
OG0001325	AMC60652.1	ALV13110.1
OG0001326	AMC60662.1	ALV13112.1
OG0001327	AMC60680.1	ALV11909.1
OG0001328	AMC60699.1	ALV11922.1
OG0001329	AMC60700.1	ALV11923.1
OG0001330	AMC60703.1	ALV11925.1
OG0001331	AMC60704.1	ALV13118.1
OG0001332	AMC60708.1	ALV11929.1
OG0001333	AMC60711.1	ALV11932.1
OG0001334	AMC60712.1	ALV11933.1
OG0001335	AMC60715.1	ALV11936.1
OG0001336	AMC60719.1	ALV13120.1
OG0001337	AMC60720.1	ALV11939.1
OG0001338	AMC60721.1	ALV11940.1
OG0001339	AMC60722.1	ALV11941.1
OG0001340	AMC60725.1	ALV11944.1
OG0001341	AMC60728.1	ALV11947.1
OG0001342	AMC60729.1	ALV13121.1
OG0001343	AMC60740.1	ALV11955.1
OG0001344	AMC60741.1	ALV11956.1
OG0001345	AMC60744.1	ALV11958.1
OG0001346	AMC60745.1	ALV11959.1
OG0001347	AMC60748.1	ALV11962.1
OG0001348	AMC60749.1	ALV11963.1
OG0001349	AMC60750.1	ALV11964.1
OG0001350	AMC60751.1	ALV11965.1
OG0001351	AMC60753.1	ALV11966.1
OG0001352	AMC60755.1	ALV11968.1
OG0001353	AMC60761.1	ALV11974.1
OG0001354	AMC60762.1	ALV11975.1
OG0001355	AMC60765.1	ALV11978.1
OG0001356	AMC60766.1	ALV11979.1
OG0001357	AMC60767.1	ALV11980.1
OG0001358	AMC60768.1	ALV11981.1
OG0001359	AMC60769.1	ALV11982.1
OG0001360	AMC60772.1	ALV13127.1
OG0001361	AMC60773.1	ALV11985.1
OG0001362	AMC60776.1	ALV13128.1
OG0001363	AMC60779.1	ALV11989.1
OG0001364	AMC60780.1	ALV11990.1
OG0001365	AMC60781.1	ALV13130.1
OG0001366	AMC60782.1	ALV13132.1
OG0001367	AMC60788.1	ALV13133.1
OG0001368	AMC60789.1	ALV11996.1
OG0001369	AMC60790.1	ALV11997.1
OG0001370	AMC60791.1	ALV11998.1
OG0001371	AMC60795.1	ALV12002.1
OG0001372	AMC57730.1, AMC60828.1	ALV12029.1
OG0001373	AMC60838.1	ALV12037.1
OG0001374	AMC60843.1	ALV12042.1
OG0001375	AMC60844.1	ALV12043.1
OG0001376	AMC60848.1	ALV13139.1
OG0001377	AMC60849.1	ALV12047.1
OG0001378	AMC60876.1	ALV12063.1
OG0001379	AMC60878.1	ALV13143.1
OG0001380	AMC60885.1	ALV12071.1
OG0001381	AMC60887.1	ALV12073.1
OG0001382	AMC60888.1	ALV12074.1
OG0001383	AMC60898.1	ALV12082.1
OG0001384	AMC60899.1, AMC60900.1	ALV12083.1
OG0001385	AMC60902.1	ALV12084.1
OG0001386	AMC60919.1	ALV13147.1
OG0001387	AMC60920.1	ALV12101.1
OG0001388	AMC60942.1	ALV13148.1
OG0001389	AMC60946.1	ALV12122.1
OG0001390	AMC60947.1	ALV13150.1
OG0001391	AMC60950.1	ALV12124.1
OG0001392	AMC60951.1	ALV13152.1
OG0001393	AMC60953.1	ALV13153.1
OG0001394	AMC60964.1	ALV13155.1
OG0001395	AMC60965.1	ALV12132.1
OG0001396	AMC60966.1	ALV12133.1
OG0001397	AMC60967.1	ALV12134.1
OG0001398	AMC60968.1	ALV13156.1
OG0001399	AMC60970.1	ALV13157.1
OG0001400	AMC60973.1	ALV12137.1
OG0001401	AMC60976.1	ALV12140.1
OG0001402	AMC60978.1	ALV12141.1
OG0001403	AMC60981.1	ALV12143.1
OG0001404	AMC60982.1	ALV12144.1
OG0001405	AMC60983.1	ALV13158.1
OG0001406	AMC60990.1	ALV12152.1
OG0001407	AMC60991.1	ALV12153.1
OG0001408	AMC60992.1	ALV13159.1
OG0001409	AMC60994.1	ALV12155.1
OG0001410	AMC60999.1	ALV12159.1
OG0001411	AMC61000.1	ALV12160.1
OG0001412	AMC61003.1	ALV12163.1
OG0001413	AMC61004.1	ALV12164.1
OG0001414	AMC61005.1	ALV12165.1
OG0001415	AMC61007.1	ALV13161.1
OG0001416	AMC61008.1	ALV12167.1
OG0001417	AMC61009.1	ALV12168.1
OG0001418	AMC61010.1	ALV12169.1
OG0001419	AMC61011.1	ALV12170.1
OG0001420	AMC61018.1	ALV12177.1
OG0001421	AMC61019.1	ALV12178.1
OG0001422	AMC61020.1	ALV12179.1
OG0001423	AMC61021.1	ALV12181.1
OG0001424	AMC61022.1	ALV12182.1
OG0001425	AMC61023.1	ALV12183.1
OG0001426	AMC61024.1	ALV12184.1
OG0001427	AMC61026.1	ALV12185.1
OG0001428	AMC61027.1	ALV12186.1
OG0001429	AMC61028.1	ALV12187.1
OG0001430	AMC61029.1	ALV12188.1
OG0001431	AMC61030.1	ALV12189.1
OG0001432	AMC61032.1	ALV12190.1
OG0001433	AMC61038.1	ALV12195.1
OG0001434	AMC61040.1	ALV12196.1
OG0001435	AMC61042.1	ALV13163.1
OG0001436	AMC61043.1	ALV12197.1
OG0001437	AMC61044.1	ALV12198.1
OG0001438	AMC61045.1	ALV12199.1
OG0001439	AMC61046.1	ALV12200.1
OG0001440	AMC61048.1	ALV12202.1
OG0001441	AMC61049.1	ALV13164.1
OG0001442	AMC61053.1	ALV12205.1
OG0001443	AMC61058.1	ALV12210.1
OG0001444	AMC61062.1	ALV12214.1
OG0001445	AMC61066.1	ALV12217.1
OG0001446	AMC61069.1	ALV12236.1, ALV12219.1, ALV12253.1
OG0001447	AMC61081.1	ALV13166.1, ALV13168.1, ALV13170.1
OG0001448	AMC61082.1	ALV12230.1, ALV12264.1, ALV12247.1
OG0001449	AMC61088.1	ALV12270.1
OG0001450	AMC61089.1	ALV12271.1
OG0001451	AMC61103.1	ALV12281.1
OG0001452	AMC61108.1	ALV12284.1
OG0001454	AMC61111.1	ALV12285.1
OG0001455	AMC61117.1	ALV12289.1
OG0001456	AMC61671.1	ALV12706.1, ALV12293.1
OG0001457	AMC61128.1	ALV12300.1
OG0001458	AMC61130.1	ALV13178.1
OG0001459	AMC61140.1	ALV12311.1
OG0001460	AMC61147.1	ALV12315.1
OG0001461	AMC61167.1	ALV12326.1
OG0001462	AMC61174.1	ALV12332.1
OG0001463	AMC61178.1	ALV12335.1
OG0001464	AMC61179.1	ALV12336.1
OG0001465	AMC61189.1	ALV12344.1
OG0001466	AMC61190.1	ALV12345.1
OG0001467	AMC61191.1	ALV12346.1
OG0001468	AMC61192.1	ALV12347.1
OG0001469	AMC61195.1	ALV12350.1
OG0001470	AMC61196.1	ALV12351.1
OG0001471	AMC61198.1	ALV12353.1
OG0001472	AMC61199.1	ALV12354.1
OG0001473	AMC61201.1	ALV13187.1
OG0001474	AMC61202.1	ALV12356.1
OG0001475	AMC61203.1	ALV13188.1
OG0001476	AMC61222.1	ALV12362.1
OG0001477	AMC61225.1	ALV12364.1
OG0001478	AMC61227.1	ALV12366.1
OG0001479	AMC61230.1	ALV12368.1
OG0001480	AMC61231.1	ALV12369.1
OG0001481	AMC61232.1	ALV13191.1
OG0001482	AMC61233.1	ALV12370.1
OG0001483	AMC61243.1	ALV12379.1
OG0001484	AMC61244.1	ALV12380.1
OG0001485	AMC61245.1	ALV12381.1
OG0001486	AMC61246.1	ALV12382.1
OG0001487	AMC61247.1	ALV12383.1
OG0001488	AMC61248.1	ALV12384.1
OG0001489	AMC61249.1	ALV12386.1
OG0001490	AMC61251.1	ALV12388.1
OG0001491	AMC61260.1	ALV13194.1
OG0001492	AMC61266.1	ALV13196.1
OG0001493	AMC61275.1	ALV12403.1
OG0001494	AMC61290.1	ALV12417.1
OG0001495	AMC61299.1	ALV12420.1
OG0001496	AMC61300.1	ALV12421.1
OG0001497	AMC61322.1	ALV12429.1
OG0001498	AMC61339.1	ALV12445.1
OG0001499	AMC61352.1	ALV12456.1
OG0001500	AMC61356.1	ALV12460.1
OG0001501	AMC61378.1	ALV13207.1
OG0001502	AMC61384.1	ALV12483.1
OG0001503	AMC61385.1	ALV12484.1
OG0001504	AMC61386.1	ALV12485.1
OG0001505	AMC61387.1	ALV12486.1
OG0001506	AMC61388.1	ALV12487.1
OG0001507	AMC61389.1	ALV12488.1
OG0001508	AMC61390.1	ALV12489.1
OG0001509	AMC61393.1	ALV12490.1
OG0001510	AMC61394.1	ALV12491.1
OG0001511	AMC61395.1	ALV12492.1
OG0001512	AMC61398.1	ALV12494.1
OG0001513	AMC61399.1	ALV12495.1
OG0001514	AMC61400.1	ALV12496.1
OG0001515	AMC61403.1	ALV12499.1
OG0001516	AMC61404.1	ALV12500.1
OG0001517	AMC61405.1	ALV12501.1
OG0001518	AMC61406.1	ALV12503.1
OG0001519	AMC61407.1	ALV12504.1
OG0001520	AMC61408.1	ALV12505.1
OG0001521	AMC61409.1	ALV12506.1
OG0001522	AMC61410.1	ALV12507.1
OG0001523	AMC61411.1	ALV12508.1
OG0001524	AMC61412.1	ALV12509.1
OG0001525	AMC61413.1	ALV12510.1
OG0001526	AMC61414.1	ALV12511.1
OG0001527	AMC61415.1	ALV12512.1
OG0001528	AMC61416.1	ALV12513.1
OG0001529	AMC61422.1	ALV12725.1
OG0001530	AMC61424.1	ALV13209.1
OG0001531	AMC61425.1	ALV12518.1
OG0001532	AMC61427.1	ALV12519.1
OG0001533	AMC61428.1	ALV12520.1
OG0001534	AMC61429.1	ALV12521.1
OG0001535	AMC61431.1	ALV12522.1
OG0001536	AMC61432.1	ALV12523.1
OG0001537	AMC61435.1	ALV13212.1
OG0001538	AMC61444.1	ALV12533.1
OG0001539	AMC61446.1	ALV12534.1
OG0001540	AMC61447.1	ALV12535.1
OG0001541	AMC61465.1	ALV12545.1
OG0001542	AMC61466.1	ALV13220.1
OG0001543	AMC61467.1	ALV12546.1
OG0001544	AMC61468.1	ALV12547.1
OG0001545	AMC61471.1	ALV12550.1
OG0001546	AMC61472.1	ALV12551.1
OG0001547	AMC61473.1	ALV12552.1
OG0001548	AMC61474.1	ALV12553.1
OG0001549	AMC61475.1	ALV12554.1
OG0001550	AMC61476.1	ALV12555.1
OG0001551	AMC61477.1	ALV12556.1
OG0001552	AMC61480.1	ALV12559.1
OG0001553	AMC61481.1	ALV12560.1
OG0001554	AMC61483.1	ALV12562.1
OG0001555	AMC61484.1	ALV12563.1
OG0001556	AMC61485.1	ALV12564.1
OG0001557	AMC61486.1	ALV12565.1
OG0001558	AMC61487.1	ALV12566.1
OG0001559	AMC61500.1	ALV12576.1
OG0001560	AMC61505.1	ALV12578.1
OG0001561	AMC61512.1	ALV12583.1
OG0001562	AMC61516.1	ALV12586.1
OG0001563	AMC61517.1	ALV12587.1
OG0001564	AMC61518.1	ALV12588.1
OG0001565	AMC61522.1	ALV12591.1
OG0001566	AMC61524.1	ALV12593.1
OG0001567	AMC61525.1	ALV12594.1
OG0001568	AMC61527.1	ALV12596.1
OG0001569	AMC61528.1	ALV12597.1
OG0001570	AMC61529.1	ALV12598.1
OG0001571	AMC61531.1	ALV12599.1
OG0001572	AMC61532.1	ALV12600.1
OG0001573	AMC61533.1	ALV12601.1
OG0001574	AMC61545.1	ALV12608.1
OG0001575	AMC61564.1	ALV12622.1
OG0001576	AMC61565.1	ALV12623.1
OG0001577	AMC61566.1	ALV12624.1
OG0001578	AMC61587.1	ALV12642.1
OG0001579	AMC61589.1	ALV12644.1
OG0001580	AMC61590.1	ALV12645.1
OG0001581	AMC61593.1	ALV13233.1
OG0001582	AMC61594.1	ALV12648.1
OG0001583	AMC61595.1	ALV12649.1
OG0001584	AMC61596.1	ALV13234.1
OG0001585	AMC61597.1	ALV12650.1
OG0001586	AMC61598.1	ALV12651.1
OG0001587	AMC61599.1	ALV12652.1
OG0001588	AMC61605.1	ALV12657.1
OG0001589	AMC61606.1	ALV12658.1
OG0001590	AMC61608.1	ALV12660.1
OG0001591	AMC61610.1	ALV12661.1
OG0001592	AMC61612.1	ALV12662.1
OG0001593	AMC61613.1	ALV12663.1
OG0001594	AMC61622.1	ALV12669.1
OG0001595	AMC61623.1	ALV12670.1
OG0001596	AMC61624.1	ALV12671.1
OG0001597	AMC61626.1	ALV12673.1
OG0001598	AMC61627.1	ALV12674.1
OG0001599	AMC61628.1	ALV12675.1
OG0001600	AMC61629.1	ALV12676.1
OG0001601	AMC61630.1	ALV13236.1
OG0001602	AMC61631.1	ALV13237.1
OG0001603	AMC61636.1	ALV12679.1
OG0001604	AMC61639.1	ALV12682.1
OG0001605	AMC61645.1	ALV13239.1
OG0001606	AMC61654.1	ALV12693.1
OG0001607	AMC61659.1	ALV12697.1
OG0001608	AMC61660.1	ALV12698.1
OG0001609	AMC61662.1	ALV12700.1
OG0001610	AMC61663.1	ALV12701.1
OG0001611	AMC61667.1	ALV13241.1
OG0001612	AMC61668.1	ALV12705.1
OG0001613	AMC61672.1	ALV12707.1
OG0001614	AMC61676.1	ALV12709.1
OG0001615	AMC61677.1	ALV12710.1
OG0001616	AMC61679.1	ALV13242.1
OG0001617	AMC61680.1	ALV12712.1
OG0001618	AMC61682.1	ALV12714.1
OG0001619	AMC61683.1	ALV12715.1
OG0001620	AMC61684.1	ALV12716.1
OG0001621	AMC61689.1	ALV12720.1
OG0001622	AMC61690.1	ALV12721.1
OG0001623	AMC61719.1	ALV12745.1
OG0001624	AMC61731.1	ALV12751.1
OG0001625	AMC61732.1	ALV12752.1
OG0001626	AMC61733.1	ALV13247.1
OG0001627	AMC61737.1	ALV12753.1
OG0001628	AMC61740.1	ALV12756.1
OG0001629	AMC61742.1	ALV12758.1
OG0001630	AMC61743.1	ALV12759.1
OG0001631	AMC61744.1	ALV12760.1
OG0001632	AMC61745.1	ALV12761.1
OG0001633	AMC61746.1	ALV12762.1
OG0001634	AMC61747.1	ALV12763.1
OG0001635	AMC61748.1	ALV12764.1
OG0001637	AMC58300.1	ALV10006.1
OG0001649	AMC59852.1, AMC59851.1	ALV13022.1
OG0001650	AMC61071.1	ALV12238.1, ALV12221.1, ALV12255.1
OG0001652	AMC59736.1, AMC59732.1	ALV11143.1
OG0001653	AMC57439.1	ALV09288.1
OG0001655	AMC57444.1	ALV09291.1
OG0001656	AMC57456.1	ALV09301.1
OG0001657	AMC57457.1	ALV09302.1
OG0001658	AMC57460.1	ALV09304.1
OG0001659	AMC57461.1	ALV12768.1
OG0001660	AMC57462.1	ALV09305.1
OG0001661	AMC57463.1	ALV09306.1
OG0001662	AMC57465.1	ALV09307.1
OG0001663	AMC57466.1	ALV09308.1
OG0001664	AMC57472.1	ALV12769.1
OG0001665	AMC57473.1	ALV09314.1
OG0001667	AMC57479.1	ALV09319.1
OG0001668	AMC57481.1	ALV09321.1
OG0001669	AMC57484.1	ALV09324.1
OG0001670	AMC57488.1	ALV09328.1
OG0001671	AMC57498.1	ALV09338.1
OG0001672	AMC57499.1	ALV09339.1
OG0001673	AMC57508.1	ALV09346.1
OG0001674	AMC57516.1	ALV09353.1
OG0001675	AMC57517.1	ALV12772.1
OG0001676	AMC57537.1	ALV09368.1
OG0001678	AMC57540.1	ALV09370.1
OG0001679	AMC57541.1	ALV09371.1
OG0001680	AMC57542.1	ALV09372.1
OG0001681	AMC57543.1	ALV12776.1
OG0001682	AMC57544.1	ALV09373.1
OG0001683	AMC57553.1	ALV09381.1
OG0001684	AMC57558.1	ALV09385.1
OG0001685	AMC57564.1	ALV12780.1
OG0001686	AMC57566.1	ALV09389.1
OG0001687	AMC57567.1	ALV09390.1
OG0001688	AMC57573.1	ALV09395.1
OG0001689	AMC57574.1	ALV09396.1
OG0001690	AMC57575.1	ALV09397.1
OG0001691	AMC57577.1	ALV09399.1
OG0001692	AMC57579.1	ALV09401.1
OG0001693	AMC57580.1	ALV09402.1
OG0001694	AMC57582.1	ALV09403.1
OG0001695	AMC57587.1	ALV09407.1
OG0001696	AMC57589.1	ALV09409.1
OG0001697	AMC57590.1	ALV12782.1
OG0001698	AMC57591.1	ALV12783.1
