Orthogroup	Mmicro	Mafric
OG0001055	AMC59836.1	CCC27253.1
OG0001056	AMC59839.1	CCC27256.1
OG0001057	AMC59840.1	CCC27257.1
OG0001058	AMC59842.1	CCC27259.1
OG0001059	AMC59843.1	CCC27260.1
OG0001060	AMC59845.1	CCC27262.1
OG0001061	AMC59846.1	CCC27263.1
OG0001062	AMC59847.1	CCC27264.1
OG0001063	AMC59848.1	CCC27265.1
OG0001064	AMC59849.1	CCC27266.1
OG0001065	AMC59850.1	CCC27267.1
OG0001066	AMC59853.1	CCC27269.1
OG0001067	AMC59855.1	CCC27271.1
OG0001068	AMC59860.1	CCC27275.1
OG0001069	AMC59863.1	CCC27277.1
OG0001070	AMC59864.1	CCC27278.1
OG0001071	AMC59865.1	CCC27279.1
OG0001072	AMC59866.1	CCC27280.1
OG0001073	AMC59867.1	CCC27281.1
OG0001074	AMC59869.1	CCC27283.1
OG0001075	AMC59870.1	CCC27284.1
OG0001076	AMC59871.1	CCC27285.1
OG0001077	AMC59875.1	CCC27287.1
OG0001078	AMC59877.1	CCC27288.1
OG0001079	AMC59880.1	CCC27291.1
OG0001080	AMC59881.1	CCC27292.1
OG0001081	AMC59884.1	CCC27294.1
OG0001082	AMC59885.1	CCC27295.1
OG0001083	AMC59886.1	CCC27296.1
OG0001084	AMC59889.1	CCC27298.1
OG0001085	AMC59890.1	CCC27299.1
OG0001086	AMC59891.1	CCC27300.1
OG0001087	AMC59893.1	CCC27302.1
OG0001088	AMC59894.1	CCC27303.1
OG0001089	AMC59895.1	CCC27304.1
OG0001090	AMC59896.1	CCC27305.1
OG0001091	AMC59897.1	CCC27306.1
OG0001092	AMC59898.1	CCC27307.1
OG0001093	AMC59901.1	CCC27310.1
OG0001094	AMC59902.1	CCC27311.1
OG0001095	AMC59903.1	CCC27312.1
OG0001096	AMC59908.1	CCC27316.1
OG0001097	AMC59913.1	CCC27320.1
OG0001098	AMC59915.1	CCC27322.1
OG0001099	AMC59918.1	CCC27324.1
OG0001100	AMC59919.1	CCC27325.1
OG0001101	AMC59922.1	CCC27328.1
OG0001102	AMC59933.1	CCC27338.1
OG0001103	AMC59934.1	CCC27339.1
OG0001104	AMC59935.1	CCC27340.1
OG0001105	AMC59939.1	CCC27344.1
OG0001106	AMC59960.1	CCC27365.1
OG0001107	AMC59965.1	CCC27371.1
OG0001108	AMC59996.1	CCC27398.1
OG0001109	AMC59997.1	CCC27399.1
OG0001110	AMC59998.1	CCC27400.1
OG0001111	AMC60005.1	CCC27407.1
OG0001112	AMC60006.1	CCC27408.1
OG0001113	AMC60016.1	CCC27417.1
OG0001114	AMC60017.1	CCC27418.1
OG0001115	AMC60024.1	CCC27425.1
OG0001116	AMC60025.1	CCC27426.1
OG0001117	AMC60026.1	CCC27427.1
OG0001118	AMC60040.1	CCC27441.1
OG0001119	AMC60041.1	CCC27442.1
OG0001120	AMC60044.1	CCC27445.1
OG0001121	AMC60045.1	CCC27446.1
OG0001122	AMC60048.1	CCC27448.1
OG0001123	AMC60051.1	CCC27451.1
OG0001124	AMC60052.1	CCC27452.1
OG0001125	AMC60056.1	CCC27456.1
OG0001126	AMC60057.1	CCC27457.1
OG0001127	AMC60059.1	CCC27458.1
OG0001128	AMC60068.1	CCC27466.1
OG0001129	AMC60069.1	CCC27467.1
OG0001130	AMC60079.1	CCC27475.1
OG0001131	AMC60081.1	CCC27476.1
OG0001132	AMC60090.1	CCC27484.1
OG0001133	AMC60091.1	CCC27486.1
OG0001134	AMC60092.1	CCC27487.1
OG0001135	AMC60094.1	CCC27489.1
OG0001136	AMC60098.1	CCC27494.1
OG0001137	AMC60099.1	CCC27495.1
OG0001138	AMC60100.1	CCC27496.1
OG0001139	AMC60101.1	CCC27497.1
OG0001140	AMC60102.1	CCC27498.1
OG0001141	AMC60109.1	CCC27504.1
OG0001142	AMC60110.1	CCC27505.1
OG0001143	AMC60111.1	CCC27506.1
OG0001144	AMC60118.1	CCC27512.1
OG0001145	AMC60121.1	CCC27514.1
OG0001146	AMC60128.1	CCC27521.1
OG0001147	AMC60129.1	CCC27522.1
OG0001148	AMC60131.1	CCC27524.1
OG0001149	AMC60133.1	CCC27526.1
OG0001150	AMC60134.1	CCC27527.1
OG0001151	AMC60135.1	CCC27528.1
OG0001152	AMC60136.1	CCC27529.1
OG0001153	AMC60139.1	CCC27531.1
OG0001154	AMC60140.1	CCC27532.1
OG0001155	AMC60141.1	CCC27533.1
OG0001156	AMC60142.1	CCC27534.1
OG0001157	AMC60143.1	CCC27535.1
OG0001158	AMC60150.1	CCC27544.1
OG0001159	AMC60151.1	CCC27545.1
OG0001160	AMC60153.1	CCC27547.1
OG0001161	AMC60154.1	CCC27548.1
OG0001162	AMC60155.1	CCC27549.1
OG0001163	AMC60158.1	CCC27552.1
OG0001164	AMC60159.1	CCC27553.1
OG0001165	AMC60160.1	CCC27554.1
OG0001166	AMC60162.1	CCC27555.1
OG0001167	AMC60165.1	CCC27557.1
OG0001168	AMC60171.1	CCC27563.1
OG0001169	AMC60172.1	CCC27564.1
OG0001170	AMC60174.1	CCC27567.1
OG0001171	AMC60175.1	CCC27568.1
OG0001172	AMC60176.1	CCC27569.1
OG0001173	AMC60194.1	CCC27581.1
OG0001174	AMC60195.1	CCC27582.1
OG0001175	AMC60702.1, AMC60199.1	CCC27586.1
OG0001176	AMC60206.1	CCC27592.1
OG0001177	AMC60207.1	CCC27593.1
OG0001178	AMC60208.1	CCC27594.1
OG0001179	AMC60210.1	CCC27596.1
OG0001180	AMC60221.1	CCC27605.1
OG0001181	AMC60222.1	CCC27606.1
OG0001182	AMC60223.1	CCC27607.1
OG0001183	AMC60224.1	CCC27608.1
OG0001184	AMC60226.1	CCC27609.1
OG0001185	AMC60235.1	CCC27617.1
OG0001186	AMC60237.1	CCC27619.1
OG0001187	AMC60238.1	CCC27620.1
OG0001188	AMC60239.1	CCC27621.1
OG0001189	AMC60240.1	CCC27622.1
OG0001190	AMC60241.1	CCC27623.1
OG0001191	AMC60242.1	CCC27624.1
OG0001192	AMC60243.1	CCC27625.1
OG0001193	AMC60245.1	CCC27626.1
OG0001194	AMC60258.1	CCC27639.1
OG0001195	AMC60259.1	CCC27640.1
OG0001196	AMC60260.1	CCC27641.1
OG0001197	AMC60261.1	CCC27642.1
OG0001198	AMC60265.1	CCC27646.1
OG0001199	AMC60268.1	CCC27648.1, CCC27649.1
OG0001200	AMC60273.1	CCC27654.1
OG0001201	AMC60275.1	CCC27656.1
OG0001202	AMC60277.1	CCC27658.1
OG0001203	AMC60278.1	CCC27659.1
OG0001204	AMC60279.1	CCC27660.1
OG0001205	AMC60282.1	CCC27663.1
OG0001206	AMC60286.1	CCC27667.1
OG0001207	AMC60287.1	CCC27668.1
OG0001208	AMC60290.1	CCC27670.1
OG0001209	AMC60292.1	CCC27672.1
OG0001210	AMC60293.1	CCC27673.1
OG0001211	AMC60294.1	CCC27674.1
OG0001212	AMC60296.1	CCC27675.1
OG0001213	AMC60297.1	CCC27676.1
OG0001214	AMC60298.1	CCC27677.1
OG0001215	AMC60300.1	CCC27679.1
OG0001216	AMC60301.1	CCC27680.1
OG0001217	AMC60302.1	CCC27681.1
OG0001218	AMC60311.1	CCC27691.1
OG0001219	AMC60312.1	CCC27692.1
OG0001220	AMC60313.1	CCC27693.1
OG0001221	AMC60314.1	CCC27694.1
OG0001222	AMC60317.1	CCC27697.1
OG0001223	AMC60318.1	CCC27698.1
OG0001224	AMC60319.1	CCC27699.1
OG0001225	AMC60320.1	CCC27700.1
OG0001226	AMC60321.1	CCC27701.1
OG0001227	AMC60322.1	CCC27702.1
OG0001228	AMC60350.1	CCC27726.1
OG0001229	AMC60383.1	CCC27746.1
OG0001230	AMC60384.1	CCC27747.1
OG0001231	AMC60387.1	CCC27750.1
OG0001232	AMC60388.1	CCC27751.1
OG0001233	AMC60390.1	CCC27752.1
OG0001234	AMC60392.1	CCC27754.1
OG0001235	AMC60393.1	CCC27755.1
OG0001236	AMC60395.1	CCC27757.1
OG0001237	AMC60407.1	CCC27769.1
OG0001238	AMC60408.1	CCC27770.1
OG0001239	AMC60409.1	CCC27771.1
OG0001240	AMC60410.1	CCC27772.1
OG0001241	AMC60412.1	CCC27774.1
OG0001242	AMC60413.1	CCC27775.1
OG0001243	AMC60414.1	CCC27776.1
OG0001244	AMC60415.1	CCC27777.1
OG0001245	AMC60419.1	CCC27781.1
OG0001246	AMC60420.1	CCC27782.1
OG0001247	AMC60421.1	CCC27783.1
OG0001248	AMC60422.1	CCC27784.1
OG0001249	AMC60426.1	CCC27788.1
OG0001250	AMC60429.1	CCC27791.1
OG0001251	AMC60430.1	CCC27792.1
OG0001252	AMC60431.1	CCC27793.1
OG0001253	AMC60432.1	CCC27794.1
OG0001254	AMC60433.1	CCC27795.1
OG0001255	AMC60436.1	CCC27798.1
OG0001256	AMC60437.1	CCC27799.1
OG0001257	AMC60438.1	CCC27800.1
OG0001258	AMC60439.1	CCC27801.1
OG0001259	AMC60440.1	CCC27802.1
OG0001260	AMC60444.1	CCC27806.1
OG0001261	AMC60445.1	CCC27807.1
OG0001262	AMC60448.1	CCC27810.1
OG0001263	AMC60449.1	CCC27811.1
OG0001264	AMC60450.1	CCC27813.1
OG0001265	AMC60451.1	CCC27814.1
OG0001266	AMC60452.1	CCC27815.1
OG0001267	AMC60459.1	CCC27821.1
OG0001268	AMC60460.1	CCC27822.1
OG0001269	AMC60465.1	CCC27827.1
OG0001270	AMC60466.1	CCC27828.1
OG0001271	AMC60467.1	CCC27829.1
OG0001272	AMC60475.1	CCC27838.1
OG0001273	AMC60476.1	CCC27839.1
OG0001274	AMC60483.1	CCC27846.1
OG0001275	AMC60485.1	CCC27847.1
OG0001276	AMC60489.1	CCC27851.1
OG0001277	AMC60490.1	CCC27852.1
OG0001278	AMC60496.1	CCC27857.1
OG0001279	AMC60497.1	CCC27858.1
OG0001280	AMC60499.1	CCC27860.1
OG0001281	AMC60500.1	CCC27861.1
OG0001282	AMC60507.1	CCC27868.1
OG0001283	AMC60508.1	CCC27869.1
OG0001284	AMC60509.1	CCC27870.1
OG0001285	AMC60557.1	CCC27913.1
OG0001286	AMC60558.1	CCC27914.1
OG0001287	AMC60559.1	CCC27916.1
OG0001288	AMC60561.1	CCC27918.1
OG0001289	AMC60562.1	CCC27919.1
OG0001290	AMC60574.1	CCC27930.1
OG0001291	AMC60580.1	CCC27934.1
OG0001292	AMC60583.1	CCC27936.1
OG0001293	AMC60586.1	CCC27939.1
OG0001294	AMC60590.1	CCC27943.1
OG0001295	AMC60591.1	CCC27944.1
OG0001296	AMC60592.1	CCC27945.1
OG0001297	AMC60602.1	CCC27955.1
OG0001298	AMC60603.1	CCC27956.1
OG0001299	AMC60604.1	CCC27957.1
OG0001300	AMC60609.1	CCC27962.1
OG0001301	AMC60610.1	CCC27963.1
OG0001302	AMC60611.1	CCC27964.1
OG0001303	AMC60616.1	CCC27968.1
OG0001304	AMC60617.1	CCC27969.1
OG0001305	AMC60619.1	CCC27971.1
OG0001306	AMC60620.1	CCC27972.1
OG0001307	AMC60623.1	CCC27975.1
OG0001308	AMC60624.1	CCC27976.1
OG0001309	AMC60625.1	CCC27977.1
OG0001310	AMC60626.1	CCC27978.1
OG0001311	AMC60628.1	CCC27980.1
OG0001312	AMC60629.1	CCC27981.1
OG0001313	AMC60630.1	CCC27982.1
OG0001314	AMC60631.1	CCC27983.1
OG0001315	AMC60632.1	CCC27984.1
OG0001316	AMC60635.1	CCC27987.1
OG0001317	AMC60639.1	CCC27990.1
OG0001318	AMC60640.1	CCC27991.1
OG0001319	AMC60644.1	CCC27994.1
OG0001320	AMC60645.1	CCC27995.1
OG0001321	AMC60646.1	CCC27996.1
OG0001322	AMC60649.1	CCC27999.1
OG0001323	AMC60650.1	CCC28000.1
OG0001324	AMC60651.1	CCC28001.1
OG0001325	AMC60652.1	CCC28002.1
OG0001326	AMC60662.1	CCC28011.1
OG0001327	AMC60680.1	CCC28026.1
OG0001328	AMC60699.1	CCC28040.1
OG0001329	AMC60700.1	CCC28041.1
OG0001330	AMC60703.1	CCC28043.1
OG0001331	AMC60704.1	CCC28044.1
OG0001332	AMC60708.1	CCC28049.1
OG0001333	AMC60711.1	CCC28051.1
OG0001334	AMC60712.1	CCC28052.1
OG0001335	AMC60715.1	CCC28055.1
OG0001336	AMC60719.1	CCC28058.1
OG0001337	AMC60720.1	CCC28059.1
OG0001338	AMC60721.1	CCC28060.1
OG0001339	AMC60722.1	CCC28061.1
OG0001340	AMC60725.1	CCC28064.1
OG0001341	AMC60728.1	CCC28067.1
OG0001342	AMC60729.1	CCC28068.1
OG0001343	AMC60740.1	CCC28077.1
OG0001344	AMC60741.1	CCC28078.1
OG0001345	AMC60744.1	CCC28081.1
OG0001346	AMC60745.1	CCC28082.1
OG0001347	AMC60748.1	CCC28085.1
OG0001348	AMC60749.1	CCC28086.1
OG0001349	AMC60750.1	CCC28087.1
OG0001350	AMC60751.1	CCC28088.1
OG0001351	AMC60753.1	CCC28089.1
OG0001352	AMC60755.1	CCC28091.1
OG0001353	AMC60761.1	CCC28101.1
OG0001354	AMC60762.1	CCC28102.1
OG0001355	AMC60765.1	CCC28105.1
OG0001356	AMC60766.1	CCC28106.1
OG0001357	AMC60767.1	CCC28107.1
OG0001358	AMC60768.1	CCC28108.1
OG0001359	AMC60769.1	CCC28109.1
OG0001360	AMC60772.1	CCC28111.1
OG0001361	AMC60773.1	CCC28112.1
OG0001362	AMC60776.1	CCC28115.1
OG0001363	AMC60779.1	CCC28118.1
OG0001364	AMC60780.1	CCC28119.1
OG0001365	AMC60781.1	CCC28120.1
OG0001366	AMC60782.1	CCC28121.1
OG0001367	AMC60788.1	CCC28127.1
OG0001368	AMC60789.1	CCC28128.1
OG0001369	AMC60790.1	CCC28129.1
OG0001370	AMC60791.1	CCC28130.1
OG0001371	AMC60795.1	CCC28134.1
OG0001372	AMC57730.1, AMC60828.1	CCC28166.1
OG0001373	AMC60838.1	CCC28173.1
OG0001374	AMC60843.1	CCC28177.1
OG0001375	AMC60844.1	CCC28178.1
OG0001376	AMC60848.1	CCC28182.1
OG0001377	AMC60849.1	CCC28183.1
OG0001378	AMC60876.1	CCC28207.1
OG0001379	AMC60878.1	CCC28209.1
OG0001380	AMC60885.1	CCC28215.1
OG0001381	AMC60887.1	CCC28217.1
OG0001382	AMC60888.1	CCC28218.1
OG0001383	AMC60898.1	CCC28228.1
OG0001384	AMC60899.1, AMC60900.1	CCC28229.1
OG0001385	AMC60902.1	CCC28231.1
OG0001386	AMC60919.1	CCC28248.1
OG0001387	AMC60920.1	CCC28249.1
OG0001388	AMC60942.1	CCC28266.1
OG0001389	AMC60946.1	CCC28269.1
OG0001390	AMC60947.1	CCC28270.1
OG0001391	AMC60950.1	CCC28273.1
OG0001392	AMC60951.1	CCC28274.1
OG0001393	AMC60953.1	CCC28275.1
OG0001394	AMC60964.1	CCC28283.1
OG0001395	AMC60965.1	CCC28284.1
OG0001396	AMC60966.1	CCC28285.1
OG0001397	AMC60967.1	CCC28286.1
OG0001398	AMC60968.1	CCC28287.1
OG0001399	AMC60970.1	CCC28288.1
OG0001400	AMC60973.1	CCC28291.1
OG0001401	AMC60976.1	CCC28294.1
OG0001402	AMC60978.1	CCC28296.1
OG0001403	AMC60981.1	CCC28298.1
OG0001404	AMC60982.1	CCC28299.1
OG0001405	AMC60983.1	CCC28300.1
OG0001406	AMC60990.1	CCC28308.1
OG0001407	AMC60991.1	CCC28309.1
OG0001408	AMC60992.1	CCC28310.1
OG0001409	AMC60994.1	CCC28312.1
OG0001410	AMC60999.1	CCC28317.1
OG0001411	AMC61000.1	CCC28318.1
OG0001412	AMC61003.1	CCC28321.1
OG0001413	AMC61004.1	CCC28322.1
OG0001414	AMC61005.1	CCC28323.1
OG0001415	AMC61007.1	CCC28325.1
OG0001416	AMC61008.1	CCC28326.1
OG0001417	AMC61009.1	CCC28327.1
OG0001418	AMC61010.1	CCC28328.1
OG0001419	AMC61011.1	CCC28329.1
OG0001420	AMC61018.1	CCC28336.1
OG0001421	AMC61019.1	CCC28337.1
OG0001422	AMC61020.1	CCC28338.1
OG0001423	AMC61021.1	CCC28340.1
OG0001424	AMC61022.1	CCC28341.1
OG0001425	AMC61023.1	CCC28342.1
OG0001426	AMC61024.1	CCC28343.1
OG0001427	AMC61026.1	CCC28344.1
OG0001428	AMC61027.1	CCC28345.1
OG0001429	AMC61028.1	CCC28346.1
OG0001430	AMC61029.1	CCC28347.1
OG0001431	AMC61030.1	CCC28348.1
OG0001432	AMC61032.1	CCC28350.1
OG0001433	AMC61038.1	CCC28355.1
OG0001434	AMC61040.1	CCC28356.1
OG0001435	AMC61042.1	CCC28357.1
OG0001436	AMC61043.1	CCC28358.1
OG0001437	AMC61044.1	CCC28359.1
OG0001438	AMC61045.1	CCC28360.1
OG0001439	AMC61046.1	CCC28361.1
OG0001440	AMC61048.1	CCC28363.1
OG0001441	AMC61049.1	CCC28364.1
OG0001442	AMC61053.1	CCC28367.1
OG0001443	AMC61058.1	CCC28372.1
OG0001444	AMC61062.1	CCC28376.1
OG0001445	AMC61066.1	CCC28379.1
OG0001446	AMC61069.1	CCC28382.1
OG0001447	AMC61081.1	CCC28393.1
OG0001448	AMC61082.1	CCC28394.1
OG0001449	AMC61088.1	CCC28400.1
OG0001450	AMC61089.1	CCC28401.1
OG0001451	AMC61103.1	CCC28416.1
OG0001452	AMC61108.1	CCC28420.1
OG0001453	AMC61110.1	CCC28421.1
OG0001454	AMC61111.1	CCC28422.1
OG0001455	AMC61117.1	CCC28426.1
OG0001456	AMC61671.1	CCC28432.1, CCC28928.1
OG0001457	AMC61128.1	CCC28438.1
OG0001458	AMC61130.1	CCC28440.1
OG0001459	AMC61140.1	CCC28450.1
OG0001460	AMC61147.1	CCC28456.1
OG0001461	AMC61167.1	CCC28472.1
OG0001462	AMC61174.1	CCC28479.1
OG0001463	AMC61178.1	CCC28483.1
OG0001464	AMC61179.1	CCC28484.1
OG0001465	AMC61189.1	CCC28492.1
OG0001466	AMC61190.1	CCC28493.1
OG0001467	AMC61191.1	CCC28494.1
OG0001468	AMC61192.1	CCC28495.1
OG0001469	AMC61195.1	CCC28498.1
OG0001470	AMC61196.1	CCC28499.1
OG0001471	AMC61198.1	CCC28501.1
OG0001472	AMC61199.1	CCC28502.1
OG0001473	AMC61201.1	CCC28504.1
OG0001474	AMC61202.1	CCC28505.1
OG0001475	AMC61203.1	CCC28506.1
OG0001476	AMC61222.1	CCC28517.1
OG0001477	AMC61225.1	CCC28520.1
OG0001478	AMC61227.1	CCC28522.1
OG0001479	AMC61230.1	CCC28525.1
OG0001480	AMC61231.1	CCC28526.1
OG0001481	AMC61232.1	CCC28527.1
OG0001482	AMC61233.1	CCC28528.1
OG0001483	AMC61243.1	CCC28539.1
OG0001484	AMC61244.1	CCC28540.1
OG0001485	AMC61245.1	CCC28541.1
OG0001486	AMC61246.1	CCC28542.1
OG0001487	AMC61247.1	CCC28543.1
OG0001488	AMC61248.1	CCC28544.1
OG0001489	AMC61249.1	CCC28546.1
OG0001490	AMC61251.1	CCC28548.1
OG0001491	AMC61260.1	CCC28557.1
OG0001492	AMC61266.1	CCC28563.1
OG0001493	AMC61275.1	CCC28572.1
OG0001494	AMC61290.1	CCC28587.1
OG0001495	AMC61299.1	CCC28591.1
OG0001496	AMC61300.1	CCC28592.1
OG0001497	AMC61322.1	CCC28601.1
OG0001498	AMC61339.1	CCC28617.1
OG0001499	AMC61352.1	CCC28630.1
OG0001500	AMC61356.1	CCC28634.1
OG0001501	AMC61378.1	CCC28656.1
OG0001502	AMC61384.1	CCC28661.1
OG0001503	AMC61385.1	CCC28662.1
OG0001504	AMC61386.1	CCC28663.1
OG0001505	AMC61387.1	CCC28664.1
OG0001506	AMC61388.1	CCC28665.1
OG0001507	AMC61389.1	CCC28666.1
OG0001508	AMC61390.1	CCC28667.1
OG0001509	AMC61393.1	CCC28669.1
OG0001510	AMC61394.1	CCC28670.1
OG0001511	AMC61395.1	CCC28671.1
OG0001512	AMC61398.1	CCC28673.1
OG0001513	AMC61399.1	CCC28674.1
OG0001514	AMC61400.1	CCC28675.1
OG0001515	AMC61403.1	CCC28678.1
OG0001516	AMC61404.1	CCC28679.1
OG0001517	AMC61405.1	CCC28680.1
OG0001518	AMC61406.1	CCC28682.1
OG0001519	AMC61407.1	CCC28683.1
OG0001520	AMC61408.1	CCC28684.1
OG0001521	AMC61409.1	CCC28685.1
OG0001522	AMC61410.1	CCC28686.1
OG0001523	AMC61411.1	CCC28687.1
OG0001524	AMC61412.1	CCC28688.1
OG0001525	AMC61413.1	CCC28689.1
OG0001526	AMC61414.1	CCC28690.1
OG0001527	AMC61415.1	CCC28691.1
OG0001528	AMC61416.1	CCC28692.1
OG0001529	AMC61422.1	CCC28947.1, CCC28698.1
OG0001530	AMC61424.1	CCC28700.1
OG0001531	AMC61425.1	CCC28701.1
OG0001532	AMC61427.1	CCC28703.1
OG0001533	AMC61428.1	CCC28704.1
OG0001534	AMC61429.1	CCC28705.1
OG0001535	AMC61431.1	CCC28707.1
OG0001536	AMC61432.1	CCC28708.1
OG0001537	AMC61435.1	CCC28711.1
OG0001538	AMC61444.1	CCC28720.1
OG0001539	AMC61446.1	CCC28722.1
OG0001540	AMC61447.1	CCC28723.1
OG0001541	AMC61465.1	CCC28738.1
OG0001542	AMC61466.1	CCC28739.1
OG0001543	AMC61467.1	CCC28740.1
OG0001544	AMC61468.1	CCC28741.1
OG0001545	AMC61471.1	CCC28744.1
OG0001546	AMC61472.1	CCC28745.1
OG0001547	AMC61473.1	CCC28746.1
OG0001548	AMC61474.1	CCC28747.1
OG0001549	AMC61475.1	CCC28748.1
OG0001550	AMC61476.1	CCC28749.1
OG0001551	AMC61477.1	CCC28750.1
OG0001552	AMC61480.1	CCC28753.1
OG0001553	AMC61481.1	CCC28754.1
OG0001554	AMC61483.1	CCC28756.1
OG0001555	AMC61484.1	CCC28757.1
OG0001556	AMC61485.1	CCC28758.1
OG0001557	AMC61486.1	CCC28759.1
OG0001558	AMC61487.1	CCC28760.1
OG0001559	AMC61500.1	CCC28772.1
OG0001560	AMC61505.1	CCC28776.1
OG0001561	AMC61512.1	CCC28782.1
OG0001562	AMC61516.1	CCC28785.1
OG0001563	AMC61517.1	CCC28786.1
OG0001564	AMC61518.1	CCC28787.1
OG0001565	AMC61522.1	CCC28791.1
OG0001566	AMC61524.1	CCC28793.1
OG0001567	AMC61525.1	CCC28794.1
OG0001568	AMC61527.1	CCC28796.1
OG0001569	AMC61528.1	CCC28797.1
OG0001570	AMC61529.1	CCC28798.1
OG0001571	AMC61531.1	CCC28799.1
OG0001572	AMC61532.1	CCC28800.1
OG0001573	AMC61533.1	CCC28801.1
OG0001574	AMC61545.1	CCC28811.1
OG0001575	AMC61564.1	CCC28834.1
OG0001576	AMC61565.1	CCC28835.1
OG0001577	AMC61566.1	CCC28836.1
OG0001578	AMC61587.1	CCC28856.1
OG0001579	AMC61589.1	CCC28858.1
OG0001580	AMC61590.1	CCC28859.1
OG0001581	AMC61593.1	CCC28861.1
OG0001582	AMC61594.1	CCC28862.1
OG0001583	AMC61595.1	CCC28863.1
OG0001584	AMC61596.1	CCC28864.1
OG0001585	AMC61597.1	CCC28865.1
OG0001586	AMC61598.1	CCC28866.1
OG0001587	AMC61599.1	CCC28867.1
OG0001588	AMC61605.1	CCC28873.1
OG0001589	AMC61606.1	CCC28874.1
OG0001590	AMC61608.1	CCC28876.1
OG0001591	AMC61610.1	CCC28877.1
OG0001592	AMC61612.1	CCC28878.1
OG0001593	AMC61613.1	CCC28879.1
OG0001594	AMC61622.1	CCC28885.1
OG0001595	AMC61623.1	CCC28886.1
OG0001596	AMC61624.1	CCC28887.1
OG0001597	AMC61626.1	CCC28889.1
OG0001598	AMC61627.1	CCC28890.1
OG0001599	AMC61628.1	CCC28891.1
OG0001600	AMC61629.1	CCC28892.1
OG0001601	AMC61630.1	CCC28893.1
OG0001602	AMC61631.1	CCC28894.1
OG0001603	AMC61636.1	CCC28897.1
OG0001604	AMC61639.1	CCC28900.1
OG0001605	AMC61645.1	CCC28905.1
OG0001606	AMC61654.1	CCC28913.1
OG0001607	AMC61659.1	CCC28918.1
OG0001608	AMC61660.1	CCC28919.1
OG0001609	AMC61662.1	CCC28921.1
OG0001610	AMC61663.1	CCC28922.1
OG0001611	AMC61667.1	CCC28926.1
OG0001612	AMC61668.1	CCC28927.1
OG0001613	AMC61672.1	CCC28929.1
OG0001614	AMC61676.1	CCC28930.1
OG0001615	AMC61677.1	CCC28931.1
OG0001616	AMC61679.1	CCC28933.1
OG0001617	AMC61680.1	CCC28934.1
OG0001618	AMC61682.1	CCC28936.1
OG0001619	AMC61683.1	CCC28937.1
OG0001620	AMC61684.1	CCC28938.1
OG0001621	AMC61689.1	CCC28942.1
OG0001622	AMC61690.1	CCC28943.1
OG0001623	AMC61719.1	CCC28979.1
OG0001624	AMC61731.1	CCC28990.1
OG0001625	AMC61732.1	CCC28991.1
OG0001626	AMC61733.1	CCC28992.1
OG0001627	AMC61737.1	CCC28993.1
OG0001628	AMC61740.1	CCC28996.1
OG0001629	AMC61742.1	CCC28998.1
OG0001630	AMC61743.1	CCC28999.1
OG0001631	AMC61744.1	CCC29000.1
OG0001632	AMC61745.1	CCC29001.1
OG0001633	AMC61746.1	CCC29002.1
OG0001634	AMC61747.1	CCC29003.1
OG0001635	AMC61748.1	CCC29004.1
OG0001653	AMC57439.1	CCC25082.1
OG0001654	AMC57442.1	CCC25084.1
OG0001655	AMC57444.1	CCC25086.1
OG0001656	AMC57456.1	CCC25096.1
OG0001657	AMC57457.1	CCC25097.1
OG0001658	AMC57460.1	CCC25099.1
OG0001659	AMC57461.1	CCC25100.1
OG0001660	AMC57462.1	CCC25101.1
OG0001661	AMC57463.1	CCC25102.1
OG0001662	AMC57465.1	CCC25103.1
OG0001663	AMC57466.1	CCC25104.1
OG0001664	AMC57472.1	CCC25110.1
OG0001665	AMC57473.1	CCC25111.1
OG0001667	AMC57479.1	CCC25117.1
OG0001668	AMC57481.1	CCC25119.1
OG0001669	AMC57484.1	CCC25122.1
OG0001670	AMC57488.1	CCC25126.1
OG0001671	AMC57498.1	CCC25136.1
OG0001672	AMC57499.1	CCC25137.1
OG0001673	AMC57508.1	CCC25143.1
OG0001674	AMC57516.1	CCC25150.1
OG0001675	AMC57517.1	CCC25151.1
OG0001676	AMC57537.1	CCC25168.1
OG0001677	AMC59315.1, AMC58694.1, AMC57539.1	CCC25170.1
OG0001678	AMC57540.1	CCC25171.1
OG0001679	AMC57541.1	CCC25172.1
OG0001680	AMC57542.1	CCC25173.1
OG0001681	AMC57543.1	CCC25174.1
OG0001682	AMC57544.1	CCC25175.1
OG0001683	AMC57553.1	CCC25183.1
OG0001684	AMC57558.1	CCC25188.1
OG0001685	AMC57564.1	CCC25193.1
OG0001686	AMC57566.1	CCC25195.1
OG0001687	AMC57567.1	CCC25196.1
OG0001688	AMC57573.1	CCC25200.1
OG0001689	AMC57574.1	CCC25201.1
OG0001690	AMC57575.1	CCC25202.1
OG0001691	AMC57577.1	CCC25204.1
OG0001692	AMC57579.1	CCC25206.1
OG0001693	AMC57580.1	CCC25207.1
OG0001694	AMC57582.1	CCC25209.1
OG0001695	AMC57587.1	CCC25213.1
OG0001696	AMC57589.1	CCC25215.1
OG0001697	AMC57590.1	CCC25216.1
OG0001698	AMC57591.1	CCC25217.1
OG0001699	AMC57592.1	CCC25218.1
OG0001700	AMC57593.1	CCC25219.1
OG0001701	AMC57602.1	CCC25227.1
OG0001702	AMC57603.1	CCC25228.1
OG0001703	AMC57608.1	CCC25232.1
OG0001704	AMC57612.1	CCC25236.1
