HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N2.HOG0001849	OG0001596	n0		CCC28887.1		ALV12671.1	AMC61624.1
N2.HOG0001850	OG0001597	n0		CCC28889.1		ALV12673.1	AMC61626.1
N2.HOG0001851	OG0001598	n0		CCC28890.1		ALV12674.1	AMC61627.1
N2.HOG0001852	OG0001599	n0		CCC28891.1		ALV12675.1	AMC61628.1
N2.HOG0001853	OG0001600	n0		CCC28892.1		ALV12676.1	AMC61629.1
N2.HOG0001854	OG0001601	n0		CCC28893.1		ALV13236.1	AMC61630.1
N2.HOG0001855	OG0001602	n0		CCC28894.1		ALV13237.1	AMC61631.1
N2.HOG0001856	OG0001603	n0		CCC28897.1		ALV12679.1	AMC61636.1
N2.HOG0001857	OG0001604	n0		CCC28900.1		ALV12682.1	AMC61639.1
N2.HOG0001858	OG0001605	n0		CCC28905.1		ALV13239.1	AMC61645.1
N2.HOG0001859	OG0001606	n0		CCC28913.1		ALV12693.1	AMC61654.1
N2.HOG0001860	OG0001607	n0		CCC28918.1		ALV12697.1	AMC61659.1
N2.HOG0001861	OG0001608	n0		CCC28919.1		ALV12698.1	AMC61660.1
N2.HOG0001862	OG0001609	n0		CCC28921.1		ALV12700.1	AMC61662.1
N2.HOG0001863	OG0001610	n0		CCC28922.1		ALV12701.1	AMC61663.1
N2.HOG0001864	OG0001611	n0		CCC28926.1		ALV13241.1	AMC61667.1
N2.HOG0001865	OG0001612	n0		CCC28927.1		ALV12705.1	AMC61668.1
N2.HOG0001866	OG0001613	n0		CCC28929.1		ALV12707.1	AMC61672.1
N2.HOG0001867	OG0001614	n0		CCC28930.1		ALV12709.1	AMC61676.1
N2.HOG0001868	OG0001615	n0		CCC28931.1		ALV12710.1	AMC61677.1
N2.HOG0001869	OG0001616	n0		CCC28933.1		ALV13242.1	AMC61679.1
N2.HOG0001870	OG0001617	n0		CCC28934.1		ALV12712.1	AMC61680.1
N2.HOG0001871	OG0001618	n0		CCC28936.1		ALV12714.1	AMC61682.1
N2.HOG0001872	OG0001619	n0		CCC28937.1		ALV12715.1	AMC61683.1
N2.HOG0001873	OG0001620	n0		CCC28938.1		ALV12716.1	AMC61684.1
N2.HOG0001874	OG0001621	n0		CCC28942.1		ALV12720.1	AMC61689.1
N2.HOG0001875	OG0001622	n0		CCC28943.1		ALV12721.1	AMC61690.1
N2.HOG0001876	OG0001623	n0		CCC28979.1		ALV12745.1	AMC61719.1
N2.HOG0001877	OG0001624	n0		CCC28990.1		ALV12751.1	AMC61731.1
N2.HOG0001878	OG0001625	n0		CCC28991.1		ALV12752.1	AMC61732.1
N2.HOG0001879	OG0001626	n0		CCC28992.1		ALV13247.1	AMC61733.1
N2.HOG0001880	OG0001627	n0		CCC28993.1		ALV12753.1	AMC61737.1
N2.HOG0001881	OG0001628	n0		CCC28996.1		ALV12756.1	AMC61740.1
N2.HOG0001882	OG0001629	n0		CCC28998.1		ALV12758.1	AMC61742.1
N2.HOG0001883	OG0001630	n0		CCC28999.1		ALV12759.1	AMC61743.1
N2.HOG0001884	OG0001631	n0		CCC29000.1		ALV12760.1	AMC61744.1
N2.HOG0001885	OG0001632	n0		CCC29001.1		ALV12761.1	AMC61745.1
N2.HOG0001886	OG0001633	n0		CCC29002.1		ALV12762.1	AMC61746.1
N2.HOG0001887	OG0001634	n0		CCC29003.1		ALV12763.1	AMC61747.1
N2.HOG0001888	OG0001635	n0		CCC29004.1		ALV12764.1	AMC61748.1
N2.HOG0001889	OG0001637	n0				ALV10006.1	AMC58300.1
N2.HOG0001890	OG0001649	n0				ALV13022.1	AMC59852.1, AMC59851.1
N2.HOG0001891	OG0001650	n0				ALV12238.1, ALV12221.1, ALV12255.1	AMC61071.1
N2.HOG0001892	OG0001652	n0				ALV11143.1	AMC59736.1, AMC59732.1
N2.HOG0001893	OG0001653	n0		CCC25082.1		ALV09288.1	AMC57439.1
N2.HOG0001894	OG0001654	n0		CCC25084.1			AMC57442.1
N2.HOG0001895	OG0001655	n0		CCC25086.1		ALV09291.1	AMC57444.1
N2.HOG0001896	OG0001656	n0		CCC25096.1		ALV09301.1	AMC57456.1
N2.HOG0001897	OG0001657	n0		CCC25097.1		ALV09302.1	AMC57457.1
N2.HOG0001898	OG0001658	n0		CCC25099.1		ALV09304.1	AMC57460.1
N2.HOG0001899	OG0001659	n0		CCC25100.1		ALV12768.1	AMC57461.1
N2.HOG0001900	OG0001660	n0		CCC25101.1		ALV09305.1	AMC57462.1
N2.HOG0001901	OG0001661	n0		CCC25102.1		ALV09306.1	AMC57463.1
N2.HOG0001902	OG0001662	n0		CCC25103.1		ALV09307.1	AMC57465.1
N2.HOG0001903	OG0001663	n0		CCC25104.1		ALV09308.1	AMC57466.1
N2.HOG0001904	OG0001664	n0		CCC25110.1		ALV12769.1	AMC57472.1
N2.HOG0001905	OG0001665	n0		CCC25111.1		ALV09314.1	AMC57473.1
N2.HOG0001906	OG0001666	n0		CCC25113.1		ALV09315.1	
N2.HOG0001907	OG0001667	n0		CCC25117.1		ALV09319.1	AMC57479.1
N2.HOG0001908	OG0001668	n0		CCC25119.1		ALV09321.1	AMC57481.1
N2.HOG0001909	OG0001669	n0		CCC25122.1		ALV09324.1	AMC57484.1
N2.HOG0001910	OG0001670	n0		CCC25126.1		ALV09328.1	AMC57488.1
N2.HOG0001911	OG0001671	n0		CCC25136.1		ALV09338.1	AMC57498.1
N2.HOG0001912	OG0001672	n0		CCC25137.1		ALV09339.1	AMC57499.1
N2.HOG0001913	OG0001673	n0		CCC25143.1		ALV09346.1	AMC57508.1
N2.HOG0001914	OG0001674	n0		CCC25150.1		ALV09353.1	AMC57516.1
N2.HOG0001915	OG0001675	n0		CCC25151.1		ALV12772.1	AMC57517.1
N2.HOG0001916	OG0001676	n0		CCC25168.1		ALV09368.1	AMC57537.1
N2.HOG0001917	OG0001677	n0		CCC25170.1			AMC59315.1, AMC58694.1, AMC57539.1
N2.HOG0001918	OG0001678	n0		CCC25171.1		ALV09370.1	AMC57540.1
N2.HOG0001919	OG0001679	n0		CCC25172.1		ALV09371.1	AMC57541.1
N2.HOG0001920	OG0001680	n0		CCC25173.1		ALV09372.1	AMC57542.1
N2.HOG0001921	OG0001681	n0		CCC25174.1		ALV12776.1	AMC57543.1
N2.HOG0001922	OG0001682	n0		CCC25175.1		ALV09373.1	AMC57544.1
N2.HOG0001923	OG0001683	n0		CCC25183.1		ALV09381.1	AMC57553.1
N2.HOG0001924	OG0001684	n0		CCC25188.1		ALV09385.1	AMC57558.1
N2.HOG0001925	OG0001685	n0		CCC25193.1		ALV12780.1	AMC57564.1
N2.HOG0001926	OG0001686	n0		CCC25195.1		ALV09389.1	AMC57566.1
N2.HOG0001927	OG0001687	n0		CCC25196.1		ALV09390.1	AMC57567.1
N2.HOG0001928	OG0001688	n0		CCC25200.1		ALV09395.1	AMC57573.1
N2.HOG0001929	OG0001689	n0		CCC25201.1		ALV09396.1	AMC57574.1
N2.HOG0001930	OG0001690	n0		CCC25202.1		ALV09397.1	AMC57575.1
N2.HOG0001931	OG0001691	n0		CCC25204.1		ALV09399.1	AMC57577.1
N2.HOG0001932	OG0001692	n0		CCC25206.1		ALV09401.1	AMC57579.1
N2.HOG0001933	OG0001693	n0		CCC25207.1		ALV09402.1	AMC57580.1
N2.HOG0001934	OG0001694	n0		CCC25209.1		ALV09403.1	AMC57582.1
N2.HOG0001935	OG0001695	n0		CCC25213.1		ALV09407.1	AMC57587.1
N2.HOG0001936	OG0001696	n0		CCC25215.1		ALV09409.1	AMC57589.1
N2.HOG0001937	OG0001697	n0		CCC25216.1		ALV12782.1	AMC57590.1
N2.HOG0001938	OG0001698	n0		CCC25217.1		ALV12783.1	AMC57591.1
N2.HOG0001939	OG0001699	n0		CCC25218.1		ALV09410.1	AMC57592.1
N2.HOG0001940	OG0001700	n0		CCC25219.1		ALV09411.1	AMC57593.1
N2.HOG0001941	OG0001701	n0		CCC25227.1		ALV09416.1	AMC57602.1
N2.HOG0001942	OG0001702	n0		CCC25228.1		ALV09417.1	AMC57603.1
N2.HOG0001943	OG0001703	n0		CCC25232.1		ALV09422.1	AMC57608.1
N2.HOG0001944	OG0001704	n0		CCC25236.1		ALV12789.1	AMC57612.1
N2.HOG0001945	OG0001705	n0		CCC25237.1		ALV09425.1	AMC57613.1
N2.HOG0001946	OG0001706	n0		CCC25252.1		ALV09440.1	AMC57630.1
N2.HOG0001947	OG0001707	n0		CCC25255.1		ALV12791.1	AMC57633.1
N2.HOG0001948	OG0001708	n0		CCC25260.1		ALV09448.1	AMC57640.1
N2.HOG0001949	OG0001709	n0		CCC25261.1		ALV09449.1	AMC57641.1
N2.HOG0001950	OG0001710	n0		CCC25264.1		ALV09452.1	AMC57645.1
N2.HOG0001951	OG0001711	n0		CCC25265.1		ALV09453.1	AMC57647.1
N2.HOG0001952	OG0001712	n0		CCC25271.1		ALV09457.1	AMC57655.1
N2.HOG0001953	OG0001713	n0		CCC25272.1		ALV09458.1	AMC57656.1
N2.HOG0001954	OG0001714	n0		CCC25274.1		ALV09459.1	AMC57658.1
N2.HOG0001955	OG0001715	n0		CCC25278.1		ALV09462.1	AMC57662.1
N2.HOG0001956	OG0001716	n0		CCC25282.1		ALV09466.1	AMC57666.1
N2.HOG0001957	OG0001717	n0		CCC25283.1		ALV09467.1	AMC57667.1
N2.HOG0001958	OG0001718	n0		CCC25293.1		ALV09476.1	AMC57678.1
N2.HOG0001959	OG0001719	n0		CCC25302.1		ALV09487.1	AMC57688.1
N2.HOG0001960	OG0001720	n0		CCC25303.1		ALV09488.1	AMC57689.1
N2.HOG0001961	OG0001721	n0		CCC25304.1		ALV09489.1	AMC57690.1
N2.HOG0001962	OG0001722	n0		CCC25305.1		ALV09490.1	AMC57691.1
N2.HOG0001963	OG0001723	n0		CCC25307.1		ALV09492.1	AMC57693.1
N2.HOG0001964	OG0001724	n0		CCC25309.1		ALV09494.1	AMC57695.1
N2.HOG0001965	OG0001725	n0		CCC25320.1		ALV09505.1	AMC57706.1
N2.HOG0001966	OG0001726	n0		CCC25321.1		ALV09506.1	AMC57707.1
N2.HOG0001967	OG0001727	n0		CCC25322.1		ALV09507.1	AMC57708.1
N2.HOG0001968	OG0001728	n0		CCC25324.1		ALV09509.1	AMC57710.1
N2.HOG0001969	OG0001729	n0		CCC25325.1		ALV12796.1	AMC57711.1
N2.HOG0001970	OG0001730	n0		CCC25326.1		ALV09510.1	AMC57712.1
N2.HOG0001971	OG0001731	n0		CCC25327.1		ALV09511.1	AMC57713.1
N2.HOG0001972	OG0001732	n0		CCC25328.1		ALV09512.1	AMC57714.1
N2.HOG0001973	OG0001733	n0		CCC25331.1		ALV09515.1	AMC57717.1
N2.HOG0001974	OG0001734	n0		CCC25332.1		ALV09516.1	AMC57718.1
N2.HOG0001975	OG0001735	n0		CCC25333.1		ALV09517.1	AMC57719.1
N2.HOG0001976	OG0001736	n0		CCC25335.1		ALV09519.1	AMC57721.1
N2.HOG0001977	OG0001737	n0		CCC25338.1		ALV09522.1	AMC57724.1
N2.HOG0001978	OG0001738	n0		CCC25342.1		ALV09526.1	AMC57728.1
N2.HOG0001979	OG0001739	n0		CCC25347.1		ALV09531.1	AMC57735.1
N2.HOG0001980	OG0001740	n0		CCC25348.1		ALV09532.1	AMC57736.1
N2.HOG0001981	OG0001741	n0		CCC25349.1		ALV09533.1	AMC57737.1
N2.HOG0001982	OG0001742	n0		CCC25367.1		ALV12797.1	AMC57762.1
N2.HOG0001983	OG0001743	n0		CCC25368.1		ALV09552.1	AMC57763.1
N2.HOG0001984	OG0001744	n0		CCC25369.1		ALV09553.1	AMC57764.1
N2.HOG0001985	OG0001745	n0		CCC25370.1		ALV12798.1	AMC57765.1
N2.HOG0001986	OG0001746	n0		CCC25380.1		ALV09563.1	AMC57777.1
N2.HOG0001987	OG0001747	n0		CCC25381.1		ALV09564.1	AMC57778.1
N2.HOG0001988	OG0001748	n0		CCC25386.1		ALV09569.1	AMC57783.1
N2.HOG0001989	OG0001749	n0		CCC25387.1		ALV09570.1	AMC57784.1
N2.HOG0001990	OG0001750	n0		CCC25388.1		ALV12799.1	AMC57785.1
N2.HOG0001991	OG0001751	n0		CCC25390.1		ALV12800.1	AMC57787.1
N2.HOG0001992	OG0001752	n0		CCC25406.1		ALV09586.1	AMC57801.1
N2.HOG0001993	OG0001753	n0		CCC25407.1		ALV12801.1	AMC57802.1
N2.HOG0001994	OG0001754	n0		CCC25418.1		ALV09595.1	AMC57816.1
N2.HOG0001995	OG0001755	n0		CCC25433.1		ALV09609.1	AMC57831.1
N2.HOG0001996	OG0001756	n0		CCC25437.1		ALV09613.1	AMC57835.1
N2.HOG0001997	OG0001757	n0		CCC25439.1		ALV09615.1	AMC57837.1
N2.HOG0001998	OG0001758	n0		CCC25440.1		ALV09616.1	AMC57838.1
N2.HOG0001999	OG0001759	n0		CCC25441.1		ALV09617.1	AMC57839.1
N2.HOG0002000	OG0001760	n0		CCC25451.1		ALV09626.1	AMC57850.1
N2.HOG0002001	OG0001761	n0		CCC25455.1		ALV09629.1	AMC57854.1
N2.HOG0002002	OG0001762	n0		CCC25459.1		ALV12806.1	AMC57858.1
N2.HOG0002003	OG0001763	n0		CCC25463.1		ALV09635.1	AMC57863.1
N2.HOG0002004	OG0001764	n0		CCC25472.1		ALV09644.1	AMC57875.1
N2.HOG0002005	OG0001765	n0		CCC25474.1		ALV09646.1	AMC57878.1
N2.HOG0002006	OG0001766	n0		CCC25482.1		ALV09654.1	AMC57886.1
N2.HOG0002007	OG0001767	n0		CCC25483.1		ALV09655.1	AMC57887.1
N2.HOG0002008	OG0001768	n0		CCC25486.1		ALV09658.1	AMC57890.1
N2.HOG0002009	OG0001769	n0		CCC25487.1		ALV09659.1	AMC57891.1
N2.HOG0002010	OG0001770	n0		CCC25493.1		ALV09665.1	AMC57897.1
N2.HOG0002011	OG0001771	n0		CCC25494.1		ALV09666.1	AMC57898.1
N2.HOG0002012	OG0001772	n0		CCC25495.1		ALV09667.1	AMC57899.1
N2.HOG0002013	OG0001773	n0		CCC25498.1		ALV09670.1	AMC57902.1
N2.HOG0002014	OG0001774	n0		CCC25501.1		ALV12808.1	AMC57905.1
N2.HOG0002015	OG0001775	n0		CCC25502.1		ALV09673.1	AMC57906.1
N2.HOG0002016	OG0001776	n0		CCC25508.1		ALV09679.1	AMC57912.1
N2.HOG0002017	OG0001777	n0		CCC25512.1		ALV09683.1	AMC57917.1
N2.HOG0002018	OG0001778	n0		CCC25515.1		ALV09686.1	AMC57920.1
N2.HOG0002019	OG0001779	n0		CCC25517.1		ALV09687.1	AMC57922.1
N2.HOG0002020	OG0001780	n0		CCC25526.1		ALV09696.1	AMC57931.1
N2.HOG0002021	OG0001781	n0		CCC25530.1		ALV09700.1	AMC57936.1
N2.HOG0002022	OG0001782	n0		CCC25532.1		ALV09702.1	AMC57937.1
N2.HOG0002023	OG0001783	n0		CCC25533.1		ALV09703.1	AMC57938.1
N2.HOG0002024	OG0001784	n0		CCC25534.1		ALV09704.1	AMC57939.1
N2.HOG0002025	OG0001785	n0		CCC25535.1		ALV12812.1	AMC57940.1
N2.HOG0002026	OG0001786	n0		CCC25536.1		ALV09705.1	AMC57941.1
N2.HOG0002027	OG0001787	n0		CCC25542.1		ALV09711.1	AMC57947.1
N2.HOG0002028	OG0001788	n0		CCC25549.1		ALV12814.1	AMC57954.1
N2.HOG0002029	OG0001789	n0		CCC25550.1		ALV09717.1	AMC57955.1
N2.HOG0002030	OG0001790	n0		CCC25560.1		ALV09725.1	AMC57965.1
N2.HOG0002031	OG0001791	n0		CCC25561.1		ALV09726.1	AMC57966.1
N2.HOG0002032	OG0001792	n0		CCC25568.1		ALV09729.1	AMC57974.1
N2.HOG0002033	OG0001793	n0		CCC25570.1		ALV09731.1	AMC57976.1
N2.HOG0002034	OG0001794	n0		CCC25576.1		ALV09736.1	AMC57983.1
N2.HOG0002035	OG0001795	n0		CCC25579.1		ALV09739.1	AMC57986.1
N2.HOG0002036	OG0001796	n0		CCC25587.1		ALV09746.1	AMC57995.1
N2.HOG0002037	OG0001797	n0		CCC25592.1		ALV09749.1	AMC58001.1
N2.HOG0002038	OG0001798	n0		CCC25595.1		ALV09751.1	AMC58004.1
N2.HOG0002039	OG0001799	n0		CCC25596.1		ALV09752.1	AMC58005.1
N2.HOG0002040	OG0001800	n0		CCC25597.1		ALV09753.1	AMC58006.1
N2.HOG0002041	OG0001801	n0		CCC25601.1		ALV09757.1	AMC58011.1
N2.HOG0002042	OG0001802	n0		CCC25602.1		ALV12826.1	AMC58012.1
N2.HOG0002043	OG0001803	n0		CCC25612.1		ALV09766.1	AMC58023.1
N2.HOG0002044	OG0001804	n0		CCC25614.1		ALV09768.1	AMC58025.1
N2.HOG0002045	OG0001805	n0		CCC25615.1		ALV09769.1	AMC58026.1
N2.HOG0002046	OG0001806	n0		CCC25616.1		ALV09770.1	AMC58027.1
N2.HOG0002047	OG0001807	n0		CCC25617.1		ALV09771.1	AMC58029.1
N2.HOG0002048	OG0001808	n0		CCC25618.1		ALV09772.1	AMC58031.1
N2.HOG0002049	OG0001809	n0		CCC25619.1		ALV09773.1	AMC58032.1
N2.HOG0002050	OG0001810	n0		CCC25620.1		ALV09774.1	AMC58034.1
N2.HOG0002051	OG0001811	n0		CCC25630.1		ALV09784.1	AMC58044.1
N2.HOG0002052	OG0001812	n0		CCC25631.1		ALV09785.1	AMC58045.1
N2.HOG0002053	OG0001813	n0		CCC25636.1		ALV09789.1	AMC58050.1
N2.HOG0002054	OG0001814	n0		CCC25639.1		ALV09792.1	AMC58053.1
N2.HOG0002055	OG0001815	n0		CCC25643.1		ALV12830.1	AMC58057.1
N2.HOG0002056	OG0001816	n0		CCC25644.1		ALV09796.1	AMC58058.1
N2.HOG0002057	OG0001817	n0		CCC25645.1		ALV09797.1	AMC58059.1
N2.HOG0002058	OG0001818	n0		CCC25658.1		ALV09808.1	AMC58078.1
N2.HOG0002059	OG0001819	n0		CCC25662.1		ALV09811.1	AMC58082.1
N2.HOG0002060	OG0001820	n0		CCC25663.1		ALV09812.1	AMC58083.1
N2.HOG0002061	OG0001821	n0		CCC25665.1		ALV09814.1	AMC58085.1
N2.HOG0002062	OG0001822	n0		CCC25681.1		ALV09828.1	AMC58102.1
N2.HOG0002063	OG0001823	n0		CCC25691.1		ALV09839.1	AMC58112.1
N2.HOG0002064	OG0001824	n0		CCC25698.1		ALV12838.1	AMC58119.1
N2.HOG0002065	OG0001825	n0		CCC25699.1		ALV09845.1	AMC58120.1
N2.HOG0002066	OG0001826	n0		CCC25704.1		ALV09850.1	AMC58125.1
N2.HOG0002067	OG0001827	n0		CCC25705.1		ALV09851.1	AMC58126.1
N2.HOG0002068	OG0001828	n0		CCC25706.1		ALV09852.1	AMC58127.1
N2.HOG0002069	OG0001829	n0		CCC25708.1		ALV09854.1	AMC58129.1
N2.HOG0002070	OG0001830	n0		CCC25710.1		ALV09855.1	AMC58131.1
N2.HOG0002071	OG0001831	n0		CCC25711.1		ALV09856.1	AMC58132.1
N2.HOG0002072	OG0001832	n0		CCC25712.1		ALV12840.1	AMC58133.1
N2.HOG0002073	OG0001833	n0		CCC25729.1		ALV09873.1	AMC58150.1
N2.HOG0002074	OG0001834	n0		CCC25730.1		ALV12841.1	AMC58151.1
N2.HOG0002075	OG0001835	n0		CCC25731.1		ALV09874.1	AMC58152.1
N2.HOG0002076	OG0001836	n0		CCC25734.1		ALV09877.1	AMC58156.1
N2.HOG0002077	OG0001837	n0		CCC25752.1		ALV09896.1	AMC58176.1
N2.HOG0002078	OG0001838	n0		CCC25753.1		ALV09897.1	AMC58177.1
N2.HOG0002079	OG0001839	n0		CCC25754.1		ALV09898.1	AMC58178.1
N2.HOG0002080	OG0001840	n0		CCC25755.1		ALV09899.1	AMC58179.1
N2.HOG0002081	OG0001841	n0		CCC25756.1		ALV09900.1	AMC58180.1
N2.HOG0002082	OG0001842	n0		CCC25761.1		ALV09904.1	AMC58186.1
N2.HOG0002083	OG0001843	n0		CCC25762.1		ALV09905.1	AMC58187.1
N2.HOG0002084	OG0001844	n0		CCC25767.1		ALV09909.1	AMC58192.1
N2.HOG0002085	OG0001845	n0		CCC25768.1		ALV09910.1	AMC58193.1
N2.HOG0002086	OG0001846	n0		CCC25769.1		ALV09911.1	AMC58194.1
N2.HOG0002087	OG0001847	n0		CCC25771.1		ALV09913.1	AMC58196.1
N2.HOG0002088	OG0001848	n0		CCC25772.1		ALV09914.1	AMC58197.1
N2.HOG0002089	OG0001849	n0		CCC25773.1		ALV09916.1	AMC58199.1
N2.HOG0002090	OG0001850	n0		CCC25774.1		ALV09917.1	AMC58200.1
N2.HOG0002091	OG0001851	n0		CCC25775.1		ALV09918.1	AMC58201.1
N2.HOG0002092	OG0001852	n0		CCC25776.1		ALV09919.1	AMC58202.1
N2.HOG0002093	OG0001853	n0		CCC25777.1		ALV09920.1	AMC58203.1
N2.HOG0002094	OG0001854	n0		CCC25778.1		ALV09921.1	AMC58204.1
N2.HOG0002095	OG0001855	n0		CCC25793.1		ALV09938.1	AMC58219.1
N2.HOG0002096	OG0001856	n0		CCC25809.1		ALV09953.1	AMC58235.1
N2.HOG0002097	OG0001857	n0		CCC25811.1		ALV09954.1	AMC58237.1
N2.HOG0002098	OG0001858	n0		CCC25817.1		ALV12846.1	AMC58243.1
N2.HOG0002099	OG0001859	n0		CCC25818.1		ALV09960.1	AMC58244.1
N2.HOG0002100	OG0001860	n0		CCC25819.1		ALV09961.1	AMC58245.1
N2.HOG0002101	OG0001861	n0		CCC25836.1		ALV09975.1	AMC58267.1
N2.HOG0002102	OG0001862	n0		CCC25837.1		ALV09976.1	AMC58268.1
N2.HOG0002103	OG0001863	n0		CCC25841.1		ALV09982.1	AMC58273.1
N2.HOG0002104	OG0001864	n0		CCC25846.1		ALV09987.1	AMC58278.1
N2.HOG0002105	OG0001865	n0		CCC25847.1		ALV09988.1	AMC58279.1
N2.HOG0002106	OG0001866	n0		CCC25848.1		ALV09989.1	AMC58280.1
N2.HOG0002107	OG0001867	n0		CCC25849.1		ALV09990.1	AMC58281.1
N2.HOG0002108	OG0001868	n0		CCC25853.1		ALV09993.1	AMC58285.1
N2.HOG0002109	OG0001869	n0		CCC25857.1		ALV09997.1	AMC58289.1
N2.HOG0002110	OG0001870	n0		CCC25859.1		ALV09999.1	AMC58291.1
N2.HOG0002111	OG0001871	n0		CCC25860.1		ALV10000.1	AMC58292.1
N2.HOG0002112	OG0001872	n0		CCC25862.1		ALV10002.1	AMC58295.1
N2.HOG0002113	OG0001873	n0		CCC25863.1		ALV10003.1	
N2.HOG0002114	OG0001874	n0		CCC25867.1		ALV10008.1	AMC58302.1
N2.HOG0002115	OG0001875	n0		CCC25869.1		ALV10011.1	AMC58305.1
N2.HOG0002116	OG0001876	n0		CCC25870.1		ALV10012.1	AMC58306.1
N2.HOG0002117	OG0001877	n0		CCC25873.1		ALV10015.1	AMC58309.1
N2.HOG0002118	OG0001878	n0		CCC25880.1		ALV10022.1	AMC58316.1
N2.HOG0002119	OG0001879	n0		CCC25881.1		ALV12851.1	AMC58317.1
N2.HOG0002120	OG0001880	n0		CCC25883.1		ALV10024.1	AMC58319.1
N2.HOG0002121	OG0001881	n0		CCC25886.1		ALV10027.1	AMC58323.1
N2.HOG0002122	OG0001882	n0		CCC25888.1		ALV10029.1	AMC58325.1
N2.HOG0002123	OG0001883	n0		CCC25894.1		ALV10034.1	AMC58333.1
N2.HOG0002124	OG0001884	n0		CCC25900.1		ALV12854.1	AMC58341.1
N2.HOG0002125	OG0001885	n0		CCC25904.1		ALV10041.1	AMC58345.1
N2.HOG0002126	OG0001886	n0		CCC25908.1		ALV12856.1	AMC58349.1
N2.HOG0002127	OG0001887	n0		CCC25909.1		ALV10044.1	AMC58350.1
N2.HOG0002128	OG0001888	n0		CCC25910.1		ALV12857.1	AMC58351.1
N2.HOG0002129	OG0001889	n0		CCC25916.1		ALV10050.1	AMC58358.1
N2.HOG0002130	OG0001890	n0		CCC25919.1		ALV10053.1	AMC58362.1
N2.HOG0002131	OG0001891	n0		CCC25921.1		ALV10055.1	AMC58364.1
N2.HOG0002132	OG0001892	n0		CCC25924.1		ALV10058.1	AMC58366.1
N2.HOG0002133	OG0001893	n0		CCC25926.1		ALV12859.1	AMC58368.1
N2.HOG0002134	OG0001894	n0		CCC25932.1		ALV10063.1	AMC58374.1
N2.HOG0002135	OG0001895	n0		CCC25933.1		ALV12862.1	AMC58375.1
N2.HOG0002136	OG0001896	n0		CCC25936.1		ALV10066.1	AMC58378.1
N2.HOG0002137	OG0001897	n0		CCC25939.1		ALV10067.1	AMC58381.1
N2.HOG0002138	OG0001898	n0		CCC25945.1		ALV10072.1	AMC58387.1
N2.HOG0002139	OG0001899	n0		CCC25946.1		ALV10073.1	AMC58388.1
N2.HOG0002140	OG0001900	n0		CCC25947.1		ALV10074.1	AMC58389.1
N2.HOG0002141	OG0001901	n0		CCC25949.1		ALV10076.1	AMC58391.1
N2.HOG0002142	OG0001902	n0		CCC25950.1		ALV10077.1	AMC58392.1
N2.HOG0002143	OG0001903	n0		CCC25951.1		ALV10078.1	AMC58393.1
N2.HOG0002144	OG0001904	n0		CCC25954.1		ALV10081.1	AMC58397.1
N2.HOG0002145	OG0001905	n0		CCC25962.1		ALV10089.1	AMC58406.1
N2.HOG0002146	OG0001906	n0		CCC25963.1		ALV10090.1	AMC58407.1
N2.HOG0002147	OG0001907	n0		CCC25968.1		ALV10095.1	AMC58412.1
N2.HOG0002148	OG0001908	n0		CCC25970.1		ALV10096.1	AMC58415.1
N2.HOG0002149	OG0001909	n0		CCC25978.1		ALV10103.1	AMC58426.1
N2.HOG0002150	OG0001910	n0		CCC25979.1		ALV10104.1	AMC58427.1
N2.HOG0002151	OG0001911	n0		CCC25985.1		ALV10109.1	AMC58433.1
N2.HOG0002152	OG0001912	n0		CCC25987.1		ALV12869.1	AMC58435.1
N2.HOG0002153	OG0001913	n0		CCC25989.1		ALV10112.1	AMC58437.1
N2.HOG0002154	OG0001914	n0		CCC26000.1		ALV10124.1, ALV11777.1	AMC58452.1
N2.HOG0002155	OG0001915	n0		CCC26004.1		ALV10128.1	AMC58456.1
N2.HOG0002156	OG0001916	n0		CCC26008.1		ALV10131.1	AMC58461.1
N2.HOG0002157	OG0001917	n0		CCC26018.1		ALV12874.1	AMC58472.1
N2.HOG0002158	OG0001918	n0		CCC26020.1		ALV10140.1	AMC58474.1
N2.HOG0002159	OG0001919	n0		CCC26024.1		ALV10143.1	AMC58477.1
N2.HOG0002160	OG0001920	n0		CCC26026.1		ALV12877.1	AMC58479.1
N2.HOG0002161	OG0001921	n0		CCC26034.1		ALV12879.1	AMC58486.1
N2.HOG0002162	OG0001922	n0		CCC26039.1		ALV10155.1	AMC58491.1
N2.HOG0002163	OG0001923	n0		CCC26040.1		ALV10156.1	AMC58492.1
N2.HOG0002164	OG0001924	n0		CCC26052.1		ALV10168.1	AMC58508.1
N2.HOG0002165	OG0001925	n0		CCC26054.1		ALV12881.1	AMC58510.1
N2.HOG0002166	OG0001926	n0		CCC26055.1		ALV10170.1	AMC58511.1
N2.HOG0002167	OG0001927	n0		CCC26056.1		ALV10171.1	AMC58512.1
N2.HOG0002168	OG0001928	n0		CCC26057.1		ALV10172.1	AMC58513.1
N2.HOG0002169	OG0001929	n0		CCC26072.1		ALV10186.1	AMC58533.1
N2.HOG0002170	OG0001930	n0		CCC26081.1		ALV12886.1	AMC58544.1
N2.HOG0002171	OG0001931	n0		CCC26082.1		ALV10194.1	AMC58545.1
N2.HOG0002172	OG0001932	n0		CCC26083.1		ALV10195.1	AMC58546.1
