HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N3.HOG0000777	OG0000544	n0		CCC25732.1		ALV09875.1	
N3.HOG0000778	OG0000545	n0		CCC25733.1		ALV09876.1	
N3.HOG0000779	OG0000546	n0		CCC25736.1		ALV09879.1	
N3.HOG0000780	OG0000547	n0		CCC25748.1		ALV09892.1	
N3.HOG0000781	OG0000548	n0		CCC25749.1		ALV09893.1	
N3.HOG0000782	OG0000549	n0		CCC25751.1		ALV09895.1	
N3.HOG0000783	OG0000550	n0		CCC25763.1		ALV09906.1	
N3.HOG0000784	OG0000551	n0		CCC25764.1		ALV09907.1	
N3.HOG0000785	OG0000552	n0		CCC25765.1		ALV12844.1	
N3.HOG0000786	OG0000553	n0		CCC25781.1		ALV09926.1	
N3.HOG0000787	OG0000554	n0		CCC25782.1		ALV09927.1	
N3.HOG0000788	OG0000555	n0		CCC25783.1		ALV09928.1	
N3.HOG0000789	OG0000556	n0		CCC25784.1		ALV09929.1	
N3.HOG0000790	OG0000557	n0		CCC25785.1		ALV09930.1	
N3.HOG0000791	OG0000558	n0		CCC25786.1		ALV09931.1	
N3.HOG0000792	OG0000559	n0		CCC25787.1		ALV09932.1	
N3.HOG0000793	OG0000560	n0		CCC25788.1		ALV09933.1	
N3.HOG0000794	OG0000561	n0		CCC25789.1		ALV09934.1	
N3.HOG0000795	OG0000562	n0		CCC25790.1		ALV09935.1	
N3.HOG0000796	OG0000563	n0		CCC25791.1		ALV09936.1	
N3.HOG0000797	OG0000564	n0		CCC25794.1		ALV09939.1	
N3.HOG0000798	OG0000565	n0		CCC25795.1		ALV09940.1	
N3.HOG0000799	OG0000566	n0		CCC25796.1		ALV09941.1	
N3.HOG0000800	OG0000567	n0		CCC25797.1		ALV09942.1	
N3.HOG0000801	OG0000568	n0		CCC25798.1		ALV09943.1	
N3.HOG0000802	OG0000569	n0		CCC25799.1		ALV09944.1	
N3.HOG0000803	OG0000570	n0		CCC25800.1		ALV09945.1	
N3.HOG0000804	OG0000571	n0		CCC25801.1		ALV09946.1	
N3.HOG0000805	OG0000572	n0		CCC25802.1		ALV09947.1	
N3.HOG0000806	OG0000573	n0		CCC25803.1		ALV09948.1	
N3.HOG0000807	OG0000574	n0		CCC25804.1		ALV09949.1	
N3.HOG0000808	OG0000575	n0		CCC25812.1		ALV09955.1	
N3.HOG0000809	OG0000576	n0		CCC25814.1		ALV09957.1	
N3.HOG0000810	OG0000577	n0		CCC25815.1		ALV09958.1	
N3.HOG0000811	OG0000578	n0		CCC25816.1		ALV09959.1	
N3.HOG0000812	OG0000579	n0		CCC25834.1		ALV09973.1	
N3.HOG0000813	OG0000580	n0		CCC25843.1		ALV09984.1	
N3.HOG0000814	OG0000581	n0		CCC25844.1		ALV09985.1	
N3.HOG0000815	OG0000582	n0		CCC25851.1		ALV09991.1	
N3.HOG0000816	OG0000583	n0		CCC25854.1		ALV09994.1	
N3.HOG0000817	OG0000584	n0		CCC25855.1		ALV09995.1	
N3.HOG0000818	OG0000585	n0		CCC25856.1		ALV09996.1	
N3.HOG0000819	OG0000586	n0		CCC25861.1		ALV10001.1	
N3.HOG0000820	OG0000587	n0		CCC25864.1		ALV10004.1	
N3.HOG0000821	OG0000588	n0		CCC25865.1		ALV10005.1	
N3.HOG0000822	OG0000589	n0		CCC25871.1		ALV10013.1	
N3.HOG0000823	OG0000590	n0		CCC25872.1		ALV10014.1	
N3.HOG0000824	OG0000591	n0		CCC25882.1		ALV10023.1	
N3.HOG0000825	OG0000592	n0		CCC25885.1		ALV10026.1	
N3.HOG0000826	OG0000593	n0		CCC25887.1		ALV10028.1	
N3.HOG0000827	OG0000594	n0		CCC25889.1		ALV10030.1	
N3.HOG0000828	OG0000595	n0		CCC25890.1		ALV12852.1	
N3.HOG0000829	OG0000596	n0		CCC25891.1		ALV10031.1	
N3.HOG0000830	OG0000597	n0		CCC25892.1		ALV10032.1	
N3.HOG0000831	OG0000598	n0		CCC25893.1		ALV10033.1	
N3.HOG0000832	OG0000599	n0		CCC25895.1		ALV10035.1	
N3.HOG0000833	OG0000600	n0		CCC25898.1		ALV10037.1	
N3.HOG0000834	OG0000601	n0		CCC25899.1		ALV10038.1	
N3.HOG0000835	OG0000602	n0		CCC25901.1		ALV10039.1	
N3.HOG0000836	OG0000603	n0		CCC25905.1		ALV10042.1	
N3.HOG0000837	OG0000604	n0		CCC25907.1		ALV12855.1	
N3.HOG0000838	OG0000605	n0		CCC25920.1		ALV10054.1	
N3.HOG0000839	OG0000606	n0		CCC25927.1		ALV10060.1	
N3.HOG0000840	OG0000607	n0		CCC25934.1		ALV10064.1	
N3.HOG0000841	OG0000608	n0		CCC25935.1		ALV10065.1	
N3.HOG0000842	OG0000609	n0		CCC25942.1		ALV10070.1	
N3.HOG0000843	OG0000610	n0		CCC25943.1		ALV10071.1	
N3.HOG0000844	OG0000611	n0		CCC25944.1		ALV12864.1	
N3.HOG0000845	OG0000612	n0		CCC25948.1		ALV10075.1	
N3.HOG0000846	OG0000613	n0		CCC25952.1		ALV10079.1	
N3.HOG0000847	OG0000614	n0		CCC25956.1		ALV10083.1	
N3.HOG0000848	OG0000615	n0		CCC25957.1		ALV10084.1	
N3.HOG0000849	OG0000616	n0		CCC25958.1		ALV10085.1	
N3.HOG0000850	OG0000617	n0		CCC25960.1		ALV10087.1	
N3.HOG0000851	OG0000618	n0		CCC25964.1		ALV10091.1	
N3.HOG0000852	OG0000619	n0		CCC25965.1		ALV10092.1	
N3.HOG0000853	OG0000620	n0		CCC25967.1		ALV10094.1	
N3.HOG0000854	OG0000621	n0		CCC25977.1		ALV10102.1	
N3.HOG0000855	OG0000622	n0		CCC25984.1		ALV12868.1	
N3.HOG0000856	OG0000623	n0		CCC25986.1		ALV10110.1	
N3.HOG0000857	OG0000624	n0		CCC25991.1		ALV10114.1	
N3.HOG0000858	OG0000625	n0		CCC25993.1		ALV12870.1	
N3.HOG0000859	OG0000626	n0		CCC26005.1		ALV12871.1	
N3.HOG0000860	OG0000627	n0		CCC26019.1		ALV10139.1	
N3.HOG0000861	OG0000628	n0		CCC26022.1		ALV12875.1	
N3.HOG0000862	OG0000629	n0		CCC26025.1		ALV12876.1	
N3.HOG0000863	OG0000630	n0		CCC26027.1		ALV10144.1	
N3.HOG0000864	OG0000631	n0		CCC26029.1		ALV10146.1	
N3.HOG0000865	OG0000632	n0		CCC26030.1		ALV10147.1	
N3.HOG0000866	OG0000633	n0		CCC26031.1		ALV10148.1	
N3.HOG0000867	OG0000634	n0		CCC26032.1		ALV10149.1	
N3.HOG0000868	OG0000635	n0		CCC26033.1		ALV10150.1	
N3.HOG0000869	OG0000636	n0		CCC26035.1		ALV10151.1	
N3.HOG0000870	OG0000637	n0		CCC26036.1		ALV10152.1	
N3.HOG0000871	OG0000638	n0		CCC26037.1		ALV10153.1	
N3.HOG0000872	OG0000639	n0		CCC26038.1		ALV10154.1	
N3.HOG0000873	OG0000640	n0		CCC26047.1		ALV10163.1	
N3.HOG0000874	OG0000641	n0		CCC26051.1		ALV10167.1	
N3.HOG0000875	OG0000642	n0		CCC26061.1		ALV10176.1	
N3.HOG0000876	OG0000643	n0		CCC26063.1		ALV12882.1	
N3.HOG0000877	OG0000644	n0		CCC26064.1		ALV10178.1	
N3.HOG0000878	OG0000645	n0		CCC26065.1		ALV10179.1	
N3.HOG0000879	OG0000646	n0		CCC26066.1		ALV10180.1	
N3.HOG0000880	OG0000647	n0		CCC26067.1		ALV10181.1	
N3.HOG0000881	OG0000648	n0		CCC26069.1		ALV10183.1	
N3.HOG0000882	OG0000649	n0		CCC26073.1		ALV12883.1	
N3.HOG0000883	OG0000650	n0		CCC26074.1		ALV12884.1	
N3.HOG0000884	OG0000651	n0		CCC26075.1		ALV10187.1	
N3.HOG0000885	OG0000652	n0		CCC26076.1		ALV10188.1	
N3.HOG0000886	OG0000653	n0		CCC26077.1		ALV10189.1	
N3.HOG0000887	OG0000654	n0		CCC26078.1		ALV10190.1	
N3.HOG0000888	OG0000655	n0		CCC26080.1		ALV12885.1	
N3.HOG0000889	OG0000656	n0		CCC26084.1		ALV12887.1	
N3.HOG0000890	OG0000657	n0		CCC26085.1		ALV10196.1	
N3.HOG0000891	OG0000658	n0		CCC26088.1		ALV10199.1	
N3.HOG0000892	OG0000659	n0		CCC26089.1		ALV10200.1	
N3.HOG0000893	OG0000660	n0		CCC26090.1		ALV10201.1	
N3.HOG0000894	OG0000661	n0		CCC26091.1		ALV10202.1	
N3.HOG0000895	OG0000662	n0		CCC26092.1		ALV10203.1	
N3.HOG0000896	OG0000663	n0		CCC26093.1		ALV10204.1	
N3.HOG0000897	OG0000664	n0		CCC26095.1		ALV10206.1	
N3.HOG0000898	OG0000665	n0		CCC26096.1		ALV10207.1	
N3.HOG0000899	OG0000666	n0		CCC26097.1		ALV10208.1	
N3.HOG0000900	OG0000667	n0		CCC26098.1		ALV10209.1	
N3.HOG0000901	OG0000668	n0		CCC26099.1		ALV10210.1	
N3.HOG0000902	OG0000669	n0		CCC26100.1		ALV12888.1	
N3.HOG0000903	OG0000670	n0		CCC26102.1		ALV10212.1	
N3.HOG0000904	OG0000671	n0		CCC26106.1		ALV10216.1	
N3.HOG0000905	OG0000672	n0		CCC26107.1		ALV10217.1	
N3.HOG0000906	OG0000673	n0		CCC26108.1		ALV10218.1	
N3.HOG0000907	OG0000674	n0		CCC26156.1		ALV10262.1	
N3.HOG0000908	OG0000675	n0		CCC26157.1		ALV10263.1	
N3.HOG0000909	OG0000676	n0		CCC26163.1		ALV10266.1	
N3.HOG0000910	OG0000677	n0		CCC26165.1		ALV10268.1	
N3.HOG0000911	OG0000678	n0		CCC26166.1		ALV10269.1	
N3.HOG0000912	OG0000679	n0		CCC26168.1		ALV10271.1	
N3.HOG0000913	OG0000680	n0		CCC26171.1		ALV10273.1	
N3.HOG0000914	OG0000681	n0		CCC26305.1, CCC26860.1, CCC26178.1		ALV10392.1	
N3.HOG0000915	OG0000682	n0		CCC26179.1		ALV10282.1	
N3.HOG0000916	OG0000683	n0		CCC26181.1		ALV10284.1	
N3.HOG0000917	OG0000684	n0		CCC26182.1		ALV10285.1	
N3.HOG0000918	OG0000685	n0		CCC26183.1		ALV10286.1	
N3.HOG0000919	OG0000686	n0		CCC26185.1		ALV10288.1	
N3.HOG0000920	OG0000687	n0		CCC26186.1		ALV10289.1	
N3.HOG0000921	OG0000688	n0		CCC26187.1		ALV12900.1	
N3.HOG0000922	OG0000689	n0		CCC26193.1		ALV10295.1	
N3.HOG0000923	OG0000690	n0		CCC26194.1		ALV10296.1	
N3.HOG0000924	OG0000691	n0		CCC26195.1		ALV10297.1	
N3.HOG0000925	OG0000692	n0		CCC26196.1		ALV10298.1	
N3.HOG0000926	OG0000693	n0		CCC26197.1		ALV10299.1	
N3.HOG0000927	OG0000694	n0		CCC26198.1		ALV10300.1	
N3.HOG0000928	OG0000695	n0		CCC26199.1		ALV10301.1	
N3.HOG0000929	OG0000696	n0		CCC26209.1		ALV10310.1	
N3.HOG0000930	OG0000697	n0		CCC26215.1		ALV10315.1	
N3.HOG0000931	OG0000698	n0		CCC26220.1		ALV10318.1	
N3.HOG0000932	OG0000699	n0		CCC26221.1		ALV12905.1	
N3.HOG0000933	OG0000700	n0		CCC26233.1		ALV10328.1	
N3.HOG0000934	OG0000701	n0		CCC26235.1		ALV10329.1	
N3.HOG0000935	OG0000702	n0		CCC26236.1		ALV10330.1	
N3.HOG0000936	OG0000703	n0		CCC26244.1		ALV10339.1	
N3.HOG0000937	OG0000704	n0		CCC26246.1		ALV10342.1	
N3.HOG0000938	OG0000705	n0		CCC26247.1		ALV10343.1	
N3.HOG0000939	OG0000706	n0		CCC26248.1		ALV10344.1	
N3.HOG0000940	OG0000707	n0		CCC26249.1		ALV10345.1	
N3.HOG0000941	OG0000708	n0		CCC26252.1		ALV10348.1	
N3.HOG0000942	OG0000709	n0		CCC26255.1		ALV10351.1	
N3.HOG0000943	OG0000710	n0		CCC26256.1		ALV12909.1	
N3.HOG0000944	OG0000711	n0		CCC26262.1		ALV10356.1	
N3.HOG0000945	OG0000712	n0		CCC26264.1		ALV10358.1	
N3.HOG0000946	OG0000713	n0		CCC26269.1		ALV10363.1	
N3.HOG0000947	OG0000714	n0		CCC26275.1		ALV12912.1	
N3.HOG0000948	OG0000715	n0		CCC26284.1		ALV10372.1	
N3.HOG0000949	OG0000716	n0		CCC26292.1		ALV10378.1	
N3.HOG0000950	OG0000717	n0		CCC26293.1		ALV10379.1	
N3.HOG0000951	OG0000718	n0		CCC26296.1		ALV10382.1	
N3.HOG0000952	OG0000719	n0		CCC26298.1		ALV10385.1	
N3.HOG0000953	OG0000720	n0		CCC26299.1		ALV10386.1	
N3.HOG0000954	OG0000721	n0		CCC26300.1		ALV10387.1	
N3.HOG0000955	OG0000722	n0		CCC26301.1		ALV10388.1	
N3.HOG0000956	OG0000723	n0		CCC26304.1		ALV10391.1	
N3.HOG0000957	OG0000724	n0		CCC26311.1		ALV12918.1	
N3.HOG0000958	OG0000725	n0		CCC26312.1		ALV10398.1	
N3.HOG0000959	OG0000726	n0		CCC26313.1		ALV12919.1	
N3.HOG0000960	OG0000727	n0		CCC26314.1		ALV12920.1	
N3.HOG0000961	OG0000728	n0		CCC26315.1		ALV10399.1	
N3.HOG0000962	OG0000729	n0		CCC26320.1		ALV10403.1	
N3.HOG0000963	OG0000730	n0		CCC26321.1		ALV10404.1	
N3.HOG0000964	OG0000731	n0		CCC26323.1		ALV10406.1	
N3.HOG0000965	OG0000732	n0		CCC26326.1		ALV10409.1	
N3.HOG0000966	OG0000733	n0		CCC26327.1		ALV12922.1	
N3.HOG0000967	OG0000734	n0		CCC26328.1		ALV12923.1	
N3.HOG0000968	OG0000735	n0		CCC26329.1		ALV10410.1	
N3.HOG0000969	OG0000736	n0		CCC26330.1		ALV10411.1	
N3.HOG0000970	OG0000737	n0		CCC26331.1		ALV10412.1	
N3.HOG0000971	OG0000738	n0		CCC26335.1		ALV10416.1	
N3.HOG0000972	OG0000739	n0		CCC26339.1		ALV10420.1	
N3.HOG0000973	OG0000740	n0		CCC26340.1		ALV10421.1	
N3.HOG0000974	OG0000741	n0		CCC26342.1		ALV10423.1	
N3.HOG0000975	OG0000742	n0		CCC26343.1		ALV10424.1	
N3.HOG0000976	OG0000743	n0		CCC26345.1		ALV10426.1	
N3.HOG0000977	OG0000744	n0		CCC26348.1			
N3.HOG0000978	OG0000745	n0		CCC26350.1		ALV10429.1	
N3.HOG0000979	OG0000746	n0		CCC26354.1		ALV10431.1	
N3.HOG0000980	OG0000747	n0		CCC26365.1		ALV10439.1	
N3.HOG0000981	OG0000748	n0		CCC26366.1		ALV10440.1	
N3.HOG0000982	OG0000749	n0		CCC26367.1		ALV12926.1	
N3.HOG0000983	OG0000750	n0		CCC26368.1		ALV10441.1	
N3.HOG0000984	OG0000751	n0		CCC26369.1		ALV10442.1	
N3.HOG0000985	OG0000752	n0		CCC26370.1		ALV10443.1	
N3.HOG0000986	OG0000753	n0		CCC26371.1		ALV10444.1	
N3.HOG0000987	OG0000754	n0		CCC26372.1		ALV12927.1	
N3.HOG0000988	OG0000755	n0		CCC26373.1		ALV10445.1	
N3.HOG0000989	OG0000756	n0		CCC26374.1		ALV10446.1	
N3.HOG0000990	OG0000757	n0		CCC26375.1		ALV10447.1	
N3.HOG0000991	OG0000758	n0		CCC26376.1		ALV10448.1	
N3.HOG0000992	OG0000759	n0		CCC26379.1		ALV10450.1	
N3.HOG0000993	OG0000760	n0		CCC26386.1		ALV10457.1	
N3.HOG0000994	OG0000761	n0		CCC26388.1		ALV10459.1	
N3.HOG0000995	OG0000762	n0		CCC26389.1		ALV10460.1	
N3.HOG0000996	OG0000763	n0		CCC26390.1		ALV10462.1	
N3.HOG0000997	OG0000764	n0		CCC26393.1		ALV10466.1	
N3.HOG0000998	OG0000765	n0		CCC26395.1		ALV10467.1	
N3.HOG0000999	OG0000766	n0		CCC26396.1		ALV12930.1	
N3.HOG0001000	OG0000767	n0		CCC26397.1		ALV10468.1	
N3.HOG0001001	OG0000768	n0		CCC26398.1		ALV10469.1	
N3.HOG0001002	OG0000769	n0		CCC26399.1		ALV10470.1	
N3.HOG0001003	OG0000770	n0		CCC26400.1		ALV10471.1	
N3.HOG0001004	OG0000771	n0		CCC26401.1		ALV10472.1	
N3.HOG0001005	OG0000772	n0		CCC26402.1		ALV10473.1	
N3.HOG0001006	OG0000773	n0		CCC26403.1		ALV10474.1	
N3.HOG0001007	OG0000774	n0		CCC26404.1		ALV10475.1	
N3.HOG0001008	OG0000775	n0		CCC26405.1		ALV10476.1	
N3.HOG0001009	OG0000776	n0		CCC26406.1		ALV10477.1	
N3.HOG0001010	OG0000777	n0		CCC26408.1		ALV10478.1	
N3.HOG0001011	OG0000778	n0		CCC26409.1		ALV10479.1	
N3.HOG0001012	OG0000779	n0		CCC26410.1		ALV10480.1	
N3.HOG0001013	OG0000780	n0		CCC26416.1		ALV10485.1	
N3.HOG0001014	OG0000781	n0		CCC26418.1		ALV10487.1	
N3.HOG0001015	OG0000782	n0		CCC26419.1		ALV10488.1	
N3.HOG0001016	OG0000783	n0		CCC26420.1		ALV10489.1	
N3.HOG0001017	OG0000784	n0		CCC26427.1		ALV10495.1	
N3.HOG0001018	OG0000785	n0		CCC26428.1		ALV10496.1	
N3.HOG0001019	OG0000786	n0		CCC26429.1		ALV10497.1	
N3.HOG0001020	OG0000787	n0		CCC26433.1		ALV10501.1	
N3.HOG0001021	OG0000788	n0		CCC26434.1		ALV10502.1	
N3.HOG0001022	OG0000789	n0		CCC26435.1		ALV10503.1	
N3.HOG0001023	OG0000790	n0		CCC26436.1		ALV10504.1	
N3.HOG0001024	OG0000791	n0		CCC26437.1		ALV12933.1	
N3.HOG0001025	OG0000792	n0		CCC26438.1		ALV10505.1	
N3.HOG0001026	OG0000793	n0		CCC26439.1		ALV10506.1	
N3.HOG0001027	OG0000794	n0		CCC26440.1		ALV10507.1	
N3.HOG0001028	OG0000795	n0		CCC26441.1		ALV10508.1	
N3.HOG0001029	OG0000796	n0		CCC26443.1		ALV10510.1	
N3.HOG0001030	OG0000797	n0		CCC26451.1		ALV10518.1	
N3.HOG0001031	OG0000798	n0		CCC26456.1		ALV10524.1	
N3.HOG0001032	OG0000799	n0		CCC26474.1		ALV10541.1	
N3.HOG0001033	OG0000800	n0		CCC26475.1		ALV10542.1	
N3.HOG0001034	OG0000801	n0		CCC26477.1		ALV10544.1	
N3.HOG0001035	OG0000802	n0		CCC26478.1		ALV10545.1	
N3.HOG0001036	OG0000803	n0		CCC26479.1		ALV10546.1	
N3.HOG0001037	OG0000804	n0		CCC26482.1		ALV10550.1	
N3.HOG0001038	OG0000805	n0		CCC26483.1		ALV10551.1	
N3.HOG0001039	OG0000806	n0		CCC26484.1		ALV10552.1	
N3.HOG0001040	OG0000807	n0		CCC26485.1		ALV12935.1	
N3.HOG0001041	OG0000808	n0		CCC26486.1		ALV12936.1	
N3.HOG0001042	OG0000809	n0		CCC26496.1		ALV12939.1	
N3.HOG0001043	OG0000810	n0		CCC26498.1		ALV12940.1	
N3.HOG0001044	OG0000811	n0		CCC26499.1		ALV10561.1	
N3.HOG0001045	OG0000812	n0		CCC26500.1		ALV10562.1	
N3.HOG0001046	OG0000813	n0		CCC26502.1		ALV10564.1	
N3.HOG0001047	OG0000814	n0		CCC26503.1		ALV10565.1	
N3.HOG0001048	OG0000815	n0		CCC26504.1		ALV12941.1	
N3.HOG0001049	OG0000816	n0		CCC26505.1		ALV12942.1	
N3.HOG0001050	OG0000817	n0		CCC26506.1		ALV10566.1	
N3.HOG0001051	OG0000818	n0		CCC26509.1		ALV10569.1	
N3.HOG0001052	OG0000819	n0		CCC26510.1		ALV10570.1	
N3.HOG0001053	OG0000820	n0		CCC26511.1		ALV10571.1	
N3.HOG0001054	OG0000821	n0		CCC26514.1		ALV10574.1	
N3.HOG0001055	OG0000822	n0		CCC26515.1		ALV10575.1	
N3.HOG0001056	OG0000823	n0		CCC26516.1		ALV10576.1	
N3.HOG0001057	OG0000824	n0		CCC26517.1		ALV10577.1	
N3.HOG0001058	OG0000825	n0		CCC26521.1		ALV10581.1	
N3.HOG0001059	OG0000826	n0		CCC26522.1		ALV10582.1	
N3.HOG0001060	OG0000827	n0		CCC26527.1		ALV10587.1	
N3.HOG0001061	OG0000828	n0		CCC26530.1		ALV10590.1	
N3.HOG0001062	OG0000829	n0		CCC26531.1		ALV10591.1	
N3.HOG0001063	OG0000830	n0		CCC26532.1		ALV10592.1	
N3.HOG0001064	OG0000831	n0		CCC26534.1		ALV10595.1	
N3.HOG0001065	OG0000832	n0		CCC26536.1		ALV10597.1	
N3.HOG0001066	OG0000833	n0		CCC26539.1		ALV10601.1	
N3.HOG0001067	OG0000834	n0		CCC26540.1		ALV10602.1	
N3.HOG0001068	OG0000835	n0		CCC26542.1		ALV10604.1	
N3.HOG0001069	OG0000836	n0		CCC26543.1		ALV10605.1	
N3.HOG0001070	OG0000837	n0		CCC26545.1		ALV10608.1	
N3.HOG0001071	OG0000838	n0		CCC26550.1		ALV10612.1	
N3.HOG0001072	OG0000839	n0		CCC26551.1		ALV10613.1	
N3.HOG0001073	OG0000840	n0		CCC26552.1		ALV10614.1	
N3.HOG0001074	OG0000841	n0		CCC26553.1		ALV10615.1	
N3.HOG0001075	OG0000842	n0		CCC26554.1		ALV10616.1	
N3.HOG0001076	OG0000843	n0		CCC26555.1		ALV10617.1	
N3.HOG0001077	OG0000844	n0		CCC26556.1		ALV10618.1	
N3.HOG0001078	OG0000845	n0		CCC26557.1		ALV10619.1	
N3.HOG0001079	OG0000846	n0		CCC26558.1		ALV10620.1	
N3.HOG0001080	OG0000847	n0		CCC26559.1		ALV10621.1	
N3.HOG0001081	OG0000848	n0		CCC26560.1		ALV10622.1	
N3.HOG0001082	OG0000849	n0		CCC26565.1		ALV10627.1	
N3.HOG0001083	OG0000850	n0		CCC26567.1		ALV10629.1	
N3.HOG0001084	OG0000852	n0		CCC26570.1		ALV10632.1	
N3.HOG0001085	OG0000853	n0		CCC26571.1		ALV10633.1	
N3.HOG0001086	OG0000854	n0		CCC26572.1		ALV10634.1	
N3.HOG0001087	OG0000855	n0		CCC26573.1		ALV10635.1	
N3.HOG0001088	OG0000856	n0		CCC26574.1		ALV10636.1	
N3.HOG0001089	OG0000857	n0		CCC26575.1		ALV10637.1	
N3.HOG0001090	OG0000858	n0		CCC26578.1		ALV10640.1	
N3.HOG0001091	OG0000859	n0		CCC26579.1		ALV10641.1	
N3.HOG0001092	OG0000860	n0		CCC26580.1		ALV10642.1	
N3.HOG0001093	OG0000861	n0		CCC26581.1		ALV12945.1	
N3.HOG0001094	OG0000862	n0		CCC26582.1		ALV10643.1	
N3.HOG0001095	OG0000863	n0		CCC26588.1		ALV12946.1	
N3.HOG0001096	OG0000864	n0		CCC26616.1		ALV10658.1	
N3.HOG0001097	OG0000865	n0		CCC26634.1		ALV10674.1	
N3.HOG0001098	OG0000866	n0		CCC26635.1		ALV10675.1	
N3.HOG0001099	OG0000867	n0		CCC26636.1		ALV10676.1	
N3.HOG0001100	OG0000868	n0		CCC26637.1		ALV10677.1	
N3.HOG0001101	OG0000869	n0		CCC26638.1		ALV10678.1	
N3.HOG0001102	OG0000870	n0		CCC26639.1		ALV10679.1	
N3.HOG0001103	OG0000871	n0		CCC26643.1		ALV10683.1	
N3.HOG0001104	OG0000872	n0		CCC26645.1		ALV10685.1	
N3.HOG0001105	OG0000873	n0		CCC26646.1		ALV10686.1	
N3.HOG0001106	OG0000874	n0		CCC26648.1		ALV10687.1	
N3.HOG0001107	OG0000875	n0		CCC26654.1		ALV10693.1	
N3.HOG0001108	OG0000876	n0		CCC26658.1		ALV10696.1	
N3.HOG0001109	OG0000877	n0		CCC26663.1		ALV12955.1	
N3.HOG0001110	OG0000878	n0		CCC26665.1		ALV10701.1	
N3.HOG0001111	OG0000879	n0		CCC26667.1		ALV10702.1	
N3.HOG0001112	OG0000880	n0		CCC26668.1		ALV10703.1	
N3.HOG0001113	OG0000881	n0		CCC26669.1		ALV10704.1	
N3.HOG0001114	OG0000882	n0		CCC26673.1		ALV12958.1	
N3.HOG0001115	OG0000883	n0		CCC26674.1		ALV10706.1	
N3.HOG0001116	OG0000884	n0		CCC26675.1		ALV10707.1	
N3.HOG0001117	OG0000885	n0		CCC26676.1		ALV10708.1	
N3.HOG0001118	OG0000886	n0		CCC26677.1		ALV10709.1	
N3.HOG0001119	OG0000887	n0		CCC26678.1		ALV10710.1	
N3.HOG0001120	OG0000888	n0		CCC26680.1		ALV12959.1	
N3.HOG0001121	OG0000889	n0		CCC26683.1		ALV10714.1	
N3.HOG0001122	OG0000890	n0		CCC26684.1		ALV10715.1	
N3.HOG0001123	OG0000891	n0		CCC26685.1		ALV10716.1	
N3.HOG0001124	OG0000892	n0		CCC26686.1		ALV10717.1	
N3.HOG0001125	OG0000893	n0		CCC26687.1		ALV12960.1	
N3.HOG0001126	OG0000894	n0		CCC26688.1		ALV10718.1	
N3.HOG0001127	OG0000895	n0		CCC26689.1		ALV10719.1	
N3.HOG0001128	OG0000896	n0		CCC26690.1		ALV10720.1	
N3.HOG0001129	OG0000897	n0		CCC26691.1		ALV10721.1	
N3.HOG0001130	OG0000898	n0		CCC26693.1		ALV12961.1	
N3.HOG0001131	OG0000899	n0		CCC26694.1		ALV10723.1	
N3.HOG0001132	OG0000900	n0		CCC26695.1		ALV10724.1	
N3.HOG0001133	OG0000901	n0		CCC26696.1		ALV10725.1	
N3.HOG0001134	OG0000902	n0		CCC26697.1		ALV10726.1	
N3.HOG0001135	OG0000903	n0		CCC26698.1		ALV10727.1	
N3.HOG0001136	OG0000904	n0		CCC26701.1		ALV10730.1	
N3.HOG0001137	OG0000905	n0		CCC26702.1		ALV10731.1	
N3.HOG0001138	OG0000906	n0		CCC26709.1		ALV10738.1	
N3.HOG0001139	OG0000907	n0		CCC26710.1		ALV10739.1	
N3.HOG0001140	OG0000908	n0		CCC26712.1		ALV10741.1	
N3.HOG0001141	OG0000909	n0		CCC26713.1		ALV10742.1	
N3.HOG0001142	OG0000910	n0		CCC26714.1		ALV10743.1	
N3.HOG0001143	OG0000911	n0		CCC26715.1		ALV10744.1	
N3.HOG0001144	OG0000912	n0		CCC26717.1		ALV12962.1	
N3.HOG0001145	OG0000913	n0		CCC26720.1		ALV10747.1	
N3.HOG0001146	OG0000914	n0		CCC26721.1		ALV12965.1	
N3.HOG0001147	OG0000915	n0		CCC26724.1		ALV10750.1	
N3.HOG0001148	OG0000916	n0		CCC26725.1		ALV10751.1	
N3.HOG0001149	OG0000917	n0		CCC26726.1		ALV10752.1	
N3.HOG0001150	OG0000918	n0		CCC26727.1		ALV10753.1	
N3.HOG0001151	OG0000919	n0		CCC26728.1		ALV10754.1	
N3.HOG0001152	OG0000920	n0		CCC26731.1		ALV10757.1	
N3.HOG0001153	OG0000921	n0		CCC26732.1		ALV10758.1	
N3.HOG0001154	OG0000922	n0		CCC26733.1		ALV10759.1	
N3.HOG0001155	OG0000923	n0		CCC26734.1		ALV10760.1	
N3.HOG0001156	OG0000924	n0		CCC26736.1		ALV10762.1	
N3.HOG0001157	OG0000925	n0		CCC26737.1		ALV10763.1	
N3.HOG0001158	OG0000926	n0		CCC26738.1		ALV10764.1	
N3.HOG0001159	OG0000927	n0		CCC26739.1		ALV10765.1	
N3.HOG0001160	OG0000928	n0		CCC26740.1		ALV10766.1	
N3.HOG0001161	OG0000929	n0		CCC26741.1		ALV10767.1	
N3.HOG0001162	OG0000930	n0		CCC26742.1		ALV10768.1	
N3.HOG0001163	OG0000931	n0		CCC26743.1		ALV10769.1	
