Orthogroup	Mafric	Mmicro
OG0001055	CCC27253.1	AMC59836.1
OG0001056	CCC27256.1	AMC59839.1
OG0001057	CCC27257.1	AMC59840.1
OG0001058	CCC27259.1	AMC59842.1
OG0001059	CCC27260.1	AMC59843.1
OG0001060	CCC27262.1	AMC59845.1
OG0001061	CCC27263.1	AMC59846.1
OG0001062	CCC27264.1	AMC59847.1
OG0001063	CCC27265.1	AMC59848.1
OG0001064	CCC27266.1	AMC59849.1
OG0001065	CCC27267.1	AMC59850.1
OG0001066	CCC27269.1	AMC59853.1
OG0001067	CCC27271.1	AMC59855.1
OG0001068	CCC27275.1	AMC59860.1
OG0001069	CCC27277.1	AMC59863.1
OG0001070	CCC27278.1	AMC59864.1
OG0001071	CCC27279.1	AMC59865.1
OG0001072	CCC27280.1	AMC59866.1
OG0001073	CCC27281.1	AMC59867.1
OG0001074	CCC27283.1	AMC59869.1
OG0001075	CCC27284.1	AMC59870.1
OG0001076	CCC27285.1	AMC59871.1
OG0001077	CCC27287.1	AMC59875.1
OG0001078	CCC27288.1	AMC59877.1
OG0001079	CCC27291.1	AMC59880.1
OG0001080	CCC27292.1	AMC59881.1
OG0001081	CCC27294.1	AMC59884.1
OG0001082	CCC27295.1	AMC59885.1
OG0001083	CCC27296.1	AMC59886.1
OG0001084	CCC27298.1	AMC59889.1
OG0001085	CCC27299.1	AMC59890.1
OG0001086	CCC27300.1	AMC59891.1
OG0001087	CCC27302.1	AMC59893.1
OG0001088	CCC27303.1	AMC59894.1
OG0001089	CCC27304.1	AMC59895.1
OG0001090	CCC27305.1	AMC59896.1
OG0001091	CCC27306.1	AMC59897.1
OG0001092	CCC27307.1	AMC59898.1
OG0001093	CCC27310.1	AMC59901.1
OG0001094	CCC27311.1	AMC59902.1
OG0001095	CCC27312.1	AMC59903.1
OG0001096	CCC27316.1	AMC59908.1
OG0001097	CCC27320.1	AMC59913.1
OG0001098	CCC27322.1	AMC59915.1
OG0001099	CCC27324.1	AMC59918.1
OG0001100	CCC27325.1	AMC59919.1
OG0001101	CCC27328.1	AMC59922.1
OG0001102	CCC27338.1	AMC59933.1
OG0001103	CCC27339.1	AMC59934.1
OG0001104	CCC27340.1	AMC59935.1
OG0001105	CCC27344.1	AMC59939.1
OG0001106	CCC27365.1	AMC59960.1
OG0001107	CCC27371.1	AMC59965.1
OG0001108	CCC27398.1	AMC59996.1
OG0001109	CCC27399.1	AMC59997.1
OG0001110	CCC27400.1	AMC59998.1
OG0001111	CCC27407.1	AMC60005.1
OG0001112	CCC27408.1	AMC60006.1
OG0001113	CCC27417.1	AMC60016.1
OG0001114	CCC27418.1	AMC60017.1
OG0001115	CCC27425.1	AMC60024.1
OG0001116	CCC27426.1	AMC60025.1
OG0001117	CCC27427.1	AMC60026.1
OG0001118	CCC27441.1	AMC60040.1
OG0001119	CCC27442.1	AMC60041.1
OG0001120	CCC27445.1	AMC60044.1
OG0001121	CCC27446.1	AMC60045.1
OG0001122	CCC27448.1	AMC60048.1
OG0001123	CCC27451.1	AMC60051.1
OG0001124	CCC27452.1	AMC60052.1
OG0001125	CCC27456.1	AMC60056.1
OG0001126	CCC27457.1	AMC60057.1
OG0001127	CCC27458.1	AMC60059.1
OG0001128	CCC27466.1	AMC60068.1
OG0001129	CCC27467.1	AMC60069.1
OG0001130	CCC27475.1	AMC60079.1
OG0001131	CCC27476.1	AMC60081.1
OG0001132	CCC27484.1	AMC60090.1
OG0001133	CCC27486.1	AMC60091.1
OG0001134	CCC27487.1	AMC60092.1
OG0001135	CCC27489.1	AMC60094.1
OG0001136	CCC27494.1	AMC60098.1
OG0001137	CCC27495.1	AMC60099.1
OG0001138	CCC27496.1	AMC60100.1
OG0001139	CCC27497.1	AMC60101.1
OG0001140	CCC27498.1	AMC60102.1
OG0001141	CCC27504.1	AMC60109.1
OG0001142	CCC27505.1	AMC60110.1
OG0001143	CCC27506.1	AMC60111.1
OG0001144	CCC27512.1	AMC60118.1
OG0001145	CCC27514.1	AMC60121.1
OG0001146	CCC27521.1	AMC60128.1
OG0001147	CCC27522.1	AMC60129.1
OG0001148	CCC27524.1	AMC60131.1
OG0001149	CCC27526.1	AMC60133.1
OG0001150	CCC27527.1	AMC60134.1
OG0001151	CCC27528.1	AMC60135.1
OG0001152	CCC27529.1	AMC60136.1
OG0001153	CCC27531.1	AMC60139.1
OG0001154	CCC27532.1	AMC60140.1
OG0001155	CCC27533.1	AMC60141.1
OG0001156	CCC27534.1	AMC60142.1
OG0001157	CCC27535.1	AMC60143.1
OG0001158	CCC27544.1	AMC60150.1
OG0001159	CCC27545.1	AMC60151.1
OG0001160	CCC27547.1	AMC60153.1
OG0001161	CCC27548.1	AMC60154.1
OG0001162	CCC27549.1	AMC60155.1
OG0001163	CCC27552.1	AMC60158.1
OG0001164	CCC27553.1	AMC60159.1
OG0001165	CCC27554.1	AMC60160.1
OG0001166	CCC27555.1	AMC60162.1
OG0001167	CCC27557.1	AMC60165.1
OG0001168	CCC27563.1	AMC60171.1
OG0001169	CCC27564.1	AMC60172.1
OG0001170	CCC27567.1	AMC60174.1
OG0001171	CCC27568.1	AMC60175.1
OG0001172	CCC27569.1	AMC60176.1
OG0001173	CCC27581.1	AMC60194.1
OG0001174	CCC27582.1	AMC60195.1
OG0001175	CCC27586.1	AMC60702.1, AMC60199.1
OG0001176	CCC27592.1	AMC60206.1
OG0001177	CCC27593.1	AMC60207.1
OG0001178	CCC27594.1	AMC60208.1
OG0001179	CCC27596.1	AMC60210.1
OG0001180	CCC27605.1	AMC60221.1
OG0001181	CCC27606.1	AMC60222.1
OG0001182	CCC27607.1	AMC60223.1
OG0001183	CCC27608.1	AMC60224.1
OG0001184	CCC27609.1	AMC60226.1
OG0001185	CCC27617.1	AMC60235.1
OG0001186	CCC27619.1	AMC60237.1
OG0001187	CCC27620.1	AMC60238.1
OG0001188	CCC27621.1	AMC60239.1
OG0001189	CCC27622.1	AMC60240.1
OG0001190	CCC27623.1	AMC60241.1
OG0001191	CCC27624.1	AMC60242.1
OG0001192	CCC27625.1	AMC60243.1
OG0001193	CCC27626.1	AMC60245.1
OG0001194	CCC27639.1	AMC60258.1
OG0001195	CCC27640.1	AMC60259.1
OG0001196	CCC27641.1	AMC60260.1
OG0001197	CCC27642.1	AMC60261.1
OG0001198	CCC27646.1	AMC60265.1
OG0001199	CCC27648.1, CCC27649.1	AMC60268.1
OG0001200	CCC27654.1	AMC60273.1
OG0001201	CCC27656.1	AMC60275.1
OG0001202	CCC27658.1	AMC60277.1
OG0001203	CCC27659.1	AMC60278.1
OG0001204	CCC27660.1	AMC60279.1
OG0001205	CCC27663.1	AMC60282.1
OG0001206	CCC27667.1	AMC60286.1
OG0001207	CCC27668.1	AMC60287.1
OG0001208	CCC27670.1	AMC60290.1
OG0001209	CCC27672.1	AMC60292.1
OG0001210	CCC27673.1	AMC60293.1
OG0001211	CCC27674.1	AMC60294.1
OG0001212	CCC27675.1	AMC60296.1
OG0001213	CCC27676.1	AMC60297.1
OG0001214	CCC27677.1	AMC60298.1
OG0001215	CCC27679.1	AMC60300.1
OG0001216	CCC27680.1	AMC60301.1
OG0001217	CCC27681.1	AMC60302.1
OG0001218	CCC27691.1	AMC60311.1
OG0001219	CCC27692.1	AMC60312.1
OG0001220	CCC27693.1	AMC60313.1
OG0001221	CCC27694.1	AMC60314.1
OG0001222	CCC27697.1	AMC60317.1
OG0001223	CCC27698.1	AMC60318.1
OG0001224	CCC27699.1	AMC60319.1
OG0001225	CCC27700.1	AMC60320.1
OG0001226	CCC27701.1	AMC60321.1
OG0001227	CCC27702.1	AMC60322.1
OG0001228	CCC27726.1	AMC60350.1
OG0001229	CCC27746.1	AMC60383.1
OG0001230	CCC27747.1	AMC60384.1
OG0001231	CCC27750.1	AMC60387.1
OG0001232	CCC27751.1	AMC60388.1
OG0001233	CCC27752.1	AMC60390.1
OG0001234	CCC27754.1	AMC60392.1
OG0001235	CCC27755.1	AMC60393.1
OG0001236	CCC27757.1	AMC60395.1
OG0001237	CCC27769.1	AMC60407.1
OG0001238	CCC27770.1	AMC60408.1
OG0001239	CCC27771.1	AMC60409.1
OG0001240	CCC27772.1	AMC60410.1
OG0001241	CCC27774.1	AMC60412.1
OG0001242	CCC27775.1	AMC60413.1
OG0001243	CCC27776.1	AMC60414.1
OG0001244	CCC27777.1	AMC60415.1
OG0001245	CCC27781.1	AMC60419.1
OG0001246	CCC27782.1	AMC60420.1
OG0001247	CCC27783.1	AMC60421.1
OG0001248	CCC27784.1	AMC60422.1
OG0001249	CCC27788.1	AMC60426.1
OG0001250	CCC27791.1	AMC60429.1
OG0001251	CCC27792.1	AMC60430.1
OG0001252	CCC27793.1	AMC60431.1
OG0001253	CCC27794.1	AMC60432.1
OG0001254	CCC27795.1	AMC60433.1
OG0001255	CCC27798.1	AMC60436.1
OG0001256	CCC27799.1	AMC60437.1
OG0001257	CCC27800.1	AMC60438.1
OG0001258	CCC27801.1	AMC60439.1
OG0001259	CCC27802.1	AMC60440.1
OG0001260	CCC27806.1	AMC60444.1
OG0001261	CCC27807.1	AMC60445.1
OG0001262	CCC27810.1	AMC60448.1
OG0001263	CCC27811.1	AMC60449.1
OG0001264	CCC27813.1	AMC60450.1
OG0001265	CCC27814.1	AMC60451.1
OG0001266	CCC27815.1	AMC60452.1
OG0001267	CCC27821.1	AMC60459.1
OG0001268	CCC27822.1	AMC60460.1
OG0001269	CCC27827.1	AMC60465.1
OG0001270	CCC27828.1	AMC60466.1
OG0001271	CCC27829.1	AMC60467.1
OG0001272	CCC27838.1	AMC60475.1
OG0001273	CCC27839.1	AMC60476.1
OG0001274	CCC27846.1	AMC60483.1
OG0001275	CCC27847.1	AMC60485.1
OG0001276	CCC27851.1	AMC60489.1
OG0001277	CCC27852.1	AMC60490.1
OG0001278	CCC27857.1	AMC60496.1
OG0001279	CCC27858.1	AMC60497.1
OG0001280	CCC27860.1	AMC60499.1
OG0001281	CCC27861.1	AMC60500.1
OG0001282	CCC27868.1	AMC60507.1
OG0001283	CCC27869.1	AMC60508.1
OG0001284	CCC27870.1	AMC60509.1
OG0001285	CCC27913.1	AMC60557.1
OG0001286	CCC27914.1	AMC60558.1
OG0001287	CCC27916.1	AMC60559.1
OG0001288	CCC27918.1	AMC60561.1
OG0001289	CCC27919.1	AMC60562.1
OG0001290	CCC27930.1	AMC60574.1
OG0001291	CCC27934.1	AMC60580.1
OG0001292	CCC27936.1	AMC60583.1
OG0001293	CCC27939.1	AMC60586.1
OG0001294	CCC27943.1	AMC60590.1
OG0001295	CCC27944.1	AMC60591.1
OG0001296	CCC27945.1	AMC60592.1
OG0001297	CCC27955.1	AMC60602.1
OG0001298	CCC27956.1	AMC60603.1
OG0001299	CCC27957.1	AMC60604.1
OG0001300	CCC27962.1	AMC60609.1
OG0001301	CCC27963.1	AMC60610.1
OG0001302	CCC27964.1	AMC60611.1
OG0001303	CCC27968.1	AMC60616.1
OG0001304	CCC27969.1	AMC60617.1
OG0001305	CCC27971.1	AMC60619.1
OG0001306	CCC27972.1	AMC60620.1
OG0001307	CCC27975.1	AMC60623.1
OG0001308	CCC27976.1	AMC60624.1
OG0001309	CCC27977.1	AMC60625.1
OG0001310	CCC27978.1	AMC60626.1
OG0001311	CCC27980.1	AMC60628.1
OG0001312	CCC27981.1	AMC60629.1
OG0001313	CCC27982.1	AMC60630.1
OG0001314	CCC27983.1	AMC60631.1
OG0001315	CCC27984.1	AMC60632.1
OG0001316	CCC27987.1	AMC60635.1
OG0001317	CCC27990.1	AMC60639.1
OG0001318	CCC27991.1	AMC60640.1
OG0001319	CCC27994.1	AMC60644.1
OG0001320	CCC27995.1	AMC60645.1
OG0001321	CCC27996.1	AMC60646.1
OG0001322	CCC27999.1	AMC60649.1
OG0001323	CCC28000.1	AMC60650.1
OG0001324	CCC28001.1	AMC60651.1
OG0001325	CCC28002.1	AMC60652.1
OG0001326	CCC28011.1	AMC60662.1
OG0001327	CCC28026.1	AMC60680.1
OG0001328	CCC28040.1	AMC60699.1
OG0001329	CCC28041.1	AMC60700.1
OG0001330	CCC28043.1	AMC60703.1
OG0001331	CCC28044.1	AMC60704.1
OG0001332	CCC28049.1	AMC60708.1
OG0001333	CCC28051.1	AMC60711.1
OG0001334	CCC28052.1	AMC60712.1
OG0001335	CCC28055.1	AMC60715.1
OG0001336	CCC28058.1	AMC60719.1
OG0001337	CCC28059.1	AMC60720.1
OG0001338	CCC28060.1	AMC60721.1
OG0001339	CCC28061.1	AMC60722.1
OG0001340	CCC28064.1	AMC60725.1
OG0001341	CCC28067.1	AMC60728.1
OG0001342	CCC28068.1	AMC60729.1
OG0001343	CCC28077.1	AMC60740.1
OG0001344	CCC28078.1	AMC60741.1
OG0001345	CCC28081.1	AMC60744.1
OG0001346	CCC28082.1	AMC60745.1
OG0001347	CCC28085.1	AMC60748.1
OG0001348	CCC28086.1	AMC60749.1
OG0001349	CCC28087.1	AMC60750.1
OG0001350	CCC28088.1	AMC60751.1
OG0001351	CCC28089.1	AMC60753.1
OG0001352	CCC28091.1	AMC60755.1
OG0001353	CCC28101.1	AMC60761.1
OG0001354	CCC28102.1	AMC60762.1
OG0001355	CCC28105.1	AMC60765.1
OG0001356	CCC28106.1	AMC60766.1
OG0001357	CCC28107.1	AMC60767.1
OG0001358	CCC28108.1	AMC60768.1
OG0001359	CCC28109.1	AMC60769.1
OG0001360	CCC28111.1	AMC60772.1
OG0001361	CCC28112.1	AMC60773.1
OG0001362	CCC28115.1	AMC60776.1
OG0001363	CCC28118.1	AMC60779.1
OG0001364	CCC28119.1	AMC60780.1
OG0001365	CCC28120.1	AMC60781.1
OG0001366	CCC28121.1	AMC60782.1
OG0001367	CCC28127.1	AMC60788.1
OG0001368	CCC28128.1	AMC60789.1
OG0001369	CCC28129.1	AMC60790.1
OG0001370	CCC28130.1	AMC60791.1
OG0001371	CCC28134.1	AMC60795.1
OG0001372	CCC28166.1	AMC57730.1, AMC60828.1
OG0001373	CCC28173.1	AMC60838.1
OG0001374	CCC28177.1	AMC60843.1
OG0001375	CCC28178.1	AMC60844.1
OG0001376	CCC28182.1	AMC60848.1
OG0001377	CCC28183.1	AMC60849.1
OG0001378	CCC28207.1	AMC60876.1
OG0001379	CCC28209.1	AMC60878.1
OG0001380	CCC28215.1	AMC60885.1
OG0001381	CCC28217.1	AMC60887.1
OG0001382	CCC28218.1	AMC60888.1
OG0001383	CCC28228.1	AMC60898.1
OG0001384	CCC28229.1	AMC60899.1, AMC60900.1
OG0001385	CCC28231.1	AMC60902.1
OG0001386	CCC28248.1	AMC60919.1
OG0001387	CCC28249.1	AMC60920.1
OG0001388	CCC28266.1	AMC60942.1
OG0001389	CCC28269.1	AMC60946.1
OG0001390	CCC28270.1	AMC60947.1
OG0001391	CCC28273.1	AMC60950.1
OG0001392	CCC28274.1	AMC60951.1
OG0001393	CCC28275.1	AMC60953.1
OG0001394	CCC28283.1	AMC60964.1
OG0001395	CCC28284.1	AMC60965.1
OG0001396	CCC28285.1	AMC60966.1
OG0001397	CCC28286.1	AMC60967.1
OG0001398	CCC28287.1	AMC60968.1
OG0001399	CCC28288.1	AMC60970.1
OG0001400	CCC28291.1	AMC60973.1
OG0001401	CCC28294.1	AMC60976.1
OG0001402	CCC28296.1	AMC60978.1
OG0001403	CCC28298.1	AMC60981.1
OG0001404	CCC28299.1	AMC60982.1
OG0001405	CCC28300.1	AMC60983.1
OG0001406	CCC28308.1	AMC60990.1
OG0001407	CCC28309.1	AMC60991.1
OG0001408	CCC28310.1	AMC60992.1
OG0001409	CCC28312.1	AMC60994.1
OG0001410	CCC28317.1	AMC60999.1
OG0001411	CCC28318.1	AMC61000.1
OG0001412	CCC28321.1	AMC61003.1
OG0001413	CCC28322.1	AMC61004.1
OG0001414	CCC28323.1	AMC61005.1
OG0001415	CCC28325.1	AMC61007.1
OG0001416	CCC28326.1	AMC61008.1
OG0001417	CCC28327.1	AMC61009.1
OG0001418	CCC28328.1	AMC61010.1
OG0001419	CCC28329.1	AMC61011.1
OG0001420	CCC28336.1	AMC61018.1
OG0001421	CCC28337.1	AMC61019.1
OG0001422	CCC28338.1	AMC61020.1
OG0001423	CCC28340.1	AMC61021.1
OG0001424	CCC28341.1	AMC61022.1
OG0001425	CCC28342.1	AMC61023.1
OG0001426	CCC28343.1	AMC61024.1
OG0001427	CCC28344.1	AMC61026.1
OG0001428	CCC28345.1	AMC61027.1
OG0001429	CCC28346.1	AMC61028.1
OG0001430	CCC28347.1	AMC61029.1
OG0001431	CCC28348.1	AMC61030.1
OG0001432	CCC28350.1	AMC61032.1
OG0001433	CCC28355.1	AMC61038.1
OG0001434	CCC28356.1	AMC61040.1
OG0001435	CCC28357.1	AMC61042.1
OG0001436	CCC28358.1	AMC61043.1
OG0001437	CCC28359.1	AMC61044.1
OG0001438	CCC28360.1	AMC61045.1
OG0001439	CCC28361.1	AMC61046.1
OG0001440	CCC28363.1	AMC61048.1
OG0001441	CCC28364.1	AMC61049.1
OG0001442	CCC28367.1	AMC61053.1
OG0001443	CCC28372.1	AMC61058.1
OG0001444	CCC28376.1	AMC61062.1
OG0001445	CCC28379.1	AMC61066.1
OG0001446	CCC28382.1	AMC61069.1
OG0001447	CCC28393.1	AMC61081.1
OG0001448	CCC28394.1	AMC61082.1
OG0001449	CCC28400.1	AMC61088.1
OG0001450	CCC28401.1	AMC61089.1
OG0001451	CCC28416.1	AMC61103.1
OG0001452	CCC28420.1	AMC61108.1
OG0001453	CCC28421.1	AMC61110.1
OG0001454	CCC28422.1	AMC61111.1
OG0001455	CCC28426.1	AMC61117.1
OG0001456	CCC28432.1, CCC28928.1	AMC61671.1
OG0001457	CCC28438.1	AMC61128.1
OG0001458	CCC28440.1	AMC61130.1
OG0001459	CCC28450.1	AMC61140.1
OG0001460	CCC28456.1	AMC61147.1
OG0001461	CCC28472.1	AMC61167.1
OG0001462	CCC28479.1	AMC61174.1
OG0001463	CCC28483.1	AMC61178.1
OG0001464	CCC28484.1	AMC61179.1
OG0001465	CCC28492.1	AMC61189.1
OG0001466	CCC28493.1	AMC61190.1
OG0001467	CCC28494.1	AMC61191.1
OG0001468	CCC28495.1	AMC61192.1
OG0001469	CCC28498.1	AMC61195.1
OG0001470	CCC28499.1	AMC61196.1
OG0001471	CCC28501.1	AMC61198.1
OG0001472	CCC28502.1	AMC61199.1
OG0001473	CCC28504.1	AMC61201.1
OG0001474	CCC28505.1	AMC61202.1
OG0001475	CCC28506.1	AMC61203.1
OG0001476	CCC28517.1	AMC61222.1
OG0001477	CCC28520.1	AMC61225.1
OG0001478	CCC28522.1	AMC61227.1
OG0001479	CCC28525.1	AMC61230.1
OG0001480	CCC28526.1	AMC61231.1
OG0001481	CCC28527.1	AMC61232.1
OG0001482	CCC28528.1	AMC61233.1
OG0001483	CCC28539.1	AMC61243.1
OG0001484	CCC28540.1	AMC61244.1
OG0001485	CCC28541.1	AMC61245.1
OG0001486	CCC28542.1	AMC61246.1
OG0001487	CCC28543.1	AMC61247.1
OG0001488	CCC28544.1	AMC61248.1
OG0001489	CCC28546.1	AMC61249.1
OG0001490	CCC28548.1	AMC61251.1
OG0001491	CCC28557.1	AMC61260.1
OG0001492	CCC28563.1	AMC61266.1
OG0001493	CCC28572.1	AMC61275.1
OG0001494	CCC28587.1	AMC61290.1
OG0001495	CCC28591.1	AMC61299.1
OG0001496	CCC28592.1	AMC61300.1
OG0001497	CCC28601.1	AMC61322.1
OG0001498	CCC28617.1	AMC61339.1
OG0001499	CCC28630.1	AMC61352.1
OG0001500	CCC28634.1	AMC61356.1
OG0001501	CCC28656.1	AMC61378.1
OG0001502	CCC28661.1	AMC61384.1
OG0001503	CCC28662.1	AMC61385.1
OG0001504	CCC28663.1	AMC61386.1
OG0001505	CCC28664.1	AMC61387.1
OG0001506	CCC28665.1	AMC61388.1
OG0001507	CCC28666.1	AMC61389.1
OG0001508	CCC28667.1	AMC61390.1
OG0001509	CCC28669.1	AMC61393.1
OG0001510	CCC28670.1	AMC61394.1
OG0001511	CCC28671.1	AMC61395.1
OG0001512	CCC28673.1	AMC61398.1
OG0001513	CCC28674.1	AMC61399.1
OG0001514	CCC28675.1	AMC61400.1
OG0001515	CCC28678.1	AMC61403.1
OG0001516	CCC28679.1	AMC61404.1
OG0001517	CCC28680.1	AMC61405.1
OG0001518	CCC28682.1	AMC61406.1
OG0001519	CCC28683.1	AMC61407.1
OG0001520	CCC28684.1	AMC61408.1
OG0001521	CCC28685.1	AMC61409.1
OG0001522	CCC28686.1	AMC61410.1
OG0001523	CCC28687.1	AMC61411.1
OG0001524	CCC28688.1	AMC61412.1
OG0001525	CCC28689.1	AMC61413.1
OG0001526	CCC28690.1	AMC61414.1
OG0001527	CCC28691.1	AMC61415.1
OG0001528	CCC28692.1	AMC61416.1
OG0001529	CCC28947.1, CCC28698.1	AMC61422.1
OG0001530	CCC28700.1	AMC61424.1
OG0001531	CCC28701.1	AMC61425.1
OG0001532	CCC28703.1	AMC61427.1
OG0001533	CCC28704.1	AMC61428.1
OG0001534	CCC28705.1	AMC61429.1
OG0001535	CCC28707.1	AMC61431.1
OG0001536	CCC28708.1	AMC61432.1
OG0001537	CCC28711.1	AMC61435.1
OG0001538	CCC28720.1	AMC61444.1
OG0001539	CCC28722.1	AMC61446.1
OG0001540	CCC28723.1	AMC61447.1
OG0001541	CCC28738.1	AMC61465.1
OG0001542	CCC28739.1	AMC61466.1
OG0001543	CCC28740.1	AMC61467.1
OG0001544	CCC28741.1	AMC61468.1
OG0001545	CCC28744.1	AMC61471.1
OG0001546	CCC28745.1	AMC61472.1
OG0001547	CCC28746.1	AMC61473.1
OG0001548	CCC28747.1	AMC61474.1
OG0001549	CCC28748.1	AMC61475.1
OG0001550	CCC28749.1	AMC61476.1
OG0001551	CCC28750.1	AMC61477.1
OG0001552	CCC28753.1	AMC61480.1
OG0001553	CCC28754.1	AMC61481.1
OG0001554	CCC28756.1	AMC61483.1
OG0001555	CCC28757.1	AMC61484.1
OG0001556	CCC28758.1	AMC61485.1
OG0001557	CCC28759.1	AMC61486.1
OG0001558	CCC28760.1	AMC61487.1
OG0001559	CCC28772.1	AMC61500.1
OG0001560	CCC28776.1	AMC61505.1
OG0001561	CCC28782.1	AMC61512.1
OG0001562	CCC28785.1	AMC61516.1
OG0001563	CCC28786.1	AMC61517.1
OG0001564	CCC28787.1	AMC61518.1
OG0001565	CCC28791.1	AMC61522.1
OG0001566	CCC28793.1	AMC61524.1
OG0001567	CCC28794.1	AMC61525.1
OG0001568	CCC28796.1	AMC61527.1
OG0001569	CCC28797.1	AMC61528.1
OG0001570	CCC28798.1	AMC61529.1
OG0001571	CCC28799.1	AMC61531.1
OG0001572	CCC28800.1	AMC61532.1
OG0001573	CCC28801.1	AMC61533.1
OG0001574	CCC28811.1	AMC61545.1
OG0001575	CCC28834.1	AMC61564.1
OG0001576	CCC28835.1	AMC61565.1
OG0001577	CCC28836.1	AMC61566.1
OG0001578	CCC28856.1	AMC61587.1
OG0001579	CCC28858.1	AMC61589.1
OG0001580	CCC28859.1	AMC61590.1
OG0001581	CCC28861.1	AMC61593.1
OG0001582	CCC28862.1	AMC61594.1
OG0001583	CCC28863.1	AMC61595.1
OG0001584	CCC28864.1	AMC61596.1
OG0001585	CCC28865.1	AMC61597.1
OG0001586	CCC28866.1	AMC61598.1
OG0001587	CCC28867.1	AMC61599.1
OG0001588	CCC28873.1	AMC61605.1
OG0001589	CCC28874.1	AMC61606.1
OG0001590	CCC28876.1	AMC61608.1
OG0001591	CCC28877.1	AMC61610.1
OG0001592	CCC28878.1	AMC61612.1
OG0001593	CCC28879.1	AMC61613.1
OG0001594	CCC28885.1	AMC61622.1
OG0001595	CCC28886.1	AMC61623.1
OG0001596	CCC28887.1	AMC61624.1
OG0001597	CCC28889.1	AMC61626.1
OG0001598	CCC28890.1	AMC61627.1
OG0001599	CCC28891.1	AMC61628.1
OG0001600	CCC28892.1	AMC61629.1
OG0001601	CCC28893.1	AMC61630.1
OG0001602	CCC28894.1	AMC61631.1
OG0001603	CCC28897.1	AMC61636.1
OG0001604	CCC28900.1	AMC61639.1
OG0001605	CCC28905.1	AMC61645.1
OG0001606	CCC28913.1	AMC61654.1
OG0001607	CCC28918.1	AMC61659.1
OG0001608	CCC28919.1	AMC61660.1
OG0001609	CCC28921.1	AMC61662.1
OG0001610	CCC28922.1	AMC61663.1
OG0001611	CCC28926.1	AMC61667.1
OG0001612	CCC28927.1	AMC61668.1
OG0001613	CCC28929.1	AMC61672.1
OG0001614	CCC28930.1	AMC61676.1
OG0001615	CCC28931.1	AMC61677.1
OG0001616	CCC28933.1	AMC61679.1
OG0001617	CCC28934.1	AMC61680.1
OG0001618	CCC28936.1	AMC61682.1
OG0001619	CCC28937.1	AMC61683.1
OG0001620	CCC28938.1	AMC61684.1
OG0001621	CCC28942.1	AMC61689.1
OG0001622	CCC28943.1	AMC61690.1
OG0001623	CCC28979.1	AMC61719.1
OG0001624	CCC28990.1	AMC61731.1
OG0001625	CCC28991.1	AMC61732.1
OG0001626	CCC28992.1	AMC61733.1
OG0001627	CCC28993.1	AMC61737.1
OG0001628	CCC28996.1	AMC61740.1
OG0001629	CCC28998.1	AMC61742.1
OG0001630	CCC28999.1	AMC61743.1
OG0001631	CCC29000.1	AMC61744.1
OG0001632	CCC29001.1	AMC61745.1
OG0001633	CCC29002.1	AMC61746.1
OG0001634	CCC29003.1	AMC61747.1
OG0001635	CCC29004.1	AMC61748.1
OG0001653	CCC25082.1	AMC57439.1
OG0001654	CCC25084.1	AMC57442.1
OG0001655	CCC25086.1	AMC57444.1
OG0001656	CCC25096.1	AMC57456.1
OG0001657	CCC25097.1	AMC57457.1
OG0001658	CCC25099.1	AMC57460.1
OG0001659	CCC25100.1	AMC57461.1
OG0001660	CCC25101.1	AMC57462.1
OG0001661	CCC25102.1	AMC57463.1
OG0001662	CCC25103.1	AMC57465.1
OG0001663	CCC25104.1	AMC57466.1
OG0001664	CCC25110.1	AMC57472.1
OG0001665	CCC25111.1	AMC57473.1
OG0001667	CCC25117.1	AMC57479.1
OG0001668	CCC25119.1	AMC57481.1
OG0001669	CCC25122.1	AMC57484.1
OG0001670	CCC25126.1	AMC57488.1
OG0001671	CCC25136.1	AMC57498.1
OG0001672	CCC25137.1	AMC57499.1
OG0001673	CCC25143.1	AMC57508.1
OG0001674	CCC25150.1	AMC57516.1
OG0001675	CCC25151.1	AMC57517.1
OG0001676	CCC25168.1	AMC57537.1
OG0001677	CCC25170.1	AMC59315.1, AMC58694.1, AMC57539.1
OG0001678	CCC25171.1	AMC57540.1
OG0001679	CCC25172.1	AMC57541.1
OG0001680	CCC25173.1	AMC57542.1
OG0001681	CCC25174.1	AMC57543.1
OG0001682	CCC25175.1	AMC57544.1
OG0001683	CCC25183.1	AMC57553.1
OG0001684	CCC25188.1	AMC57558.1
OG0001685	CCC25193.1	AMC57564.1
OG0001686	CCC25195.1	AMC57566.1
OG0001687	CCC25196.1	AMC57567.1
OG0001688	CCC25200.1	AMC57573.1
OG0001689	CCC25201.1	AMC57574.1
OG0001690	CCC25202.1	AMC57575.1
OG0001691	CCC25204.1	AMC57577.1
OG0001692	CCC25206.1	AMC57579.1
OG0001693	CCC25207.1	AMC57580.1
OG0001694	CCC25209.1	AMC57582.1
OG0001695	CCC25213.1	AMC57587.1
OG0001696	CCC25215.1	AMC57589.1
OG0001697	CCC25216.1	AMC57590.1
OG0001698	CCC25217.1	AMC57591.1
OG0001699	CCC25218.1	AMC57592.1
OG0001700	CCC25219.1	AMC57593.1
OG0001701	CCC25227.1	AMC57602.1
OG0001702	CCC25228.1	AMC57603.1
OG0001703	CCC25232.1	AMC57608.1
OG0001704	CCC25236.1	AMC57612.1
