Orthogroup	Mafric	Mbovis
OG0001077	CCC27287.1	ALV11251.1
OG0001078	CCC27288.1	ALV11252.1
OG0001079	CCC27291.1	ALV11255.1
OG0001080	CCC27292.1	ALV11256.1
OG0001081	CCC27294.1	ALV11258.1
OG0001082	CCC27295.1	ALV13026.1
OG0001083	CCC27296.1	ALV11259.1
OG0001084	CCC27298.1	ALV11261.1
OG0001085	CCC27299.1	ALV11262.1
OG0001086	CCC27300.1	ALV11263.1
OG0001087	CCC27302.1	ALV11265.1
OG0001088	CCC27303.1	ALV11266.1
OG0001089	CCC27304.1	ALV11267.1
OG0001090	CCC27305.1	ALV13027.1
OG0001091	CCC27306.1	ALV11268.1
OG0001092	CCC27307.1	ALV11270.1
OG0001093	CCC27310.1	ALV11273.1
OG0001094	CCC27311.1	ALV11274.1
OG0001095	CCC27312.1	ALV11275.1
OG0001096	CCC27316.1	ALV11279.1
OG0001097	CCC27320.1	ALV13031.1
OG0001098	CCC27322.1	ALV11283.1
OG0001099	CCC27324.1	ALV11285.1
OG0001100	CCC27325.1	ALV11286.1
OG0001101	CCC27328.1	ALV11289.1
OG0001102	CCC27338.1	ALV11297.1
OG0001103	CCC27339.1	ALV11298.1
OG0001104	CCC27340.1	ALV11299.1
OG0001105	CCC27344.1	ALV11302.1
OG0001106	CCC27365.1	ALV11322.1
OG0001107	CCC27371.1	ALV11329.1
OG0001108	CCC27398.1	ALV11351.1
OG0001109	CCC27399.1	ALV11352.1
OG0001110	CCC27400.1	ALV11353.1
OG0001111	CCC27407.1	ALV11360.1
OG0001112	CCC27408.1	ALV13042.1
OG0001113	CCC27417.1	ALV11369.1
OG0001114	CCC27418.1	ALV11370.1
OG0001115	CCC27425.1	ALV13047.1
OG0001116	CCC27426.1	ALV11375.1
OG0001117	CCC27427.1	ALV11376.1
OG0001118	CCC27441.1	ALV11380.1
OG0001119	CCC27442.1	ALV11381.1
OG0001120	CCC27445.1	ALV11384.1
OG0001121	CCC27446.1	ALV11385.1
OG0001122	CCC27448.1	ALV13048.1
OG0001123	CCC27451.1	ALV11389.1
OG0001124	CCC27452.1	ALV11390.1
OG0001125	CCC27456.1	ALV11393.1
OG0001126	CCC27457.1	ALV11394.1
OG0001127	CCC27458.1	ALV11395.1
OG0001128	CCC27466.1	ALV09650.1, ALV13050.1
OG0001129	CCC27467.1	ALV11402.1
OG0001130	CCC27475.1	ALV11411.1
OG0001131	CCC27476.1	ALV11412.1
OG0001132	CCC27484.1	ALV11422.1
OG0001133	CCC27486.1	ALV11424.1
OG0001134	CCC27487.1	ALV11425.1
OG0001135	CCC27489.1	ALV11427.1
OG0001136	CCC27494.1	ALV11431.1
OG0001137	CCC27495.1	ALV11432.1
OG0001138	CCC27496.1	ALV11433.1
OG0001139	CCC27497.1	ALV11434.1
OG0001140	CCC27498.1	ALV11435.1
OG0001141	CCC27504.1	ALV11441.1
OG0001142	CCC27505.1	ALV11442.1
OG0001143	CCC27506.1	ALV11443.1
OG0001144	CCC27512.1	ALV11449.1
OG0001145	CCC27514.1	ALV11451.1
OG0001146	CCC27521.1	ALV11458.1
OG0001147	CCC27522.1	ALV11459.1
OG0001148	CCC27524.1	ALV13056.1
OG0001149	CCC27526.1	ALV11460.1
OG0001150	CCC27527.1	ALV11461.1
OG0001151	CCC27528.1	ALV11462.1
OG0001152	CCC27529.1	ALV13057.1
OG0001153	CCC27531.1	ALV11464.1
OG0001154	CCC27532.1	ALV13058.1
OG0001155	CCC27533.1	ALV11465.1
OG0001156	CCC27534.1	ALV11466.1
OG0001157	CCC27535.1	ALV11467.1
OG0001158	CCC27544.1	ALV11474.1
OG0001159	CCC27545.1	ALV11475.1
OG0001160	CCC27547.1	ALV11476.1
OG0001161	CCC27548.1	ALV11477.1
OG0001162	CCC27549.1	ALV11478.1
OG0001163	CCC27552.1	ALV13062.1
OG0001164	CCC27553.1	ALV11481.1
OG0001165	CCC27554.1	ALV11482.1
OG0001166	CCC27555.1	ALV11483.1
OG0001167	CCC27557.1	ALV13063.1
OG0001168	CCC27563.1	ALV11490.1
OG0001169	CCC27564.1	ALV11491.1
OG0001170	CCC27567.1	ALV11494.1
OG0001171	CCC27568.1	ALV11495.1
OG0001172	CCC27569.1	ALV11496.1
OG0001173	CCC27581.1	ALV11508.1
OG0001174	CCC27582.1	ALV11509.1
OG0001175	CCC27586.1	ALV11513.1
OG0001176	CCC27592.1	ALV11519.1
OG0001177	CCC27593.1	ALV11520.1
OG0001178	CCC27594.1	ALV11521.1
OG0001179	CCC27596.1	ALV11523.1
OG0001180	CCC27605.1	ALV11534.1
OG0001181	CCC27606.1	ALV11535.1
OG0001182	CCC27607.1	ALV13067.1
OG0001183	CCC27608.1	ALV11536.1
OG0001184	CCC27609.1	ALV11537.1
OG0001185	CCC27617.1	ALV11544.1
OG0001186	CCC27619.1	ALV11546.1
OG0001187	CCC27620.1	ALV11547.1
OG0001188	CCC27621.1	ALV11548.1
OG0001189	CCC27622.1	ALV11549.1
OG0001190	CCC27623.1	ALV11550.1
OG0001191	CCC27624.1	ALV11551.1
OG0001192	CCC27625.1	ALV11552.1
OG0001193	CCC27626.1	ALV13069.1
OG0001194	CCC27639.1	ALV11565.1
OG0001195	CCC27640.1	ALV11566.1
OG0001196	CCC27641.1	ALV11567.1
OG0001197	CCC27642.1	ALV11568.1
OG0001198	CCC27646.1	ALV11572.1
OG0001199	CCC27648.1, CCC27649.1	ALV11574.1
OG0001200	CCC27654.1	ALV11577.1
OG0001201	CCC27656.1	ALV11579.1
OG0001202	CCC27658.1	ALV11581.1
OG0001203	CCC27659.1	ALV11582.1
OG0001204	CCC27660.1	ALV13072.1
OG0001205	CCC27663.1	ALV11585.1
OG0001206	CCC27667.1	ALV11589.1
OG0001207	CCC27668.1	ALV11590.1
OG0001208	CCC27670.1	ALV11591.1
OG0001209	CCC27672.1	ALV11593.1
OG0001210	CCC27673.1	ALV11594.1
OG0001211	CCC27674.1	ALV11595.1
OG0001212	CCC27675.1	ALV11596.1
OG0001213	CCC27676.1	ALV11597.1
OG0001214	CCC27677.1	ALV11598.1
OG0001215	CCC27679.1	ALV11600.1
OG0001216	CCC27680.1	ALV11601.1
OG0001217	CCC27681.1	ALV11602.1
OG0001218	CCC27691.1	ALV11611.1
OG0001219	CCC27692.1	ALV11612.1
OG0001220	CCC27693.1	ALV11613.1
OG0001221	CCC27694.1	ALV11614.1
OG0001222	CCC27697.1	ALV11616.1
OG0001223	CCC27698.1	ALV11617.1
OG0001224	CCC27699.1	ALV11618.1
OG0001225	CCC27700.1	ALV11619.1
OG0001226	CCC27701.1	ALV11620.1
OG0001227	CCC27702.1	ALV11621.1
OG0001228	CCC27726.1	ALV11644.1
OG0001229	CCC27746.1	ALV13079.1
OG0001230	CCC27747.1	ALV11660.1
OG0001231	CCC27750.1	ALV11663.1
OG0001232	CCC27751.1	ALV11664.1
OG0001233	CCC27752.1	ALV13080.1
OG0001234	CCC27754.1	ALV13081.1
OG0001235	CCC27755.1	ALV11666.1
OG0001236	CCC27757.1	ALV13082.1
OG0001237	CCC27769.1	ALV11677.1
OG0001238	CCC27770.1	ALV11678.1
OG0001239	CCC27771.1	ALV11679.1
OG0001240	CCC27772.1	ALV11680.1
OG0001241	CCC27774.1	ALV11682.1
OG0001242	CCC27775.1	ALV11683.1
OG0001243	CCC27776.1	ALV11684.1
OG0001244	CCC27777.1	ALV13085.1
OG0001245	CCC27781.1	ALV11688.1
OG0001246	CCC27782.1	ALV11689.1
OG0001247	CCC27783.1	ALV11690.1
OG0001248	CCC27784.1	ALV13086.1
OG0001249	CCC27788.1	ALV11693.1
OG0001250	CCC27791.1	ALV11696.1
OG0001251	CCC27792.1	ALV11697.1
OG0001252	CCC27793.1	ALV11698.1
OG0001253	CCC27794.1	ALV11699.1
OG0001254	CCC27795.1	ALV11700.1
OG0001255	CCC27798.1	ALV11703.1
OG0001256	CCC27799.1	ALV11704.1
OG0001257	CCC27800.1	ALV13088.1
OG0001258	CCC27801.1	ALV11705.1
OG0001259	CCC27802.1	ALV11706.1
OG0001260	CCC27806.1	ALV11710.1
OG0001261	CCC27807.1	ALV11711.1
OG0001262	CCC27810.1	ALV11713.1
OG0001263	CCC27811.1	ALV11714.1
OG0001264	CCC27813.1	ALV11716.1
OG0001265	CCC27814.1	ALV11717.1
OG0001266	CCC27815.1	ALV11718.1
OG0001267	CCC27821.1	ALV11721.1
OG0001268	CCC27822.1	ALV11722.1
OG0001269	CCC27827.1	ALV11727.1
OG0001270	CCC27828.1	ALV11728.1
OG0001271	CCC27829.1	ALV13091.1
OG0001272	CCC27838.1	ALV11736.1
OG0001273	CCC27839.1	ALV11737.1
OG0001274	CCC27846.1	ALV11745.1
OG0001275	CCC27847.1	ALV11746.1
OG0001276	CCC27851.1	ALV11749.1
OG0001277	CCC27852.1	ALV11750.1
OG0001278	CCC27857.1	ALV11756.1
OG0001279	CCC27858.1	ALV11757.1
OG0001280	CCC27860.1	ALV11759.1
OG0001281	CCC27861.1	ALV13093.1
OG0001282	CCC27868.1	ALV11766.1
OG0001283	CCC27869.1	ALV11767.1
OG0001284	CCC27870.1	ALV11768.1
OG0001285	CCC27913.1	ALV11809.1
OG0001286	CCC27914.1	ALV11810.1
OG0001287	CCC27916.1	ALV11812.1
OG0001288	CCC27918.1	ALV11814.1
OG0001289	CCC27919.1	ALV11815.1
OG0001290	CCC27930.1	ALV11824.1
OG0001291	CCC27934.1	ALV11830.1
OG0001292	CCC27936.1	ALV11832.1
OG0001293	CCC27939.1	ALV11836.1
OG0001294	CCC27943.1	ALV11840.1
OG0001295	CCC27944.1	ALV11841.1
OG0001296	CCC27945.1	ALV13101.1
OG0001297	CCC27955.1	ALV11850.1
OG0001298	CCC27956.1	ALV11851.1
OG0001299	CCC27957.1	ALV11852.1
OG0001300	CCC27962.1	ALV11856.1
OG0001301	CCC27963.1	ALV11857.1
OG0001302	CCC27964.1	ALV11858.1
OG0001303	CCC27968.1	ALV11862.1
OG0001304	CCC27969.1	ALV11863.1
OG0001305	CCC27971.1	ALV11865.1
OG0001306	CCC27972.1	ALV13104.1
OG0001307	CCC27975.1	ALV11868.1
OG0001308	CCC27976.1	ALV11869.1
OG0001309	CCC27977.1	ALV11870.1
OG0001310	CCC27978.1	ALV11871.1
OG0001311	CCC27980.1	ALV11873.1
OG0001312	CCC27981.1	ALV11874.1
OG0001313	CCC27982.1	ALV11875.1
OG0001314	CCC27983.1	ALV11876.1
OG0001315	CCC27984.1	ALV13105.1
OG0001316	CCC27987.1	ALV11879.1
OG0001317	CCC27990.1	ALV11881.1
OG0001318	CCC27991.1	ALV13107.1
OG0001319	CCC27994.1	ALV13108.1
OG0001320	CCC27995.1	ALV11884.1
OG0001321	CCC27996.1	ALV11885.1
OG0001322	CCC27999.1	ALV13109.1
OG0001323	CCC28000.1	ALV11888.1
OG0001324	CCC28001.1	ALV11889.1
OG0001325	CCC28002.1	ALV13110.1
OG0001326	CCC28011.1	ALV13112.1
OG0001327	CCC28026.1	ALV11909.1
OG0001328	CCC28040.1	ALV11922.1
OG0001329	CCC28041.1	ALV11923.1
OG0001330	CCC28043.1	ALV11925.1
OG0001331	CCC28044.1	ALV13118.1
OG0001332	CCC28049.1	ALV11929.1
OG0001333	CCC28051.1	ALV11932.1
OG0001334	CCC28052.1	ALV11933.1
OG0001335	CCC28055.1	ALV11936.1
OG0001336	CCC28058.1	ALV13120.1
OG0001337	CCC28059.1	ALV11939.1
OG0001338	CCC28060.1	ALV11940.1
OG0001339	CCC28061.1	ALV11941.1
OG0001340	CCC28064.1	ALV11944.1
OG0001341	CCC28067.1	ALV11947.1
OG0001342	CCC28068.1	ALV13121.1
OG0001343	CCC28077.1	ALV11955.1
OG0001344	CCC28078.1	ALV11956.1
OG0001345	CCC28081.1	ALV11958.1
OG0001346	CCC28082.1	ALV11959.1
OG0001347	CCC28085.1	ALV11962.1
OG0001348	CCC28086.1	ALV11963.1
OG0001349	CCC28087.1	ALV11964.1
OG0001350	CCC28088.1	ALV11965.1
OG0001351	CCC28089.1	ALV11966.1
OG0001352	CCC28091.1	ALV11968.1
OG0001353	CCC28101.1	ALV11974.1
OG0001354	CCC28102.1	ALV11975.1
OG0001355	CCC28105.1	ALV11978.1
OG0001356	CCC28106.1	ALV11979.1
OG0001357	CCC28107.1	ALV11980.1
OG0001358	CCC28108.1	ALV11981.1
OG0001359	CCC28109.1	ALV11982.1
OG0001360	CCC28111.1	ALV13127.1
OG0001361	CCC28112.1	ALV11985.1
OG0001362	CCC28115.1	ALV13128.1
OG0001363	CCC28118.1	ALV11989.1
OG0001364	CCC28119.1	ALV11990.1
OG0001365	CCC28120.1	ALV13130.1
OG0001366	CCC28121.1	ALV13132.1
OG0001367	CCC28127.1	ALV13133.1
OG0001368	CCC28128.1	ALV11996.1
OG0001369	CCC28129.1	ALV11997.1
OG0001370	CCC28130.1	ALV11998.1
OG0001371	CCC28134.1	ALV12002.1
OG0001372	CCC28166.1	ALV12029.1
OG0001373	CCC28173.1	ALV12037.1
OG0001374	CCC28177.1	ALV12042.1
OG0001375	CCC28178.1	ALV12043.1
OG0001376	CCC28182.1	ALV13139.1
OG0001377	CCC28183.1	ALV12047.1
OG0001378	CCC28207.1	ALV12063.1
OG0001379	CCC28209.1	ALV13143.1
OG0001380	CCC28215.1	ALV12071.1
OG0001381	CCC28217.1	ALV12073.1
OG0001382	CCC28218.1	ALV12074.1
OG0001383	CCC28228.1	ALV12082.1
OG0001384	CCC28229.1	ALV12083.1
OG0001385	CCC28231.1	ALV12084.1
OG0001386	CCC28248.1	ALV13147.1
OG0001387	CCC28249.1	ALV12101.1
OG0001388	CCC28266.1	ALV13148.1
OG0001389	CCC28269.1	ALV12122.1
OG0001390	CCC28270.1	ALV13150.1
OG0001391	CCC28273.1	ALV12124.1
OG0001392	CCC28274.1	ALV13152.1
OG0001393	CCC28275.1	ALV13153.1
OG0001394	CCC28283.1	ALV13155.1
OG0001395	CCC28284.1	ALV12132.1
OG0001396	CCC28285.1	ALV12133.1
OG0001397	CCC28286.1	ALV12134.1
OG0001398	CCC28287.1	ALV13156.1
OG0001399	CCC28288.1	ALV13157.1
OG0001400	CCC28291.1	ALV12137.1
OG0001401	CCC28294.1	ALV12140.1
OG0001402	CCC28296.1	ALV12141.1
OG0001403	CCC28298.1	ALV12143.1
OG0001404	CCC28299.1	ALV12144.1
OG0001405	CCC28300.1	ALV13158.1
OG0001406	CCC28308.1	ALV12152.1
OG0001407	CCC28309.1	ALV12153.1
OG0001408	CCC28310.1	ALV13159.1
OG0001409	CCC28312.1	ALV12155.1
OG0001410	CCC28317.1	ALV12159.1
OG0001411	CCC28318.1	ALV12160.1
OG0001412	CCC28321.1	ALV12163.1
OG0001413	CCC28322.1	ALV12164.1
OG0001414	CCC28323.1	ALV12165.1
OG0001415	CCC28325.1	ALV13161.1
OG0001416	CCC28326.1	ALV12167.1
OG0001417	CCC28327.1	ALV12168.1
OG0001418	CCC28328.1	ALV12169.1
OG0001419	CCC28329.1	ALV12170.1
OG0001420	CCC28336.1	ALV12177.1
OG0001421	CCC28337.1	ALV12178.1
OG0001422	CCC28338.1	ALV12179.1
OG0001423	CCC28340.1	ALV12181.1
OG0001424	CCC28341.1	ALV12182.1
OG0001425	CCC28342.1	ALV12183.1
OG0001426	CCC28343.1	ALV12184.1
OG0001427	CCC28344.1	ALV12185.1
OG0001428	CCC28345.1	ALV12186.1
OG0001429	CCC28346.1	ALV12187.1
OG0001430	CCC28347.1	ALV12188.1
OG0001431	CCC28348.1	ALV12189.1
OG0001432	CCC28350.1	ALV12190.1
OG0001433	CCC28355.1	ALV12195.1
OG0001434	CCC28356.1	ALV12196.1
OG0001435	CCC28357.1	ALV13163.1
OG0001436	CCC28358.1	ALV12197.1
OG0001437	CCC28359.1	ALV12198.1
OG0001438	CCC28360.1	ALV12199.1
OG0001439	CCC28361.1	ALV12200.1
OG0001440	CCC28363.1	ALV12202.1
OG0001441	CCC28364.1	ALV13164.1
OG0001442	CCC28367.1	ALV12205.1
OG0001443	CCC28372.1	ALV12210.1
OG0001444	CCC28376.1	ALV12214.1
OG0001445	CCC28379.1	ALV12217.1
OG0001446	CCC28382.1	ALV12236.1, ALV12219.1, ALV12253.1
OG0001447	CCC28393.1	ALV13166.1, ALV13168.1, ALV13170.1
OG0001448	CCC28394.1	ALV12230.1, ALV12264.1, ALV12247.1
OG0001449	CCC28400.1	ALV12270.1
OG0001450	CCC28401.1	ALV12271.1
OG0001451	CCC28416.1	ALV12281.1
OG0001452	CCC28420.1	ALV12284.1
OG0001454	CCC28422.1	ALV12285.1
OG0001455	CCC28426.1	ALV12289.1
OG0001456	CCC28432.1	ALV12706.1
OG0001456	CCC28928.1	ALV12293.1
OG0001457	CCC28438.1	ALV12300.1
OG0001458	CCC28440.1	ALV13178.1
OG0001459	CCC28450.1	ALV12311.1
OG0001460	CCC28456.1	ALV12315.1
OG0001461	CCC28472.1	ALV12326.1
OG0001462	CCC28479.1	ALV12332.1
OG0001463	CCC28483.1	ALV12335.1
OG0001464	CCC28484.1	ALV12336.1
OG0001465	CCC28492.1	ALV12344.1
OG0001466	CCC28493.1	ALV12345.1
OG0001467	CCC28494.1	ALV12346.1
OG0001468	CCC28495.1	ALV12347.1
OG0001469	CCC28498.1	ALV12350.1
OG0001470	CCC28499.1	ALV12351.1
OG0001471	CCC28501.1	ALV12353.1
OG0001472	CCC28502.1	ALV12354.1
OG0001473	CCC28504.1	ALV13187.1
OG0001474	CCC28505.1	ALV12356.1
OG0001475	CCC28506.1	ALV13188.1
OG0001476	CCC28517.1	ALV12362.1
OG0001477	CCC28520.1	ALV12364.1
OG0001478	CCC28522.1	ALV12366.1
OG0001479	CCC28525.1	ALV12368.1
OG0001480	CCC28526.1	ALV12369.1
OG0001481	CCC28527.1	ALV13191.1
OG0001482	CCC28528.1	ALV12370.1
OG0001483	CCC28539.1	ALV12379.1
OG0001484	CCC28540.1	ALV12380.1
OG0001485	CCC28541.1	ALV12381.1
OG0001486	CCC28542.1	ALV12382.1
OG0001487	CCC28543.1	ALV12383.1
OG0001488	CCC28544.1	ALV12384.1
OG0001489	CCC28546.1	ALV12386.1
OG0001490	CCC28548.1	ALV12388.1
OG0001491	CCC28557.1	ALV13194.1
OG0001492	CCC28563.1	ALV13196.1
OG0001493	CCC28572.1	ALV12403.1
OG0001494	CCC28587.1	ALV12417.1
OG0001495	CCC28591.1	ALV12420.1
OG0001496	CCC28592.1	ALV12421.1
OG0001497	CCC28601.1	ALV12429.1
OG0001498	CCC28617.1	ALV12445.1
OG0001499	CCC28630.1	ALV12456.1
OG0001500	CCC28634.1	ALV12460.1
OG0001501	CCC28656.1	ALV13207.1
OG0001502	CCC28661.1	ALV12483.1
OG0001503	CCC28662.1	ALV12484.1
OG0001504	CCC28663.1	ALV12485.1
OG0001505	CCC28664.1	ALV12486.1
OG0001506	CCC28665.1	ALV12487.1
OG0001507	CCC28666.1	ALV12488.1
OG0001508	CCC28667.1	ALV12489.1
OG0001509	CCC28669.1	ALV12490.1
OG0001510	CCC28670.1	ALV12491.1
OG0001511	CCC28671.1	ALV12492.1
OG0001512	CCC28673.1	ALV12494.1
OG0001513	CCC28674.1	ALV12495.1
OG0001514	CCC28675.1	ALV12496.1
OG0001515	CCC28678.1	ALV12499.1
OG0001516	CCC28679.1	ALV12500.1
OG0001517	CCC28680.1	ALV12501.1
OG0001518	CCC28682.1	ALV12503.1
OG0001519	CCC28683.1	ALV12504.1
OG0001520	CCC28684.1	ALV12505.1
OG0001521	CCC28685.1	ALV12506.1
OG0001522	CCC28686.1	ALV12507.1
OG0001523	CCC28687.1	ALV12508.1
OG0001524	CCC28688.1	ALV12509.1
OG0001525	CCC28689.1	ALV12510.1
OG0001526	CCC28690.1	ALV12511.1
OG0001527	CCC28691.1	ALV12512.1
OG0001528	CCC28692.1	ALV12513.1
OG0001529	CCC28947.1, CCC28698.1	ALV12725.1
OG0001530	CCC28700.1	ALV13209.1
OG0001531	CCC28701.1	ALV12518.1
OG0001532	CCC28703.1	ALV12519.1
OG0001533	CCC28704.1	ALV12520.1
OG0001534	CCC28705.1	ALV12521.1
OG0001535	CCC28707.1	ALV12522.1
OG0001536	CCC28708.1	ALV12523.1
OG0001537	CCC28711.1	ALV13212.1
OG0001538	CCC28720.1	ALV12533.1
OG0001539	CCC28722.1	ALV12534.1
OG0001540	CCC28723.1	ALV12535.1
OG0001541	CCC28738.1	ALV12545.1
OG0001542	CCC28739.1	ALV13220.1
OG0001543	CCC28740.1	ALV12546.1
OG0001544	CCC28741.1	ALV12547.1
OG0001545	CCC28744.1	ALV12550.1
OG0001546	CCC28745.1	ALV12551.1
OG0001547	CCC28746.1	ALV12552.1
OG0001548	CCC28747.1	ALV12553.1
OG0001549	CCC28748.1	ALV12554.1
OG0001550	CCC28749.1	ALV12555.1
OG0001551	CCC28750.1	ALV12556.1
OG0001552	CCC28753.1	ALV12559.1
OG0001553	CCC28754.1	ALV12560.1
OG0001554	CCC28756.1	ALV12562.1
OG0001555	CCC28757.1	ALV12563.1
OG0001556	CCC28758.1	ALV12564.1
OG0001557	CCC28759.1	ALV12565.1
OG0001558	CCC28760.1	ALV12566.1
OG0001559	CCC28772.1	ALV12576.1
OG0001560	CCC28776.1	ALV12578.1
OG0001561	CCC28782.1	ALV12583.1
OG0001562	CCC28785.1	ALV12586.1
OG0001563	CCC28786.1	ALV12587.1
OG0001564	CCC28787.1	ALV12588.1
OG0001565	CCC28791.1	ALV12591.1
OG0001566	CCC28793.1	ALV12593.1
OG0001567	CCC28794.1	ALV12594.1
OG0001568	CCC28796.1	ALV12596.1
OG0001569	CCC28797.1	ALV12597.1
OG0001570	CCC28798.1	ALV12598.1
OG0001571	CCC28799.1	ALV12599.1
OG0001572	CCC28800.1	ALV12600.1
OG0001573	CCC28801.1	ALV12601.1
OG0001574	CCC28811.1	ALV12608.1
OG0001575	CCC28834.1	ALV12622.1
OG0001576	CCC28835.1	ALV12623.1
OG0001577	CCC28836.1	ALV12624.1
OG0001578	CCC28856.1	ALV12642.1
OG0001579	CCC28858.1	ALV12644.1
OG0001580	CCC28859.1	ALV12645.1
OG0001581	CCC28861.1	ALV13233.1
OG0001582	CCC28862.1	ALV12648.1
OG0001583	CCC28863.1	ALV12649.1
OG0001584	CCC28864.1	ALV13234.1
OG0001585	CCC28865.1	ALV12650.1
OG0001586	CCC28866.1	ALV12651.1
OG0001587	CCC28867.1	ALV12652.1
OG0001588	CCC28873.1	ALV12657.1
OG0001589	CCC28874.1	ALV12658.1
OG0001590	CCC28876.1	ALV12660.1
OG0001591	CCC28877.1	ALV12661.1
OG0001592	CCC28878.1	ALV12662.1
OG0001593	CCC28879.1	ALV12663.1
OG0001594	CCC28885.1	ALV12669.1
OG0001595	CCC28886.1	ALV12670.1
OG0001596	CCC28887.1	ALV12671.1
OG0001597	CCC28889.1	ALV12673.1
OG0001598	CCC28890.1	ALV12674.1
OG0001599	CCC28891.1	ALV12675.1
OG0001600	CCC28892.1	ALV12676.1
OG0001601	CCC28893.1	ALV13236.1
OG0001602	CCC28894.1	ALV13237.1
OG0001603	CCC28897.1	ALV12679.1
OG0001604	CCC28900.1	ALV12682.1
OG0001605	CCC28905.1	ALV13239.1
OG0001606	CCC28913.1	ALV12693.1
OG0001607	CCC28918.1	ALV12697.1
OG0001608	CCC28919.1	ALV12698.1
OG0001609	CCC28921.1	ALV12700.1
OG0001610	CCC28922.1	ALV12701.1
OG0001611	CCC28926.1	ALV13241.1
OG0001612	CCC28927.1	ALV12705.1
OG0001613	CCC28929.1	ALV12707.1
OG0001614	CCC28930.1	ALV12709.1
OG0001615	CCC28931.1	ALV12710.1
OG0001616	CCC28933.1	ALV13242.1
OG0001617	CCC28934.1	ALV12712.1
OG0001618	CCC28936.1	ALV12714.1
OG0001619	CCC28937.1	ALV12715.1
OG0001620	CCC28938.1	ALV12716.1
OG0001621	CCC28942.1	ALV12720.1
OG0001622	CCC28943.1	ALV12721.1
OG0001623	CCC28979.1	ALV12745.1
OG0001624	CCC28990.1	ALV12751.1
OG0001625	CCC28991.1	ALV12752.1
OG0001626	CCC28992.1	ALV13247.1
OG0001627	CCC28993.1	ALV12753.1
OG0001628	CCC28996.1	ALV12756.1
OG0001629	CCC28998.1	ALV12758.1
OG0001630	CCC28999.1	ALV12759.1
OG0001631	CCC29000.1	ALV12760.1
OG0001632	CCC29001.1	ALV12761.1
OG0001633	CCC29002.1	ALV12762.1
OG0001634	CCC29003.1	ALV12763.1
OG0001635	CCC29004.1	ALV12764.1
OG0001653	CCC25082.1	ALV09288.1
OG0001655	CCC25086.1	ALV09291.1
OG0001656	CCC25096.1	ALV09301.1
OG0001657	CCC25097.1	ALV09302.1
OG0001658	CCC25099.1	ALV09304.1
OG0001659	CCC25100.1	ALV12768.1
OG0001660	CCC25101.1	ALV09305.1
OG0001661	CCC25102.1	ALV09306.1
OG0001662	CCC25103.1	ALV09307.1
OG0001663	CCC25104.1	ALV09308.1
OG0001664	CCC25110.1	ALV12769.1
OG0001665	CCC25111.1	ALV09314.1
OG0001666	CCC25113.1	ALV09315.1
OG0001667	CCC25117.1	ALV09319.1
OG0001668	CCC25119.1	ALV09321.1
OG0001669	CCC25122.1	ALV09324.1
OG0001670	CCC25126.1	ALV09328.1
OG0001671	CCC25136.1	ALV09338.1
OG0001672	CCC25137.1	ALV09339.1
OG0001673	CCC25143.1	ALV09346.1
OG0001674	CCC25150.1	ALV09353.1
OG0001675	CCC25151.1	ALV12772.1
OG0001676	CCC25168.1	ALV09368.1
OG0001678	CCC25171.1	ALV09370.1
OG0001679	CCC25172.1	ALV09371.1
OG0001680	CCC25173.1	ALV09372.1
OG0001681	CCC25174.1	ALV12776.1
OG0001682	CCC25175.1	ALV09373.1
OG0001683	CCC25183.1	ALV09381.1
OG0001684	CCC25188.1	ALV09385.1
OG0001685	CCC25193.1	ALV12780.1
OG0001686	CCC25195.1	ALV09389.1
OG0001687	CCC25196.1	ALV09390.1
OG0001688	CCC25200.1	ALV09395.1
OG0001689	CCC25201.1	ALV09396.1
OG0001690	CCC25202.1	ALV09397.1
OG0001691	CCC25204.1	ALV09399.1
OG0001692	CCC25206.1	ALV09401.1
OG0001693	CCC25207.1	ALV09402.1
OG0001694	CCC25209.1	ALV09403.1
OG0001695	CCC25213.1	ALV09407.1
OG0001696	CCC25215.1	ALV09409.1
OG0001697	CCC25216.1	ALV12782.1
OG0001698	CCC25217.1	ALV12783.1
OG0001699	CCC25218.1	ALV09410.1
OG0001700	CCC25219.1	ALV09411.1
OG0001701	CCC25227.1	ALV09416.1
OG0001702	CCC25228.1	ALV09417.1
OG0001703	CCC25232.1	ALV09422.1
OG0001704	CCC25236.1	ALV12789.1
OG0001705	CCC25237.1	ALV09425.1
OG0001706	CCC25252.1	ALV09440.1
OG0001707	CCC25255.1	ALV12791.1
OG0001708	CCC25260.1	ALV09448.1
OG0001709	CCC25261.1	ALV09449.1
OG0001710	CCC25264.1	ALV09452.1
OG0001711	CCC25265.1	ALV09453.1
OG0001712	CCC25271.1	ALV09457.1
OG0001713	CCC25272.1	ALV09458.1
OG0001714	CCC25274.1	ALV09459.1
OG0001715	CCC25278.1	ALV09462.1
OG0001716	CCC25282.1	ALV09466.1
OG0001717	CCC25283.1	ALV09467.1
OG0001718	CCC25293.1	ALV09476.1
OG0001719	CCC25302.1	ALV09487.1
OG0001720	CCC25303.1	ALV09488.1
OG0001721	CCC25304.1	ALV09489.1
OG0001722	CCC25305.1	ALV09490.1
OG0001723	CCC25307.1	ALV09492.1
OG0001724	CCC25309.1	ALV09494.1
OG0001725	CCC25320.1	ALV09505.1
OG0001726	CCC25321.1	ALV09506.1
OG0001727	CCC25322.1	ALV09507.1
