Orthogroup	Mbovis	Mmicro
OG0001052	ALV11219.1	AMC59833.1
OG0001053	ALV11220.1	AMC59834.1
OG0001054	ALV13020.1	AMC59835.1
OG0001055	ALV11221.1	AMC59836.1
OG0001056	ALV11223.1	AMC59839.1
OG0001057	ALV11224.1	AMC59840.1
OG0001058	ALV11226.1	AMC59842.1
OG0001059	ALV11227.1	AMC59843.1
OG0001060	ALV11229.1	AMC59845.1
OG0001061	ALV11230.1	AMC59846.1
OG0001062	ALV13021.1	AMC59847.1
OG0001063	ALV11231.1	AMC59848.1
OG0001064	ALV11232.1	AMC59849.1
OG0001065	ALV11233.1	AMC59850.1
OG0001066	ALV11234.1	AMC59853.1
OG0001067	ALV11235.1	AMC59855.1
OG0001068	ALV11239.1	AMC59860.1
OG0001069	ALV11241.1	AMC59863.1
OG0001070	ALV11242.1	AMC59864.1
OG0001071	ALV11243.1	AMC59865.1
OG0001072	ALV11244.1	AMC59866.1
OG0001073	ALV11245.1	AMC59867.1
OG0001074	ALV11247.1	AMC59869.1
OG0001075	ALV11248.1	AMC59870.1
OG0001076	ALV11249.1	AMC59871.1
OG0001077	ALV11251.1	AMC59875.1
OG0001078	ALV11252.1	AMC59877.1
OG0001079	ALV11255.1	AMC59880.1
OG0001080	ALV11256.1	AMC59881.1
OG0001081	ALV11258.1	AMC59884.1
OG0001082	ALV13026.1	AMC59885.1
OG0001083	ALV11259.1	AMC59886.1
OG0001084	ALV11261.1	AMC59889.1
OG0001085	ALV11262.1	AMC59890.1
OG0001086	ALV11263.1	AMC59891.1
OG0001087	ALV11265.1	AMC59893.1
OG0001088	ALV11266.1	AMC59894.1
OG0001089	ALV11267.1	AMC59895.1
OG0001090	ALV13027.1	AMC59896.1
OG0001091	ALV11268.1	AMC59897.1
OG0001092	ALV11270.1	AMC59898.1
OG0001093	ALV11273.1	AMC59901.1
OG0001094	ALV11274.1	AMC59902.1
OG0001095	ALV11275.1	AMC59903.1
OG0001096	ALV11279.1	AMC59908.1
OG0001097	ALV13031.1	AMC59913.1
OG0001098	ALV11283.1	AMC59915.1
OG0001099	ALV11285.1	AMC59918.1
OG0001100	ALV11286.1	AMC59919.1
OG0001101	ALV11289.1	AMC59922.1
OG0001102	ALV11297.1	AMC59933.1
OG0001103	ALV11298.1	AMC59934.1
OG0001104	ALV11299.1	AMC59935.1
OG0001105	ALV11302.1	AMC59939.1
OG0001106	ALV11322.1	AMC59960.1
OG0001107	ALV11329.1	AMC59965.1
OG0001108	ALV11351.1	AMC59996.1
OG0001109	ALV11352.1	AMC59997.1
OG0001110	ALV11353.1	AMC59998.1
OG0001111	ALV11360.1	AMC60005.1
OG0001112	ALV13042.1	AMC60006.1
OG0001113	ALV11369.1	AMC60016.1
OG0001114	ALV11370.1	AMC60017.1
OG0001115	ALV13047.1	AMC60024.1
OG0001116	ALV11375.1	AMC60025.1
OG0001117	ALV11376.1	AMC60026.1
OG0001118	ALV11380.1	AMC60040.1
OG0001119	ALV11381.1	AMC60041.1
OG0001120	ALV11384.1	AMC60044.1
OG0001121	ALV11385.1	AMC60045.1
OG0001122	ALV13048.1	AMC60048.1
OG0001123	ALV11389.1	AMC60051.1
OG0001124	ALV11390.1	AMC60052.1
OG0001125	ALV11393.1	AMC60056.1
OG0001126	ALV11394.1	AMC60057.1
OG0001127	ALV11395.1	AMC60059.1
OG0001128	ALV09650.1, ALV13050.1	AMC60068.1
OG0001129	ALV11402.1	AMC60069.1
OG0001130	ALV11411.1	AMC60079.1
OG0001131	ALV11412.1	AMC60081.1
OG0001132	ALV11422.1	AMC60090.1
OG0001133	ALV11424.1	AMC60091.1
OG0001134	ALV11425.1	AMC60092.1
OG0001135	ALV11427.1	AMC60094.1
OG0001136	ALV11431.1	AMC60098.1
OG0001137	ALV11432.1	AMC60099.1
OG0001138	ALV11433.1	AMC60100.1
OG0001139	ALV11434.1	AMC60101.1
OG0001140	ALV11435.1	AMC60102.1
OG0001141	ALV11441.1	AMC60109.1
OG0001142	ALV11442.1	AMC60110.1
OG0001143	ALV11443.1	AMC60111.1
OG0001144	ALV11449.1	AMC60118.1
OG0001145	ALV11451.1	AMC60121.1
OG0001146	ALV11458.1	AMC60128.1
OG0001147	ALV11459.1	AMC60129.1
OG0001148	ALV13056.1	AMC60131.1
OG0001149	ALV11460.1	AMC60133.1
OG0001150	ALV11461.1	AMC60134.1
OG0001151	ALV11462.1	AMC60135.1
OG0001152	ALV13057.1	AMC60136.1
OG0001153	ALV11464.1	AMC60139.1
OG0001154	ALV13058.1	AMC60140.1
OG0001155	ALV11465.1	AMC60141.1
OG0001156	ALV11466.1	AMC60142.1
OG0001157	ALV11467.1	AMC60143.1
OG0001158	ALV11474.1	AMC60150.1
OG0001159	ALV11475.1	AMC60151.1
OG0001160	ALV11476.1	AMC60153.1
OG0001161	ALV11477.1	AMC60154.1
OG0001162	ALV11478.1	AMC60155.1
OG0001163	ALV13062.1	AMC60158.1
OG0001164	ALV11481.1	AMC60159.1
OG0001165	ALV11482.1	AMC60160.1
OG0001166	ALV11483.1	AMC60162.1
OG0001167	ALV13063.1	AMC60165.1
OG0001168	ALV11490.1	AMC60171.1
OG0001169	ALV11491.1	AMC60172.1
OG0001170	ALV11494.1	AMC60174.1
OG0001171	ALV11495.1	AMC60175.1
OG0001172	ALV11496.1	AMC60176.1
OG0001173	ALV11508.1	AMC60194.1
OG0001174	ALV11509.1	AMC60195.1
OG0001175	ALV11513.1	AMC60702.1, AMC60199.1
OG0001176	ALV11519.1	AMC60206.1
OG0001177	ALV11520.1	AMC60207.1
OG0001178	ALV11521.1	AMC60208.1
OG0001179	ALV11523.1	AMC60210.1
OG0001180	ALV11534.1	AMC60221.1
OG0001181	ALV11535.1	AMC60222.1
OG0001182	ALV13067.1	AMC60223.1
OG0001183	ALV11536.1	AMC60224.1
OG0001184	ALV11537.1	AMC60226.1
OG0001185	ALV11544.1	AMC60235.1
OG0001186	ALV11546.1	AMC60237.1
OG0001187	ALV11547.1	AMC60238.1
OG0001188	ALV11548.1	AMC60239.1
OG0001189	ALV11549.1	AMC60240.1
OG0001190	ALV11550.1	AMC60241.1
OG0001191	ALV11551.1	AMC60242.1
OG0001192	ALV11552.1	AMC60243.1
OG0001193	ALV13069.1	AMC60245.1
OG0001194	ALV11565.1	AMC60258.1
OG0001195	ALV11566.1	AMC60259.1
OG0001196	ALV11567.1	AMC60260.1
OG0001197	ALV11568.1	AMC60261.1
OG0001198	ALV11572.1	AMC60265.1
OG0001199	ALV11574.1	AMC60268.1
OG0001200	ALV11577.1	AMC60273.1
OG0001201	ALV11579.1	AMC60275.1
OG0001202	ALV11581.1	AMC60277.1
OG0001203	ALV11582.1	AMC60278.1
OG0001204	ALV13072.1	AMC60279.1
OG0001205	ALV11585.1	AMC60282.1
OG0001206	ALV11589.1	AMC60286.1
OG0001207	ALV11590.1	AMC60287.1
OG0001208	ALV11591.1	AMC60290.1
OG0001209	ALV11593.1	AMC60292.1
OG0001210	ALV11594.1	AMC60293.1
OG0001211	ALV11595.1	AMC60294.1
OG0001212	ALV11596.1	AMC60296.1
OG0001213	ALV11597.1	AMC60297.1
OG0001214	ALV11598.1	AMC60298.1
OG0001215	ALV11600.1	AMC60300.1
OG0001216	ALV11601.1	AMC60301.1
OG0001217	ALV11602.1	AMC60302.1
OG0001218	ALV11611.1	AMC60311.1
OG0001219	ALV11612.1	AMC60312.1
OG0001220	ALV11613.1	AMC60313.1
OG0001221	ALV11614.1	AMC60314.1
OG0001222	ALV11616.1	AMC60317.1
OG0001223	ALV11617.1	AMC60318.1
OG0001224	ALV11618.1	AMC60319.1
OG0001225	ALV11619.1	AMC60320.1
OG0001226	ALV11620.1	AMC60321.1
OG0001227	ALV11621.1	AMC60322.1
OG0001228	ALV11644.1	AMC60350.1
OG0001229	ALV13079.1	AMC60383.1
OG0001230	ALV11660.1	AMC60384.1
OG0001231	ALV11663.1	AMC60387.1
OG0001232	ALV11664.1	AMC60388.1
OG0001233	ALV13080.1	AMC60390.1
OG0001234	ALV13081.1	AMC60392.1
OG0001235	ALV11666.1	AMC60393.1
OG0001236	ALV13082.1	AMC60395.1
OG0001237	ALV11677.1	AMC60407.1
OG0001238	ALV11678.1	AMC60408.1
OG0001239	ALV11679.1	AMC60409.1
OG0001240	ALV11680.1	AMC60410.1
OG0001241	ALV11682.1	AMC60412.1
OG0001242	ALV11683.1	AMC60413.1
OG0001243	ALV11684.1	AMC60414.1
OG0001244	ALV13085.1	AMC60415.1
OG0001245	ALV11688.1	AMC60419.1
OG0001246	ALV11689.1	AMC60420.1
OG0001247	ALV11690.1	AMC60421.1
OG0001248	ALV13086.1	AMC60422.1
OG0001249	ALV11693.1	AMC60426.1
OG0001250	ALV11696.1	AMC60429.1
OG0001251	ALV11697.1	AMC60430.1
OG0001252	ALV11698.1	AMC60431.1
OG0001253	ALV11699.1	AMC60432.1
OG0001254	ALV11700.1	AMC60433.1
OG0001255	ALV11703.1	AMC60436.1
OG0001256	ALV11704.1	AMC60437.1
OG0001257	ALV13088.1	AMC60438.1
OG0001258	ALV11705.1	AMC60439.1
OG0001259	ALV11706.1	AMC60440.1
OG0001260	ALV11710.1	AMC60444.1
OG0001261	ALV11711.1	AMC60445.1
OG0001262	ALV11713.1	AMC60448.1
OG0001263	ALV11714.1	AMC60449.1
OG0001264	ALV11716.1	AMC60450.1
OG0001265	ALV11717.1	AMC60451.1
OG0001266	ALV11718.1	AMC60452.1
OG0001267	ALV11721.1	AMC60459.1
OG0001268	ALV11722.1	AMC60460.1
OG0001269	ALV11727.1	AMC60465.1
OG0001270	ALV11728.1	AMC60466.1
OG0001271	ALV13091.1	AMC60467.1
OG0001272	ALV11736.1	AMC60475.1
OG0001273	ALV11737.1	AMC60476.1
OG0001274	ALV11745.1	AMC60483.1
OG0001275	ALV11746.1	AMC60485.1
OG0001276	ALV11749.1	AMC60489.1
OG0001277	ALV11750.1	AMC60490.1
OG0001278	ALV11756.1	AMC60496.1
OG0001279	ALV11757.1	AMC60497.1
OG0001280	ALV11759.1	AMC60499.1
OG0001281	ALV13093.1	AMC60500.1
OG0001282	ALV11766.1	AMC60507.1
OG0001283	ALV11767.1	AMC60508.1
OG0001284	ALV11768.1	AMC60509.1
OG0001285	ALV11809.1	AMC60557.1
OG0001286	ALV11810.1	AMC60558.1
OG0001287	ALV11812.1	AMC60559.1
OG0001288	ALV11814.1	AMC60561.1
OG0001289	ALV11815.1	AMC60562.1
OG0001290	ALV11824.1	AMC60574.1
OG0001291	ALV11830.1	AMC60580.1
OG0001292	ALV11832.1	AMC60583.1
OG0001293	ALV11836.1	AMC60586.1
OG0001294	ALV11840.1	AMC60590.1
OG0001295	ALV11841.1	AMC60591.1
OG0001296	ALV13101.1	AMC60592.1
OG0001297	ALV11850.1	AMC60602.1
OG0001298	ALV11851.1	AMC60603.1
OG0001299	ALV11852.1	AMC60604.1
OG0001300	ALV11856.1	AMC60609.1
OG0001301	ALV11857.1	AMC60610.1
OG0001302	ALV11858.1	AMC60611.1
OG0001303	ALV11862.1	AMC60616.1
OG0001304	ALV11863.1	AMC60617.1
OG0001305	ALV11865.1	AMC60619.1
OG0001306	ALV13104.1	AMC60620.1
OG0001307	ALV11868.1	AMC60623.1
OG0001308	ALV11869.1	AMC60624.1
OG0001309	ALV11870.1	AMC60625.1
OG0001310	ALV11871.1	AMC60626.1
OG0001311	ALV11873.1	AMC60628.1
OG0001312	ALV11874.1	AMC60629.1
OG0001313	ALV11875.1	AMC60630.1
OG0001314	ALV11876.1	AMC60631.1
OG0001315	ALV13105.1	AMC60632.1
OG0001316	ALV11879.1	AMC60635.1
OG0001317	ALV11881.1	AMC60639.1
OG0001318	ALV13107.1	AMC60640.1
OG0001319	ALV13108.1	AMC60644.1
OG0001320	ALV11884.1	AMC60645.1
OG0001321	ALV11885.1	AMC60646.1
OG0001322	ALV13109.1	AMC60649.1
OG0001323	ALV11888.1	AMC60650.1
OG0001324	ALV11889.1	AMC60651.1
OG0001325	ALV13110.1	AMC60652.1
OG0001326	ALV13112.1	AMC60662.1
OG0001327	ALV11909.1	AMC60680.1
OG0001328	ALV11922.1	AMC60699.1
OG0001329	ALV11923.1	AMC60700.1
OG0001330	ALV11925.1	AMC60703.1
OG0001331	ALV13118.1	AMC60704.1
OG0001332	ALV11929.1	AMC60708.1
OG0001333	ALV11932.1	AMC60711.1
OG0001334	ALV11933.1	AMC60712.1
OG0001335	ALV11936.1	AMC60715.1
OG0001336	ALV13120.1	AMC60719.1
OG0001337	ALV11939.1	AMC60720.1
OG0001338	ALV11940.1	AMC60721.1
OG0001339	ALV11941.1	AMC60722.1
OG0001340	ALV11944.1	AMC60725.1
OG0001341	ALV11947.1	AMC60728.1
OG0001342	ALV13121.1	AMC60729.1
OG0001343	ALV11955.1	AMC60740.1
OG0001344	ALV11956.1	AMC60741.1
OG0001345	ALV11958.1	AMC60744.1
OG0001346	ALV11959.1	AMC60745.1
OG0001347	ALV11962.1	AMC60748.1
OG0001348	ALV11963.1	AMC60749.1
OG0001349	ALV11964.1	AMC60750.1
OG0001350	ALV11965.1	AMC60751.1
OG0001351	ALV11966.1	AMC60753.1
OG0001352	ALV11968.1	AMC60755.1
OG0001353	ALV11974.1	AMC60761.1
OG0001354	ALV11975.1	AMC60762.1
OG0001355	ALV11978.1	AMC60765.1
OG0001356	ALV11979.1	AMC60766.1
OG0001357	ALV11980.1	AMC60767.1
OG0001358	ALV11981.1	AMC60768.1
OG0001359	ALV11982.1	AMC60769.1
OG0001360	ALV13127.1	AMC60772.1
OG0001361	ALV11985.1	AMC60773.1
OG0001362	ALV13128.1	AMC60776.1
OG0001363	ALV11989.1	AMC60779.1
OG0001364	ALV11990.1	AMC60780.1
OG0001365	ALV13130.1	AMC60781.1
OG0001366	ALV13132.1	AMC60782.1
OG0001367	ALV13133.1	AMC60788.1
OG0001368	ALV11996.1	AMC60789.1
OG0001369	ALV11997.1	AMC60790.1
OG0001370	ALV11998.1	AMC60791.1
OG0001371	ALV12002.1	AMC60795.1
OG0001372	ALV12029.1	AMC57730.1, AMC60828.1
OG0001373	ALV12037.1	AMC60838.1
OG0001374	ALV12042.1	AMC60843.1
OG0001375	ALV12043.1	AMC60844.1
OG0001376	ALV13139.1	AMC60848.1
OG0001377	ALV12047.1	AMC60849.1
OG0001378	ALV12063.1	AMC60876.1
OG0001379	ALV13143.1	AMC60878.1
OG0001380	ALV12071.1	AMC60885.1
OG0001381	ALV12073.1	AMC60887.1
OG0001382	ALV12074.1	AMC60888.1
OG0001383	ALV12082.1	AMC60898.1
OG0001384	ALV12083.1	AMC60899.1, AMC60900.1
OG0001385	ALV12084.1	AMC60902.1
OG0001386	ALV13147.1	AMC60919.1
OG0001387	ALV12101.1	AMC60920.1
OG0001388	ALV13148.1	AMC60942.1
OG0001389	ALV12122.1	AMC60946.1
OG0001390	ALV13150.1	AMC60947.1
OG0001391	ALV12124.1	AMC60950.1
OG0001392	ALV13152.1	AMC60951.1
OG0001393	ALV13153.1	AMC60953.1
OG0001394	ALV13155.1	AMC60964.1
OG0001395	ALV12132.1	AMC60965.1
OG0001396	ALV12133.1	AMC60966.1
OG0001397	ALV12134.1	AMC60967.1
OG0001398	ALV13156.1	AMC60968.1
OG0001399	ALV13157.1	AMC60970.1
OG0001400	ALV12137.1	AMC60973.1
OG0001401	ALV12140.1	AMC60976.1
OG0001402	ALV12141.1	AMC60978.1
OG0001403	ALV12143.1	AMC60981.1
OG0001404	ALV12144.1	AMC60982.1
OG0001405	ALV13158.1	AMC60983.1
OG0001406	ALV12152.1	AMC60990.1
OG0001407	ALV12153.1	AMC60991.1
OG0001408	ALV13159.1	AMC60992.1
OG0001409	ALV12155.1	AMC60994.1
OG0001410	ALV12159.1	AMC60999.1
OG0001411	ALV12160.1	AMC61000.1
OG0001412	ALV12163.1	AMC61003.1
OG0001413	ALV12164.1	AMC61004.1
OG0001414	ALV12165.1	AMC61005.1
OG0001415	ALV13161.1	AMC61007.1
OG0001416	ALV12167.1	AMC61008.1
OG0001417	ALV12168.1	AMC61009.1
OG0001418	ALV12169.1	AMC61010.1
OG0001419	ALV12170.1	AMC61011.1
OG0001420	ALV12177.1	AMC61018.1
OG0001421	ALV12178.1	AMC61019.1
OG0001422	ALV12179.1	AMC61020.1
OG0001423	ALV12181.1	AMC61021.1
OG0001424	ALV12182.1	AMC61022.1
OG0001425	ALV12183.1	AMC61023.1
OG0001426	ALV12184.1	AMC61024.1
OG0001427	ALV12185.1	AMC61026.1
OG0001428	ALV12186.1	AMC61027.1
OG0001429	ALV12187.1	AMC61028.1
OG0001430	ALV12188.1	AMC61029.1
OG0001431	ALV12189.1	AMC61030.1
OG0001432	ALV12190.1	AMC61032.1
OG0001433	ALV12195.1	AMC61038.1
OG0001434	ALV12196.1	AMC61040.1
OG0001435	ALV13163.1	AMC61042.1
OG0001436	ALV12197.1	AMC61043.1
OG0001437	ALV12198.1	AMC61044.1
OG0001438	ALV12199.1	AMC61045.1
OG0001439	ALV12200.1	AMC61046.1
OG0001440	ALV12202.1	AMC61048.1
OG0001441	ALV13164.1	AMC61049.1
OG0001442	ALV12205.1	AMC61053.1
OG0001443	ALV12210.1	AMC61058.1
OG0001444	ALV12214.1	AMC61062.1
OG0001445	ALV12217.1	AMC61066.1
OG0001446	ALV12236.1, ALV12219.1, ALV12253.1	AMC61069.1
OG0001447	ALV13166.1, ALV13168.1, ALV13170.1	AMC61081.1
OG0001448	ALV12230.1, ALV12264.1, ALV12247.1	AMC61082.1
OG0001449	ALV12270.1	AMC61088.1
OG0001450	ALV12271.1	AMC61089.1
OG0001451	ALV12281.1	AMC61103.1
OG0001452	ALV12284.1	AMC61108.1
OG0001454	ALV12285.1	AMC61111.1
OG0001455	ALV12289.1	AMC61117.1
OG0001456	ALV12706.1, ALV12293.1	AMC61671.1
OG0001457	ALV12300.1	AMC61128.1
OG0001458	ALV13178.1	AMC61130.1
OG0001459	ALV12311.1	AMC61140.1
OG0001460	ALV12315.1	AMC61147.1
OG0001461	ALV12326.1	AMC61167.1
OG0001462	ALV12332.1	AMC61174.1
OG0001463	ALV12335.1	AMC61178.1
OG0001464	ALV12336.1	AMC61179.1
OG0001465	ALV12344.1	AMC61189.1
OG0001466	ALV12345.1	AMC61190.1
OG0001467	ALV12346.1	AMC61191.1
OG0001468	ALV12347.1	AMC61192.1
OG0001469	ALV12350.1	AMC61195.1
OG0001470	ALV12351.1	AMC61196.1
OG0001471	ALV12353.1	AMC61198.1
OG0001472	ALV12354.1	AMC61199.1
OG0001473	ALV13187.1	AMC61201.1
OG0001474	ALV12356.1	AMC61202.1
OG0001475	ALV13188.1	AMC61203.1
OG0001476	ALV12362.1	AMC61222.1
OG0001477	ALV12364.1	AMC61225.1
OG0001478	ALV12366.1	AMC61227.1
OG0001479	ALV12368.1	AMC61230.1
OG0001480	ALV12369.1	AMC61231.1
OG0001481	ALV13191.1	AMC61232.1
OG0001482	ALV12370.1	AMC61233.1
OG0001483	ALV12379.1	AMC61243.1
OG0001484	ALV12380.1	AMC61244.1
OG0001485	ALV12381.1	AMC61245.1
OG0001486	ALV12382.1	AMC61246.1
OG0001487	ALV12383.1	AMC61247.1
OG0001488	ALV12384.1	AMC61248.1
OG0001489	ALV12386.1	AMC61249.1
OG0001490	ALV12388.1	AMC61251.1
OG0001491	ALV13194.1	AMC61260.1
OG0001492	ALV13196.1	AMC61266.1
OG0001493	ALV12403.1	AMC61275.1
OG0001494	ALV12417.1	AMC61290.1
OG0001495	ALV12420.1	AMC61299.1
OG0001496	ALV12421.1	AMC61300.1
OG0001497	ALV12429.1	AMC61322.1
OG0001498	ALV12445.1	AMC61339.1
OG0001499	ALV12456.1	AMC61352.1
OG0001500	ALV12460.1	AMC61356.1
OG0001501	ALV13207.1	AMC61378.1
OG0001502	ALV12483.1	AMC61384.1
OG0001503	ALV12484.1	AMC61385.1
OG0001504	ALV12485.1	AMC61386.1
OG0001505	ALV12486.1	AMC61387.1
OG0001506	ALV12487.1	AMC61388.1
OG0001507	ALV12488.1	AMC61389.1
OG0001508	ALV12489.1	AMC61390.1
OG0001509	ALV12490.1	AMC61393.1
OG0001510	ALV12491.1	AMC61394.1
OG0001511	ALV12492.1	AMC61395.1
OG0001512	ALV12494.1	AMC61398.1
OG0001513	ALV12495.1	AMC61399.1
OG0001514	ALV12496.1	AMC61400.1
OG0001515	ALV12499.1	AMC61403.1
OG0001516	ALV12500.1	AMC61404.1
OG0001517	ALV12501.1	AMC61405.1
OG0001518	ALV12503.1	AMC61406.1
OG0001519	ALV12504.1	AMC61407.1
OG0001520	ALV12505.1	AMC61408.1
OG0001521	ALV12506.1	AMC61409.1
OG0001522	ALV12507.1	AMC61410.1
OG0001523	ALV12508.1	AMC61411.1
OG0001524	ALV12509.1	AMC61412.1
OG0001525	ALV12510.1	AMC61413.1
OG0001526	ALV12511.1	AMC61414.1
OG0001527	ALV12512.1	AMC61415.1
OG0001528	ALV12513.1	AMC61416.1
OG0001529	ALV12725.1	AMC61422.1
OG0001530	ALV13209.1	AMC61424.1
OG0001531	ALV12518.1	AMC61425.1
OG0001532	ALV12519.1	AMC61427.1
OG0001533	ALV12520.1	AMC61428.1
OG0001534	ALV12521.1	AMC61429.1
OG0001535	ALV12522.1	AMC61431.1
OG0001536	ALV12523.1	AMC61432.1
OG0001537	ALV13212.1	AMC61435.1
OG0001538	ALV12533.1	AMC61444.1
OG0001539	ALV12534.1	AMC61446.1
OG0001540	ALV12535.1	AMC61447.1
OG0001541	ALV12545.1	AMC61465.1
OG0001542	ALV13220.1	AMC61466.1
OG0001543	ALV12546.1	AMC61467.1
OG0001544	ALV12547.1	AMC61468.1
OG0001545	ALV12550.1	AMC61471.1
OG0001546	ALV12551.1	AMC61472.1
OG0001547	ALV12552.1	AMC61473.1
OG0001548	ALV12553.1	AMC61474.1
OG0001549	ALV12554.1	AMC61475.1
OG0001550	ALV12555.1	AMC61476.1
OG0001551	ALV12556.1	AMC61477.1
OG0001552	ALV12559.1	AMC61480.1
OG0001553	ALV12560.1	AMC61481.1
OG0001554	ALV12562.1	AMC61483.1
OG0001555	ALV12563.1	AMC61484.1
OG0001556	ALV12564.1	AMC61485.1
OG0001557	ALV12565.1	AMC61486.1
OG0001558	ALV12566.1	AMC61487.1
OG0001559	ALV12576.1	AMC61500.1
OG0001560	ALV12578.1	AMC61505.1
OG0001561	ALV12583.1	AMC61512.1
OG0001562	ALV12586.1	AMC61516.1
OG0001563	ALV12587.1	AMC61517.1
OG0001564	ALV12588.1	AMC61518.1
OG0001565	ALV12591.1	AMC61522.1
OG0001566	ALV12593.1	AMC61524.1
OG0001567	ALV12594.1	AMC61525.1
OG0001568	ALV12596.1	AMC61527.1
OG0001569	ALV12597.1	AMC61528.1
OG0001570	ALV12598.1	AMC61529.1
OG0001571	ALV12599.1	AMC61531.1
OG0001572	ALV12600.1	AMC61532.1
OG0001573	ALV12601.1	AMC61533.1
OG0001574	ALV12608.1	AMC61545.1
OG0001575	ALV12622.1	AMC61564.1
OG0001576	ALV12623.1	AMC61565.1
OG0001577	ALV12624.1	AMC61566.1
OG0001578	ALV12642.1	AMC61587.1
OG0001579	ALV12644.1	AMC61589.1
OG0001580	ALV12645.1	AMC61590.1
OG0001581	ALV13233.1	AMC61593.1
OG0001582	ALV12648.1	AMC61594.1
OG0001583	ALV12649.1	AMC61595.1
OG0001584	ALV13234.1	AMC61596.1
OG0001585	ALV12650.1	AMC61597.1
OG0001586	ALV12651.1	AMC61598.1
OG0001587	ALV12652.1	AMC61599.1
OG0001588	ALV12657.1	AMC61605.1
OG0001589	ALV12658.1	AMC61606.1
OG0001590	ALV12660.1	AMC61608.1
OG0001591	ALV12661.1	AMC61610.1
OG0001592	ALV12662.1	AMC61612.1
OG0001593	ALV12663.1	AMC61613.1
OG0001594	ALV12669.1	AMC61622.1
OG0001595	ALV12670.1	AMC61623.1
OG0001596	ALV12671.1	AMC61624.1
OG0001597	ALV12673.1	AMC61626.1
OG0001598	ALV12674.1	AMC61627.1
OG0001599	ALV12675.1	AMC61628.1
OG0001600	ALV12676.1	AMC61629.1
OG0001601	ALV13236.1	AMC61630.1
OG0001602	ALV13237.1	AMC61631.1
OG0001603	ALV12679.1	AMC61636.1
OG0001604	ALV12682.1	AMC61639.1
OG0001605	ALV13239.1	AMC61645.1
OG0001606	ALV12693.1	AMC61654.1
OG0001607	ALV12697.1	AMC61659.1
OG0001608	ALV12698.1	AMC61660.1
OG0001609	ALV12700.1	AMC61662.1
OG0001610	ALV12701.1	AMC61663.1
OG0001611	ALV13241.1	AMC61667.1
OG0001612	ALV12705.1	AMC61668.1
OG0001613	ALV12707.1	AMC61672.1
OG0001614	ALV12709.1	AMC61676.1
OG0001615	ALV12710.1	AMC61677.1
OG0001616	ALV13242.1	AMC61679.1
OG0001617	ALV12712.1	AMC61680.1
OG0001618	ALV12714.1	AMC61682.1
OG0001619	ALV12715.1	AMC61683.1
OG0001620	ALV12716.1	AMC61684.1
OG0001621	ALV12720.1	AMC61689.1
OG0001622	ALV12721.1	AMC61690.1
OG0001623	ALV12745.1	AMC61719.1
OG0001624	ALV12751.1	AMC61731.1
OG0001625	ALV12752.1	AMC61732.1
OG0001626	ALV13247.1	AMC61733.1
OG0001627	ALV12753.1	AMC61737.1
OG0001628	ALV12756.1	AMC61740.1
OG0001629	ALV12758.1	AMC61742.1
OG0001630	ALV12759.1	AMC61743.1
OG0001631	ALV12760.1	AMC61744.1
OG0001632	ALV12761.1	AMC61745.1
OG0001633	ALV12762.1	AMC61746.1
OG0001634	ALV12763.1	AMC61747.1
OG0001635	ALV12764.1	AMC61748.1
OG0001637	ALV10006.1	AMC58300.1
OG0001649	ALV13022.1	AMC59852.1, AMC59851.1
OG0001650	ALV12238.1, ALV12221.1, ALV12255.1	AMC61071.1
OG0001652	ALV11143.1	AMC59736.1, AMC59732.1
OG0001653	ALV09288.1	AMC57439.1
OG0001655	ALV09291.1	AMC57444.1
OG0001656	ALV09301.1	AMC57456.1
OG0001657	ALV09302.1	AMC57457.1
OG0001658	ALV09304.1	AMC57460.1
OG0001659	ALV12768.1	AMC57461.1
OG0001660	ALV09305.1	AMC57462.1
OG0001661	ALV09306.1	AMC57463.1
OG0001662	ALV09307.1	AMC57465.1
OG0001663	ALV09308.1	AMC57466.1
OG0001664	ALV12769.1	AMC57472.1
OG0001665	ALV09314.1	AMC57473.1
OG0001667	ALV09319.1	AMC57479.1
OG0001668	ALV09321.1	AMC57481.1
OG0001669	ALV09324.1	AMC57484.1
OG0001670	ALV09328.1	AMC57488.1
OG0001671	ALV09338.1	AMC57498.1
OG0001672	ALV09339.1	AMC57499.1
OG0001673	ALV09346.1	AMC57508.1
OG0001674	ALV09353.1	AMC57516.1
OG0001675	ALV12772.1	AMC57517.1
OG0001676	ALV09368.1	AMC57537.1
OG0001678	ALV09370.1	AMC57540.1
OG0001679	ALV09371.1	AMC57541.1
OG0001680	ALV09372.1	AMC57542.1
OG0001681	ALV12776.1	AMC57543.1
OG0001682	ALV09373.1	AMC57544.1
OG0001683	ALV09381.1	AMC57553.1
OG0001684	ALV09385.1	AMC57558.1
OG0001685	ALV12780.1	AMC57564.1
OG0001686	ALV09389.1	AMC57566.1
OG0001687	ALV09390.1	AMC57567.1
OG0001688	ALV09395.1	AMC57573.1
OG0001689	ALV09396.1	AMC57574.1
OG0001690	ALV09397.1	AMC57575.1
OG0001691	ALV09399.1	AMC57577.1
OG0001692	ALV09401.1	AMC57579.1
OG0001693	ALV09402.1	AMC57580.1
OG0001694	ALV09403.1	AMC57582.1
OG0001695	ALV09407.1	AMC57587.1
OG0001696	ALV09409.1	AMC57589.1
OG0001697	ALV12782.1	AMC57590.1
OG0001698	ALV12783.1	AMC57591.1
