Orthogroup	Mbovis	Mafric
OG0001077	ALV11251.1	CCC27287.1
OG0001078	ALV11252.1	CCC27288.1
OG0001079	ALV11255.1	CCC27291.1
OG0001080	ALV11256.1	CCC27292.1
OG0001081	ALV11258.1	CCC27294.1
OG0001082	ALV13026.1	CCC27295.1
OG0001083	ALV11259.1	CCC27296.1
OG0001084	ALV11261.1	CCC27298.1
OG0001085	ALV11262.1	CCC27299.1
OG0001086	ALV11263.1	CCC27300.1
OG0001087	ALV11265.1	CCC27302.1
OG0001088	ALV11266.1	CCC27303.1
OG0001089	ALV11267.1	CCC27304.1
OG0001090	ALV13027.1	CCC27305.1
OG0001091	ALV11268.1	CCC27306.1
OG0001092	ALV11270.1	CCC27307.1
OG0001093	ALV11273.1	CCC27310.1
OG0001094	ALV11274.1	CCC27311.1
OG0001095	ALV11275.1	CCC27312.1
OG0001096	ALV11279.1	CCC27316.1
OG0001097	ALV13031.1	CCC27320.1
OG0001098	ALV11283.1	CCC27322.1
OG0001099	ALV11285.1	CCC27324.1
OG0001100	ALV11286.1	CCC27325.1
OG0001101	ALV11289.1	CCC27328.1
OG0001102	ALV11297.1	CCC27338.1
OG0001103	ALV11298.1	CCC27339.1
OG0001104	ALV11299.1	CCC27340.1
OG0001105	ALV11302.1	CCC27344.1
OG0001106	ALV11322.1	CCC27365.1
OG0001107	ALV11329.1	CCC27371.1
OG0001108	ALV11351.1	CCC27398.1
OG0001109	ALV11352.1	CCC27399.1
OG0001110	ALV11353.1	CCC27400.1
OG0001111	ALV11360.1	CCC27407.1
OG0001112	ALV13042.1	CCC27408.1
OG0001113	ALV11369.1	CCC27417.1
OG0001114	ALV11370.1	CCC27418.1
OG0001115	ALV13047.1	CCC27425.1
OG0001116	ALV11375.1	CCC27426.1
OG0001117	ALV11376.1	CCC27427.1
OG0001118	ALV11380.1	CCC27441.1
OG0001119	ALV11381.1	CCC27442.1
OG0001120	ALV11384.1	CCC27445.1
OG0001121	ALV11385.1	CCC27446.1
OG0001122	ALV13048.1	CCC27448.1
OG0001123	ALV11389.1	CCC27451.1
OG0001124	ALV11390.1	CCC27452.1
OG0001125	ALV11393.1	CCC27456.1
OG0001126	ALV11394.1	CCC27457.1
OG0001127	ALV11395.1	CCC27458.1
OG0001128	ALV09650.1, ALV13050.1	CCC27466.1
OG0001129	ALV11402.1	CCC27467.1
OG0001130	ALV11411.1	CCC27475.1
OG0001131	ALV11412.1	CCC27476.1
OG0001132	ALV11422.1	CCC27484.1
OG0001133	ALV11424.1	CCC27486.1
OG0001134	ALV11425.1	CCC27487.1
OG0001135	ALV11427.1	CCC27489.1
OG0001136	ALV11431.1	CCC27494.1
OG0001137	ALV11432.1	CCC27495.1
OG0001138	ALV11433.1	CCC27496.1
OG0001139	ALV11434.1	CCC27497.1
OG0001140	ALV11435.1	CCC27498.1
OG0001141	ALV11441.1	CCC27504.1
OG0001142	ALV11442.1	CCC27505.1
OG0001143	ALV11443.1	CCC27506.1
OG0001144	ALV11449.1	CCC27512.1
OG0001145	ALV11451.1	CCC27514.1
OG0001146	ALV11458.1	CCC27521.1
OG0001147	ALV11459.1	CCC27522.1
OG0001148	ALV13056.1	CCC27524.1
OG0001149	ALV11460.1	CCC27526.1
OG0001150	ALV11461.1	CCC27527.1
OG0001151	ALV11462.1	CCC27528.1
OG0001152	ALV13057.1	CCC27529.1
OG0001153	ALV11464.1	CCC27531.1
OG0001154	ALV13058.1	CCC27532.1
OG0001155	ALV11465.1	CCC27533.1
OG0001156	ALV11466.1	CCC27534.1
OG0001157	ALV11467.1	CCC27535.1
OG0001158	ALV11474.1	CCC27544.1
OG0001159	ALV11475.1	CCC27545.1
OG0001160	ALV11476.1	CCC27547.1
OG0001161	ALV11477.1	CCC27548.1
OG0001162	ALV11478.1	CCC27549.1
OG0001163	ALV13062.1	CCC27552.1
OG0001164	ALV11481.1	CCC27553.1
OG0001165	ALV11482.1	CCC27554.1
OG0001166	ALV11483.1	CCC27555.1
OG0001167	ALV13063.1	CCC27557.1
OG0001168	ALV11490.1	CCC27563.1
OG0001169	ALV11491.1	CCC27564.1
OG0001170	ALV11494.1	CCC27567.1
OG0001171	ALV11495.1	CCC27568.1
OG0001172	ALV11496.1	CCC27569.1
OG0001173	ALV11508.1	CCC27581.1
OG0001174	ALV11509.1	CCC27582.1
OG0001175	ALV11513.1	CCC27586.1
OG0001176	ALV11519.1	CCC27592.1
OG0001177	ALV11520.1	CCC27593.1
OG0001178	ALV11521.1	CCC27594.1
OG0001179	ALV11523.1	CCC27596.1
OG0001180	ALV11534.1	CCC27605.1
OG0001181	ALV11535.1	CCC27606.1
OG0001182	ALV13067.1	CCC27607.1
OG0001183	ALV11536.1	CCC27608.1
OG0001184	ALV11537.1	CCC27609.1
OG0001185	ALV11544.1	CCC27617.1
OG0001186	ALV11546.1	CCC27619.1
OG0001187	ALV11547.1	CCC27620.1
OG0001188	ALV11548.1	CCC27621.1
OG0001189	ALV11549.1	CCC27622.1
OG0001190	ALV11550.1	CCC27623.1
OG0001191	ALV11551.1	CCC27624.1
OG0001192	ALV11552.1	CCC27625.1
OG0001193	ALV13069.1	CCC27626.1
OG0001194	ALV11565.1	CCC27639.1
OG0001195	ALV11566.1	CCC27640.1
OG0001196	ALV11567.1	CCC27641.1
OG0001197	ALV11568.1	CCC27642.1
OG0001198	ALV11572.1	CCC27646.1
OG0001199	ALV11574.1	CCC27648.1, CCC27649.1
OG0001200	ALV11577.1	CCC27654.1
OG0001201	ALV11579.1	CCC27656.1
OG0001202	ALV11581.1	CCC27658.1
OG0001203	ALV11582.1	CCC27659.1
OG0001204	ALV13072.1	CCC27660.1
OG0001205	ALV11585.1	CCC27663.1
OG0001206	ALV11589.1	CCC27667.1
OG0001207	ALV11590.1	CCC27668.1
OG0001208	ALV11591.1	CCC27670.1
OG0001209	ALV11593.1	CCC27672.1
OG0001210	ALV11594.1	CCC27673.1
OG0001211	ALV11595.1	CCC27674.1
OG0001212	ALV11596.1	CCC27675.1
OG0001213	ALV11597.1	CCC27676.1
OG0001214	ALV11598.1	CCC27677.1
OG0001215	ALV11600.1	CCC27679.1
OG0001216	ALV11601.1	CCC27680.1
OG0001217	ALV11602.1	CCC27681.1
OG0001218	ALV11611.1	CCC27691.1
OG0001219	ALV11612.1	CCC27692.1
OG0001220	ALV11613.1	CCC27693.1
OG0001221	ALV11614.1	CCC27694.1
OG0001222	ALV11616.1	CCC27697.1
OG0001223	ALV11617.1	CCC27698.1
OG0001224	ALV11618.1	CCC27699.1
OG0001225	ALV11619.1	CCC27700.1
OG0001226	ALV11620.1	CCC27701.1
OG0001227	ALV11621.1	CCC27702.1
OG0001228	ALV11644.1	CCC27726.1
OG0001229	ALV13079.1	CCC27746.1
OG0001230	ALV11660.1	CCC27747.1
OG0001231	ALV11663.1	CCC27750.1
OG0001232	ALV11664.1	CCC27751.1
OG0001233	ALV13080.1	CCC27752.1
OG0001234	ALV13081.1	CCC27754.1
OG0001235	ALV11666.1	CCC27755.1
OG0001236	ALV13082.1	CCC27757.1
OG0001237	ALV11677.1	CCC27769.1
OG0001238	ALV11678.1	CCC27770.1
OG0001239	ALV11679.1	CCC27771.1
OG0001240	ALV11680.1	CCC27772.1
OG0001241	ALV11682.1	CCC27774.1
OG0001242	ALV11683.1	CCC27775.1
OG0001243	ALV11684.1	CCC27776.1
OG0001244	ALV13085.1	CCC27777.1
OG0001245	ALV11688.1	CCC27781.1
OG0001246	ALV11689.1	CCC27782.1
OG0001247	ALV11690.1	CCC27783.1
OG0001248	ALV13086.1	CCC27784.1
OG0001249	ALV11693.1	CCC27788.1
OG0001250	ALV11696.1	CCC27791.1
OG0001251	ALV11697.1	CCC27792.1
OG0001252	ALV11698.1	CCC27793.1
OG0001253	ALV11699.1	CCC27794.1
OG0001254	ALV11700.1	CCC27795.1
OG0001255	ALV11703.1	CCC27798.1
OG0001256	ALV11704.1	CCC27799.1
OG0001257	ALV13088.1	CCC27800.1
OG0001258	ALV11705.1	CCC27801.1
OG0001259	ALV11706.1	CCC27802.1
OG0001260	ALV11710.1	CCC27806.1
OG0001261	ALV11711.1	CCC27807.1
OG0001262	ALV11713.1	CCC27810.1
OG0001263	ALV11714.1	CCC27811.1
OG0001264	ALV11716.1	CCC27813.1
OG0001265	ALV11717.1	CCC27814.1
OG0001266	ALV11718.1	CCC27815.1
OG0001267	ALV11721.1	CCC27821.1
OG0001268	ALV11722.1	CCC27822.1
OG0001269	ALV11727.1	CCC27827.1
OG0001270	ALV11728.1	CCC27828.1
OG0001271	ALV13091.1	CCC27829.1
OG0001272	ALV11736.1	CCC27838.1
OG0001273	ALV11737.1	CCC27839.1
OG0001274	ALV11745.1	CCC27846.1
OG0001275	ALV11746.1	CCC27847.1
OG0001276	ALV11749.1	CCC27851.1
OG0001277	ALV11750.1	CCC27852.1
OG0001278	ALV11756.1	CCC27857.1
OG0001279	ALV11757.1	CCC27858.1
OG0001280	ALV11759.1	CCC27860.1
OG0001281	ALV13093.1	CCC27861.1
OG0001282	ALV11766.1	CCC27868.1
OG0001283	ALV11767.1	CCC27869.1
OG0001284	ALV11768.1	CCC27870.1
OG0001285	ALV11809.1	CCC27913.1
OG0001286	ALV11810.1	CCC27914.1
OG0001287	ALV11812.1	CCC27916.1
OG0001288	ALV11814.1	CCC27918.1
OG0001289	ALV11815.1	CCC27919.1
OG0001290	ALV11824.1	CCC27930.1
OG0001291	ALV11830.1	CCC27934.1
OG0001292	ALV11832.1	CCC27936.1
OG0001293	ALV11836.1	CCC27939.1
OG0001294	ALV11840.1	CCC27943.1
OG0001295	ALV11841.1	CCC27944.1
OG0001296	ALV13101.1	CCC27945.1
OG0001297	ALV11850.1	CCC27955.1
OG0001298	ALV11851.1	CCC27956.1
OG0001299	ALV11852.1	CCC27957.1
OG0001300	ALV11856.1	CCC27962.1
OG0001301	ALV11857.1	CCC27963.1
OG0001302	ALV11858.1	CCC27964.1
OG0001303	ALV11862.1	CCC27968.1
OG0001304	ALV11863.1	CCC27969.1
OG0001305	ALV11865.1	CCC27971.1
OG0001306	ALV13104.1	CCC27972.1
OG0001307	ALV11868.1	CCC27975.1
OG0001308	ALV11869.1	CCC27976.1
OG0001309	ALV11870.1	CCC27977.1
OG0001310	ALV11871.1	CCC27978.1
OG0001311	ALV11873.1	CCC27980.1
OG0001312	ALV11874.1	CCC27981.1
OG0001313	ALV11875.1	CCC27982.1
OG0001314	ALV11876.1	CCC27983.1
OG0001315	ALV13105.1	CCC27984.1
OG0001316	ALV11879.1	CCC27987.1
OG0001317	ALV11881.1	CCC27990.1
OG0001318	ALV13107.1	CCC27991.1
OG0001319	ALV13108.1	CCC27994.1
OG0001320	ALV11884.1	CCC27995.1
OG0001321	ALV11885.1	CCC27996.1
OG0001322	ALV13109.1	CCC27999.1
OG0001323	ALV11888.1	CCC28000.1
OG0001324	ALV11889.1	CCC28001.1
OG0001325	ALV13110.1	CCC28002.1
OG0001326	ALV13112.1	CCC28011.1
OG0001327	ALV11909.1	CCC28026.1
OG0001328	ALV11922.1	CCC28040.1
OG0001329	ALV11923.1	CCC28041.1
OG0001330	ALV11925.1	CCC28043.1
OG0001331	ALV13118.1	CCC28044.1
OG0001332	ALV11929.1	CCC28049.1
OG0001333	ALV11932.1	CCC28051.1
OG0001334	ALV11933.1	CCC28052.1
OG0001335	ALV11936.1	CCC28055.1
OG0001336	ALV13120.1	CCC28058.1
OG0001337	ALV11939.1	CCC28059.1
OG0001338	ALV11940.1	CCC28060.1
OG0001339	ALV11941.1	CCC28061.1
OG0001340	ALV11944.1	CCC28064.1
OG0001341	ALV11947.1	CCC28067.1
OG0001342	ALV13121.1	CCC28068.1
OG0001343	ALV11955.1	CCC28077.1
OG0001344	ALV11956.1	CCC28078.1
OG0001345	ALV11958.1	CCC28081.1
OG0001346	ALV11959.1	CCC28082.1
OG0001347	ALV11962.1	CCC28085.1
OG0001348	ALV11963.1	CCC28086.1
OG0001349	ALV11964.1	CCC28087.1
OG0001350	ALV11965.1	CCC28088.1
OG0001351	ALV11966.1	CCC28089.1
OG0001352	ALV11968.1	CCC28091.1
OG0001353	ALV11974.1	CCC28101.1
OG0001354	ALV11975.1	CCC28102.1
OG0001355	ALV11978.1	CCC28105.1
OG0001356	ALV11979.1	CCC28106.1
OG0001357	ALV11980.1	CCC28107.1
OG0001358	ALV11981.1	CCC28108.1
OG0001359	ALV11982.1	CCC28109.1
OG0001360	ALV13127.1	CCC28111.1
OG0001361	ALV11985.1	CCC28112.1
OG0001362	ALV13128.1	CCC28115.1
OG0001363	ALV11989.1	CCC28118.1
OG0001364	ALV11990.1	CCC28119.1
OG0001365	ALV13130.1	CCC28120.1
OG0001366	ALV13132.1	CCC28121.1
OG0001367	ALV13133.1	CCC28127.1
OG0001368	ALV11996.1	CCC28128.1
OG0001369	ALV11997.1	CCC28129.1
OG0001370	ALV11998.1	CCC28130.1
OG0001371	ALV12002.1	CCC28134.1
OG0001372	ALV12029.1	CCC28166.1
OG0001373	ALV12037.1	CCC28173.1
OG0001374	ALV12042.1	CCC28177.1
OG0001375	ALV12043.1	CCC28178.1
OG0001376	ALV13139.1	CCC28182.1
OG0001377	ALV12047.1	CCC28183.1
OG0001378	ALV12063.1	CCC28207.1
OG0001379	ALV13143.1	CCC28209.1
OG0001380	ALV12071.1	CCC28215.1
OG0001381	ALV12073.1	CCC28217.1
OG0001382	ALV12074.1	CCC28218.1
OG0001383	ALV12082.1	CCC28228.1
OG0001384	ALV12083.1	CCC28229.1
OG0001385	ALV12084.1	CCC28231.1
OG0001386	ALV13147.1	CCC28248.1
OG0001387	ALV12101.1	CCC28249.1
OG0001388	ALV13148.1	CCC28266.1
OG0001389	ALV12122.1	CCC28269.1
OG0001390	ALV13150.1	CCC28270.1
OG0001391	ALV12124.1	CCC28273.1
OG0001392	ALV13152.1	CCC28274.1
OG0001393	ALV13153.1	CCC28275.1
OG0001394	ALV13155.1	CCC28283.1
OG0001395	ALV12132.1	CCC28284.1
OG0001396	ALV12133.1	CCC28285.1
OG0001397	ALV12134.1	CCC28286.1
OG0001398	ALV13156.1	CCC28287.1
OG0001399	ALV13157.1	CCC28288.1
OG0001400	ALV12137.1	CCC28291.1
OG0001401	ALV12140.1	CCC28294.1
OG0001402	ALV12141.1	CCC28296.1
OG0001403	ALV12143.1	CCC28298.1
OG0001404	ALV12144.1	CCC28299.1
OG0001405	ALV13158.1	CCC28300.1
OG0001406	ALV12152.1	CCC28308.1
OG0001407	ALV12153.1	CCC28309.1
OG0001408	ALV13159.1	CCC28310.1
OG0001409	ALV12155.1	CCC28312.1
OG0001410	ALV12159.1	CCC28317.1
OG0001411	ALV12160.1	CCC28318.1
OG0001412	ALV12163.1	CCC28321.1
OG0001413	ALV12164.1	CCC28322.1
OG0001414	ALV12165.1	CCC28323.1
OG0001415	ALV13161.1	CCC28325.1
OG0001416	ALV12167.1	CCC28326.1
OG0001417	ALV12168.1	CCC28327.1
OG0001418	ALV12169.1	CCC28328.1
OG0001419	ALV12170.1	CCC28329.1
OG0001420	ALV12177.1	CCC28336.1
OG0001421	ALV12178.1	CCC28337.1
OG0001422	ALV12179.1	CCC28338.1
OG0001423	ALV12181.1	CCC28340.1
OG0001424	ALV12182.1	CCC28341.1
OG0001425	ALV12183.1	CCC28342.1
OG0001426	ALV12184.1	CCC28343.1
OG0001427	ALV12185.1	CCC28344.1
OG0001428	ALV12186.1	CCC28345.1
OG0001429	ALV12187.1	CCC28346.1
OG0001430	ALV12188.1	CCC28347.1
OG0001431	ALV12189.1	CCC28348.1
OG0001432	ALV12190.1	CCC28350.1
OG0001433	ALV12195.1	CCC28355.1
OG0001434	ALV12196.1	CCC28356.1
OG0001435	ALV13163.1	CCC28357.1
OG0001436	ALV12197.1	CCC28358.1
OG0001437	ALV12198.1	CCC28359.1
OG0001438	ALV12199.1	CCC28360.1
OG0001439	ALV12200.1	CCC28361.1
OG0001440	ALV12202.1	CCC28363.1
OG0001441	ALV13164.1	CCC28364.1
OG0001442	ALV12205.1	CCC28367.1
OG0001443	ALV12210.1	CCC28372.1
OG0001444	ALV12214.1	CCC28376.1
OG0001445	ALV12217.1	CCC28379.1
OG0001446	ALV12236.1, ALV12219.1, ALV12253.1	CCC28382.1
OG0001447	ALV13166.1, ALV13168.1, ALV13170.1	CCC28393.1
OG0001448	ALV12230.1, ALV12264.1, ALV12247.1	CCC28394.1
OG0001449	ALV12270.1	CCC28400.1
OG0001450	ALV12271.1	CCC28401.1
OG0001451	ALV12281.1	CCC28416.1
OG0001452	ALV12284.1	CCC28420.1
OG0001454	ALV12285.1	CCC28422.1
OG0001455	ALV12289.1	CCC28426.1
OG0001456	ALV12706.1	CCC28432.1
OG0001456	ALV12293.1	CCC28928.1
OG0001457	ALV12300.1	CCC28438.1
OG0001458	ALV13178.1	CCC28440.1
OG0001459	ALV12311.1	CCC28450.1
OG0001460	ALV12315.1	CCC28456.1
OG0001461	ALV12326.1	CCC28472.1
OG0001462	ALV12332.1	CCC28479.1
OG0001463	ALV12335.1	CCC28483.1
OG0001464	ALV12336.1	CCC28484.1
OG0001465	ALV12344.1	CCC28492.1
OG0001466	ALV12345.1	CCC28493.1
OG0001467	ALV12346.1	CCC28494.1
OG0001468	ALV12347.1	CCC28495.1
OG0001469	ALV12350.1	CCC28498.1
OG0001470	ALV12351.1	CCC28499.1
OG0001471	ALV12353.1	CCC28501.1
OG0001472	ALV12354.1	CCC28502.1
OG0001473	ALV13187.1	CCC28504.1
OG0001474	ALV12356.1	CCC28505.1
OG0001475	ALV13188.1	CCC28506.1
OG0001476	ALV12362.1	CCC28517.1
OG0001477	ALV12364.1	CCC28520.1
OG0001478	ALV12366.1	CCC28522.1
OG0001479	ALV12368.1	CCC28525.1
OG0001480	ALV12369.1	CCC28526.1
OG0001481	ALV13191.1	CCC28527.1
OG0001482	ALV12370.1	CCC28528.1
OG0001483	ALV12379.1	CCC28539.1
OG0001484	ALV12380.1	CCC28540.1
OG0001485	ALV12381.1	CCC28541.1
OG0001486	ALV12382.1	CCC28542.1
OG0001487	ALV12383.1	CCC28543.1
OG0001488	ALV12384.1	CCC28544.1
OG0001489	ALV12386.1	CCC28546.1
OG0001490	ALV12388.1	CCC28548.1
OG0001491	ALV13194.1	CCC28557.1
OG0001492	ALV13196.1	CCC28563.1
OG0001493	ALV12403.1	CCC28572.1
OG0001494	ALV12417.1	CCC28587.1
OG0001495	ALV12420.1	CCC28591.1
OG0001496	ALV12421.1	CCC28592.1
OG0001497	ALV12429.1	CCC28601.1
OG0001498	ALV12445.1	CCC28617.1
OG0001499	ALV12456.1	CCC28630.1
OG0001500	ALV12460.1	CCC28634.1
OG0001501	ALV13207.1	CCC28656.1
OG0001502	ALV12483.1	CCC28661.1
OG0001503	ALV12484.1	CCC28662.1
OG0001504	ALV12485.1	CCC28663.1
OG0001505	ALV12486.1	CCC28664.1
OG0001506	ALV12487.1	CCC28665.1
OG0001507	ALV12488.1	CCC28666.1
OG0001508	ALV12489.1	CCC28667.1
OG0001509	ALV12490.1	CCC28669.1
OG0001510	ALV12491.1	CCC28670.1
OG0001511	ALV12492.1	CCC28671.1
OG0001512	ALV12494.1	CCC28673.1
OG0001513	ALV12495.1	CCC28674.1
OG0001514	ALV12496.1	CCC28675.1
OG0001515	ALV12499.1	CCC28678.1
OG0001516	ALV12500.1	CCC28679.1
OG0001517	ALV12501.1	CCC28680.1
OG0001518	ALV12503.1	CCC28682.1
OG0001519	ALV12504.1	CCC28683.1
OG0001520	ALV12505.1	CCC28684.1
OG0001521	ALV12506.1	CCC28685.1
OG0001522	ALV12507.1	CCC28686.1
OG0001523	ALV12508.1	CCC28687.1
OG0001524	ALV12509.1	CCC28688.1
OG0001525	ALV12510.1	CCC28689.1
OG0001526	ALV12511.1	CCC28690.1
OG0001527	ALV12512.1	CCC28691.1
OG0001528	ALV12513.1	CCC28692.1
OG0001529	ALV12725.1	CCC28947.1, CCC28698.1
OG0001530	ALV13209.1	CCC28700.1
OG0001531	ALV12518.1	CCC28701.1
OG0001532	ALV12519.1	CCC28703.1
OG0001533	ALV12520.1	CCC28704.1
OG0001534	ALV12521.1	CCC28705.1
OG0001535	ALV12522.1	CCC28707.1
OG0001536	ALV12523.1	CCC28708.1
OG0001537	ALV13212.1	CCC28711.1
OG0001538	ALV12533.1	CCC28720.1
OG0001539	ALV12534.1	CCC28722.1
OG0001540	ALV12535.1	CCC28723.1
OG0001541	ALV12545.1	CCC28738.1
OG0001542	ALV13220.1	CCC28739.1
OG0001543	ALV12546.1	CCC28740.1
OG0001544	ALV12547.1	CCC28741.1
OG0001545	ALV12550.1	CCC28744.1
OG0001546	ALV12551.1	CCC28745.1
OG0001547	ALV12552.1	CCC28746.1
OG0001548	ALV12553.1	CCC28747.1
OG0001549	ALV12554.1	CCC28748.1
OG0001550	ALV12555.1	CCC28749.1
OG0001551	ALV12556.1	CCC28750.1
OG0001552	ALV12559.1	CCC28753.1
OG0001553	ALV12560.1	CCC28754.1
OG0001554	ALV12562.1	CCC28756.1
OG0001555	ALV12563.1	CCC28757.1
OG0001556	ALV12564.1	CCC28758.1
OG0001557	ALV12565.1	CCC28759.1
OG0001558	ALV12566.1	CCC28760.1
OG0001559	ALV12576.1	CCC28772.1
OG0001560	ALV12578.1	CCC28776.1
OG0001561	ALV12583.1	CCC28782.1
OG0001562	ALV12586.1	CCC28785.1
OG0001563	ALV12587.1	CCC28786.1
OG0001564	ALV12588.1	CCC28787.1
OG0001565	ALV12591.1	CCC28791.1
OG0001566	ALV12593.1	CCC28793.1
OG0001567	ALV12594.1	CCC28794.1
OG0001568	ALV12596.1	CCC28796.1
OG0001569	ALV12597.1	CCC28797.1
OG0001570	ALV12598.1	CCC28798.1
OG0001571	ALV12599.1	CCC28799.1
OG0001572	ALV12600.1	CCC28800.1
OG0001573	ALV12601.1	CCC28801.1
OG0001574	ALV12608.1	CCC28811.1
OG0001575	ALV12622.1	CCC28834.1
OG0001576	ALV12623.1	CCC28835.1
OG0001577	ALV12624.1	CCC28836.1
OG0001578	ALV12642.1	CCC28856.1
OG0001579	ALV12644.1	CCC28858.1
OG0001580	ALV12645.1	CCC28859.1
OG0001581	ALV13233.1	CCC28861.1
OG0001582	ALV12648.1	CCC28862.1
OG0001583	ALV12649.1	CCC28863.1
OG0001584	ALV13234.1	CCC28864.1
OG0001585	ALV12650.1	CCC28865.1
OG0001586	ALV12651.1	CCC28866.1
OG0001587	ALV12652.1	CCC28867.1
OG0001588	ALV12657.1	CCC28873.1
OG0001589	ALV12658.1	CCC28874.1
OG0001590	ALV12660.1	CCC28876.1
OG0001591	ALV12661.1	CCC28877.1
OG0001592	ALV12662.1	CCC28878.1
OG0001593	ALV12663.1	CCC28879.1
OG0001594	ALV12669.1	CCC28885.1
OG0001595	ALV12670.1	CCC28886.1
OG0001596	ALV12671.1	CCC28887.1
OG0001597	ALV12673.1	CCC28889.1
OG0001598	ALV12674.1	CCC28890.1
OG0001599	ALV12675.1	CCC28891.1
OG0001600	ALV12676.1	CCC28892.1
OG0001601	ALV13236.1	CCC28893.1
OG0001602	ALV13237.1	CCC28894.1
OG0001603	ALV12679.1	CCC28897.1
OG0001604	ALV12682.1	CCC28900.1
OG0001605	ALV13239.1	CCC28905.1
OG0001606	ALV12693.1	CCC28913.1
OG0001607	ALV12697.1	CCC28918.1
OG0001608	ALV12698.1	CCC28919.1
OG0001609	ALV12700.1	CCC28921.1
OG0001610	ALV12701.1	CCC28922.1
OG0001611	ALV13241.1	CCC28926.1
OG0001612	ALV12705.1	CCC28927.1
OG0001613	ALV12707.1	CCC28929.1
OG0001614	ALV12709.1	CCC28930.1
OG0001615	ALV12710.1	CCC28931.1
OG0001616	ALV13242.1	CCC28933.1
OG0001617	ALV12712.1	CCC28934.1
OG0001618	ALV12714.1	CCC28936.1
OG0001619	ALV12715.1	CCC28937.1
OG0001620	ALV12716.1	CCC28938.1
OG0001621	ALV12720.1	CCC28942.1
OG0001622	ALV12721.1	CCC28943.1
OG0001623	ALV12745.1	CCC28979.1
OG0001624	ALV12751.1	CCC28990.1
OG0001625	ALV12752.1	CCC28991.1
OG0001626	ALV13247.1	CCC28992.1
OG0001627	ALV12753.1	CCC28993.1
OG0001628	ALV12756.1	CCC28996.1
OG0001629	ALV12758.1	CCC28998.1
OG0001630	ALV12759.1	CCC28999.1
OG0001631	ALV12760.1	CCC29000.1
OG0001632	ALV12761.1	CCC29001.1
OG0001633	ALV12762.1	CCC29002.1
OG0001634	ALV12763.1	CCC29003.1
OG0001635	ALV12764.1	CCC29004.1
OG0001653	ALV09288.1	CCC25082.1
OG0001655	ALV09291.1	CCC25086.1
OG0001656	ALV09301.1	CCC25096.1
OG0001657	ALV09302.1	CCC25097.1
OG0001658	ALV09304.1	CCC25099.1
OG0001659	ALV12768.1	CCC25100.1
OG0001660	ALV09305.1	CCC25101.1
OG0001661	ALV09306.1	CCC25102.1
OG0001662	ALV09307.1	CCC25103.1
OG0001663	ALV09308.1	CCC25104.1
OG0001664	ALV12769.1	CCC25110.1
OG0001665	ALV09314.1	CCC25111.1
OG0001666	ALV09315.1	CCC25113.1
OG0001667	ALV09319.1	CCC25117.1
OG0001668	ALV09321.1	CCC25119.1
OG0001669	ALV09324.1	CCC25122.1
OG0001670	ALV09328.1	CCC25126.1
OG0001671	ALV09338.1	CCC25136.1
OG0001672	ALV09339.1	CCC25137.1
OG0001673	ALV09346.1	CCC25143.1
OG0001674	ALV09353.1	CCC25150.1
OG0001675	ALV12772.1	CCC25151.1
OG0001676	ALV09368.1	CCC25168.1
OG0001678	ALV09370.1	CCC25171.1
OG0001679	ALV09371.1	CCC25172.1
OG0001680	ALV09372.1	CCC25173.1
OG0001681	ALV12776.1	CCC25174.1
OG0001682	ALV09373.1	CCC25175.1
OG0001683	ALV09381.1	CCC25183.1
OG0001684	ALV09385.1	CCC25188.1
OG0001685	ALV12780.1	CCC25193.1
OG0001686	ALV09389.1	CCC25195.1
OG0001687	ALV09390.1	CCC25196.1
OG0001688	ALV09395.1	CCC25200.1
OG0001689	ALV09396.1	CCC25201.1
OG0001690	ALV09397.1	CCC25202.1
OG0001691	ALV09399.1	CCC25204.1
OG0001692	ALV09401.1	CCC25206.1
OG0001693	ALV09402.1	CCC25207.1
OG0001694	ALV09403.1	CCC25209.1
OG0001695	ALV09407.1	CCC25213.1
OG0001696	ALV09409.1	CCC25215.1
OG0001697	ALV12782.1	CCC25216.1
OG0001698	ALV12783.1	CCC25217.1
OG0001699	ALV09410.1	CCC25218.1
OG0001700	ALV09411.1	CCC25219.1
OG0001701	ALV09416.1	CCC25227.1
OG0001702	ALV09417.1	CCC25228.1
OG0001703	ALV09422.1	CCC25232.1
OG0001704	ALV12789.1	CCC25236.1
OG0001705	ALV09425.1	CCC25237.1
OG0001706	ALV09440.1	CCC25252.1
OG0001707	ALV12791.1	CCC25255.1
OG0001708	ALV09448.1	CCC25260.1
OG0001709	ALV09449.1	CCC25261.1
OG0001710	ALV09452.1	CCC25264.1
OG0001711	ALV09453.1	CCC25265.1
OG0001712	ALV09457.1	CCC25271.1
OG0001713	ALV09458.1	CCC25272.1
OG0001714	ALV09459.1	CCC25274.1
OG0001715	ALV09462.1	CCC25278.1
OG0001716	ALV09466.1	CCC25282.1
OG0001717	ALV09467.1	CCC25283.1
OG0001718	ALV09476.1	CCC25293.1
OG0001719	ALV09487.1	CCC25302.1
OG0001720	ALV09488.1	CCC25303.1
OG0001721	ALV09489.1	CCC25304.1
OG0001722	ALV09490.1	CCC25305.1
OG0001723	ALV09492.1	CCC25307.1
OG0001724	ALV09494.1	CCC25309.1
OG0001725	ALV09505.1	CCC25320.1
OG0001726	ALV09506.1	CCC25321.1
OG0001727	ALV09507.1	CCC25322.1
