Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000024	N0	n5	1.0	Non-Terminal	Mlepra_CAC29605.1, Mbovis_ALV12672.1, Mafric_CCC28888.1, Mmicro_AMC61625.1, Mavium_AAS02533.1	Mlepra_CAC32187.1, Mavium_AAS06081.1, Mmicro_AMC57576.1, Mafric_CCC25203.1, Mbovis_ALV09398.1
OG0000025	N2	n0	1.0	Non-Terminal	Mbovis_ALV11854.1, Mmicro_AMC60607.1, Mafric_CCC27960.1	Mmicro_AMC60506.1, Mafric_CCC27867.1, Mbovis_ALV11765.1, Mmicro_AMC60714.1, Mafric_CCC28054.1, Mbovis_ALV11935.1, Mmicro_AMC58105.1, Mbovis_ALV09831.1, Mafric_CCC25684.1, Mafric_CCC28912.1, Mbovis_ALV12692.1, Mmicro_AMC61653.1
OG0000025	N2	n3	1.0	Non-Terminal	Mmicro_AMC60506.1, Mafric_CCC27867.1, Mbovis_ALV11765.1, Mmicro_AMC60714.1, Mafric_CCC28054.1, Mbovis_ALV11935.1, Mmicro_AMC58105.1, Mbovis_ALV09831.1, Mafric_CCC25684.1	Mafric_CCC28912.1, Mbovis_ALV12692.1, Mmicro_AMC61653.1
OG0000025	N2	n4	1.0	Non-Terminal	Mmicro_AMC60506.1, Mafric_CCC27867.1, Mbovis_ALV11765.1	Mmicro_AMC60714.1, Mafric_CCC28054.1, Mbovis_ALV11935.1, Mmicro_AMC58105.1, Mbovis_ALV09831.1, Mafric_CCC25684.1
OG0000025	N2	n7	1.0	Non-Terminal	Mmicro_AMC60714.1, Mafric_CCC28054.1, Mbovis_ALV11935.1	Mmicro_AMC58105.1, Mbovis_ALV09831.1, Mafric_CCC25684.1
OG0000026	Mavium	n4	1.0	Terminal	Mavium_AAS03816.1, Mavium_AAS06737.1, Mavium_AAS02445.1, Mavium_AAS06134.1, Mavium_AAS03747.1, Mavium_AAS03915.1, Mavium_AAS04798.1, Mavium_AAS02543.1, Mavium_AAS04371.1	Mavium_AAS04280.1, Mavium_AAS03201.1
OG0000026	Mavium	n5	1.0	Terminal	Mavium_AAS03816.1, Mavium_AAS06737.1, Mavium_AAS02445.1, Mavium_AAS06134.1, Mavium_AAS03747.1, Mavium_AAS03915.1	Mavium_AAS04798.1, Mavium_AAS02543.1, Mavium_AAS04371.1
OG0000026	Mavium	n6	1.0	Terminal	Mavium_AAS03816.1, Mavium_AAS06737.1, Mavium_AAS02445.1	Mavium_AAS06134.1, Mavium_AAS03747.1, Mavium_AAS03915.1
OG0000026	Mavium	n7	1.0	Terminal	Mavium_AAS03816.1, Mavium_AAS06737.1	Mavium_AAS02445.1
OG0000026	Mavium	n8	1.0	Terminal	Mavium_AAS03816.1	Mavium_AAS06737.1
OG0000026	Mavium	n9	1.0	Terminal	Mavium_AAS06134.1	Mavium_AAS03747.1, Mavium_AAS03915.1
OG0000026	Mavium	n10	1.0	Terminal	Mavium_AAS03747.1	Mavium_AAS03915.1
OG0000026	Mavium	n11	1.0	Terminal	Mavium_AAS04798.1, Mavium_AAS02543.1	Mavium_AAS04371.1
OG0000026	Mavium	n12	1.0	Terminal	Mavium_AAS04798.1	Mavium_AAS02543.1
OG0000026	Mavium	n13	1.0	Terminal	Mavium_AAS04280.1	Mavium_AAS03201.1
OG0000027	N2	n1	1.0	Non-Terminal	Mmicro_AMC60028.1, Mbovis_ALV11378.1, Mbovis_ALV10885.1, Mafric_CCC26885.1, Mafric_CCC27429.1, Mmicro_AMC59420.1, Mafric_CCC27436.1	Mbovis_ALV10230.1, Mmicro_AMC58593.1, Mafric_CCC26120.1, Mmicro_AMC58768.1, Mbovis_ALV10376.1, Mafric_CCC26289.1
OG0000027	N2	n2	0.3333333333333333	Non-Terminal	Mmicro_AMC60028.1, Mbovis_ALV11378.1, Mbovis_ALV10885.1, Mafric_CCC26885.1, Mafric_CCC27429.1, Mmicro_AMC59420.1	Mafric_CCC27436.1
OG0000027	N2	n3	0.6666666666666666	Non-Terminal	Mmicro_AMC60028.1, Mbovis_ALV11378.1, Mbovis_ALV10885.1, Mafric_CCC26885.1	Mafric_CCC27429.1, Mmicro_AMC59420.1
OG0000027	Mbovis	n6	1.0	Terminal	Mbovis_ALV11378.1	Mbovis_ALV10885.1
OG0000027	N2	n8	1.0	Non-Terminal	Mbovis_ALV10230.1, Mmicro_AMC58593.1, Mafric_CCC26120.1	Mmicro_AMC58768.1, Mbovis_ALV10376.1, Mafric_CCC26289.1
OG0000027	Mlepra	n13	1.0	Terminal	Mlepra_CAC31561.1	Mlepra_CAC31437.1
OG0000028	N2	n2	0.3333333333333333	Non-Terminal	Mbovis_ALV10884.1, Mafric_CCC26884.1, Mmicro_AMC59419.1, Mafric_CCC26121.1, Mbovis_ALV10231.1, Mmicro_AMC58594.1, Mmicro_AMC58767.1, Mbovis_ALV10375.1, Mafric_CCC26288.1, Mmicro_AMC60029.1, Mafric_CCC27430.1	Mafric_CCC27437.1
OG0000028	N2	n3	0.6666666666666666	Non-Terminal	Mbovis_ALV10884.1, Mafric_CCC26884.1, Mmicro_AMC59419.1, Mafric_CCC26121.1, Mbovis_ALV10231.1, Mmicro_AMC58594.1, Mmicro_AMC58767.1, Mbovis_ALV10375.1, Mafric_CCC26288.1	Mmicro_AMC60029.1, Mafric_CCC27430.1
OG0000028	N2	n4	1.0	Non-Terminal	Mbovis_ALV10884.1, Mafric_CCC26884.1, Mmicro_AMC59419.1, Mafric_CCC26121.1, Mbovis_ALV10231.1, Mmicro_AMC58594.1	Mmicro_AMC58767.1, Mbovis_ALV10375.1, Mafric_CCC26288.1
OG0000028	N2	n5	1.0	Non-Terminal	Mbovis_ALV10884.1, Mafric_CCC26884.1, Mmicro_AMC59419.1	Mafric_CCC26121.1, Mbovis_ALV10231.1, Mmicro_AMC58594.1
OG0000028	Mlepra	n13	1.0	Terminal	Mlepra_CAC31562.1	Mlepra_CAC31436.1
OG0000029	N1	n1	1.0	Non-Terminal	Mmicro_AMC60824.1, Mafric_CCC28162.1, Mbovis_ALV12026.1, Mavium_AAS04855.1, Mavium_AAS04698.1, Mavium_AAS04515.1, Mavium_AAS05091.1, Mavium_AAS03756.1, Mavium_AAS02366.1, Mavium_AAS03700.1	Mavium_AAS04854.1, Mmicro_AMC58820.1, Mbovis_ALV10417.1, Mafric_CCC26336.1
OG0000029	Mavium	n5	1.0	Terminal	Mavium_AAS04855.1	Mavium_AAS04698.1, Mavium_AAS04515.1, Mavium_AAS05091.1, Mavium_AAS03756.1, Mavium_AAS02366.1, Mavium_AAS03700.1
OG0000029	Mavium	n6	1.0	Terminal	Mavium_AAS04698.1	Mavium_AAS04515.1, Mavium_AAS05091.1, Mavium_AAS03756.1, Mavium_AAS02366.1, Mavium_AAS03700.1
OG0000029	Mavium	n7	1.0	Terminal	Mavium_AAS04515.1, Mavium_AAS05091.1, Mavium_AAS03756.1, Mavium_AAS02366.1	Mavium_AAS03700.1
OG0000029	Mavium	n8	1.0	Terminal	Mavium_AAS04515.1, Mavium_AAS05091.1, Mavium_AAS03756.1	Mavium_AAS02366.1
OG0000029	Mavium	n9	1.0	Terminal	Mavium_AAS04515.1	Mavium_AAS05091.1, Mavium_AAS03756.1
OG0000029	Mavium	n10	1.0	Terminal	Mavium_AAS05091.1	Mavium_AAS03756.1
OG0000030	N2	n1	0.3333333333333333	Non-Terminal	Mafric_CCC28407.1	Mmicro_AMC59376.1, Mbovis_ALV11788.1, Mmicro_AMC59134.1, Mmicro_AMC60530.1, Mmicro_AMC60935.1, Mmicro_AMC60875.1, Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1, Mmicro_AMC60696.1, Mafric_CCC26855.1
OG0000030	N2	n2	0.6666666666666666	Non-Terminal	Mmicro_AMC59376.1, Mbovis_ALV11788.1	Mmicro_AMC59134.1, Mmicro_AMC60530.1, Mmicro_AMC60935.1, Mmicro_AMC60875.1, Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1, Mmicro_AMC60696.1, Mafric_CCC26855.1
OG0000030	N2	n4	0.6666666666666666	Non-Terminal	Mmicro_AMC59134.1, Mmicro_AMC60530.1, Mmicro_AMC60935.1, Mmicro_AMC60875.1, Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1	Mmicro_AMC60696.1, Mafric_CCC26855.1
OG0000030	N2	n5	0.3333333333333333	Non-Terminal	Mmicro_AMC59134.1	Mmicro_AMC60530.1, Mmicro_AMC60935.1, Mmicro_AMC60875.1, Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1
OG0000030	N2	n6	0.3333333333333333	Non-Terminal	Mmicro_AMC60530.1	Mmicro_AMC60935.1, Mmicro_AMC60875.1, Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1
OG0000030	N2	n7	0.3333333333333333	Non-Terminal	Mmicro_AMC60935.1	Mmicro_AMC60875.1, Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1
OG0000030	N2	n8	0.3333333333333333	Non-Terminal	Mmicro_AMC60875.1	Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1, Mafric_CCC27890.1, Mmicro_AMC58498.1
OG0000030	N2	n9	0.6666666666666666	Non-Terminal	Mbovis_ALV09981.1, Mmicro_AMC58271.1, Mafric_CCC28829.1	Mafric_CCC27890.1, Mmicro_AMC58498.1
OG0000031	Mavium	n3	1.0	Terminal	Mavium_AAS06151.1	Mavium_AAS02997.1, Mavium_AAS04717.1, Mavium_AAS06209.1, Mavium_AAS04672.1, Mavium_AAS05064.1, Mavium_AAS04659.1, Mavium_AAS03097.1, Mavium_AAS04505.1, Mavium_AAS06054.1, Mavium_AAS04388.1
OG0000031	Mavium	n4	1.0	Terminal	Mavium_AAS02997.1, Mavium_AAS04717.1, Mavium_AAS06209.1, Mavium_AAS04672.1	Mavium_AAS05064.1, Mavium_AAS04659.1, Mavium_AAS03097.1, Mavium_AAS04505.1, Mavium_AAS06054.1, Mavium_AAS04388.1
OG0000031	Mavium	n5	1.0	Terminal	Mavium_AAS02997.1, Mavium_AAS04717.1, Mavium_AAS06209.1	Mavium_AAS04672.1
OG0000031	Mavium	n6	1.0	Terminal	Mavium_AAS02997.1, Mavium_AAS04717.1	Mavium_AAS06209.1
OG0000031	Mavium	n7	1.0	Terminal	Mavium_AAS02997.1	Mavium_AAS04717.1
OG0000031	Mavium	n8	1.0	Terminal	Mavium_AAS05064.1	Mavium_AAS04659.1, Mavium_AAS03097.1, Mavium_AAS04505.1, Mavium_AAS06054.1, Mavium_AAS04388.1
OG0000031	Mavium	n9	1.0	Terminal	Mavium_AAS04659.1	Mavium_AAS03097.1, Mavium_AAS04505.1, Mavium_AAS06054.1, Mavium_AAS04388.1
OG0000031	Mavium	n10	1.0	Terminal	Mavium_AAS03097.1	Mavium_AAS04505.1, Mavium_AAS06054.1, Mavium_AAS04388.1
OG0000031	Mavium	n11	1.0	Terminal	Mavium_AAS04505.1	Mavium_AAS06054.1, Mavium_AAS04388.1
OG0000031	Mavium	n12	1.0	Terminal	Mavium_AAS06054.1	Mavium_AAS04388.1
OG0000032	N1	n1	0.75	Non-Terminal	Mmicro_AMC57619.1, Mafric_CCC25242.1, Mbovis_ALV09431.1	Mavium_AAS06154.1, Mavium_AAS05839.1, Mavium_AAS03076.1, Mavium_AAS04506.1, Mavium_AAS04433.1, Mmicro_AMC57620.1, Mbovis_ALV09817.1, Mmicro_AMC58088.1, Mafric_CCC25668.1, Mavium_AAS06634.1
OG0000032	N1	n4	0.25	Non-Terminal	Mavium_AAS06154.1, Mavium_AAS05839.1	Mavium_AAS03076.1, Mavium_AAS04506.1, Mavium_AAS04433.1, Mmicro_AMC57620.1, Mbovis_ALV09817.1, Mmicro_AMC58088.1, Mafric_CCC25668.1, Mavium_AAS06634.1
OG0000032	Mavium	n5	1.0	Terminal	Mavium_AAS06154.1	Mavium_AAS05839.1
OG0000032	N1	n6	0.5	Non-Terminal	Mavium_AAS03076.1, Mavium_AAS04506.1, Mavium_AAS04433.1, Mmicro_AMC57620.1	Mbovis_ALV09817.1, Mmicro_AMC58088.1, Mafric_CCC25668.1, Mavium_AAS06634.1
OG0000032	Mavium	n8	1.0	Terminal	Mavium_AAS03076.1, Mavium_AAS04506.1	Mavium_AAS04433.1
OG0000032	Mavium	n9	1.0	Terminal	Mavium_AAS03076.1	Mavium_AAS04506.1
OG0000033	N1	n1	0.25	Non-Terminal	Mavium_AAS06155.1	Mavium_AAS06635.1, Mbovis_ALV09818.1, Mafric_CCC25669.1, Mmicro_AMC58089.1, Mavium_AAS04507.1, Mavium_AAS03077.1, Mavium_AAS04169.1, Mavium_AAS02426.1, Mavium_AAS04432.1, Mafric_CCC25243.1, Mmicro_AMC57621.1, Mbovis_ALV09432.1
OG0000033	N1	n2	1.0	Non-Terminal	Mavium_AAS06635.1, Mbovis_ALV09818.1, Mafric_CCC25669.1, Mmicro_AMC58089.1	Mavium_AAS04507.1, Mavium_AAS03077.1, Mavium_AAS04169.1, Mavium_AAS02426.1, Mavium_AAS04432.1, Mafric_CCC25243.1, Mmicro_AMC57621.1, Mbovis_ALV09432.1
OG0000033	Mavium	n7	1.0	Terminal	Mavium_AAS04507.1, Mavium_AAS03077.1, Mavium_AAS04169.1, Mavium_AAS02426.1	Mavium_AAS04432.1
OG0000033	Mavium	n8	1.0	Terminal	Mavium_AAS04507.1, Mavium_AAS03077.1	Mavium_AAS04169.1, Mavium_AAS02426.1
OG0000033	Mavium	n9	1.0	Terminal	Mavium_AAS04507.1	Mavium_AAS03077.1
OG0000033	Mavium	n10	1.0	Terminal	Mavium_AAS04169.1	Mavium_AAS02426.1
OG0000034	N1	n0	1.0	Non-Terminal	Mavium_AAS04821.1, Mbovis_ALV10434.1, Mmicro_AMC58845.1, Mafric_CCC26359.1, Mmicro_AMC58843.1, Mafric_CCC26357.1	Mbovis_ALV10843.1, Mmicro_AMC59364.1, Mafric_CCC26832.1, Mavium_AAS05937.1, Mafric_CCC26012.1, Mmicro_AMC58466.1, Mavium_AAS04348.1, Mavium_AAS04343.1
OG0000034	N2	n3	0.6666666666666666	Non-Terminal	Mmicro_AMC58845.1, Mafric_CCC26359.1	Mmicro_AMC58843.1, Mafric_CCC26357.1
OG0000034	N1	n6	0.5	Non-Terminal	Mbovis_ALV10843.1, Mmicro_AMC59364.1, Mafric_CCC26832.1	Mavium_AAS05937.1, Mafric_CCC26012.1, Mmicro_AMC58466.1, Mavium_AAS04348.1, Mavium_AAS04343.1
OG0000034	N1	n9	0.25	Non-Terminal	Mavium_AAS05937.1, Mafric_CCC26012.1	Mmicro_AMC58466.1, Mavium_AAS04348.1, Mavium_AAS04343.1
OG0000034	Mavium	n12	1.0	Terminal	Mavium_AAS04348.1	Mavium_AAS04343.1
OG0000035	N1	n1	0.25	Non-Terminal	Mavium_AAS04548.1	Mmicro_AMC58753.1, Mafric_CCC26273.1, Mbovis_ALV12911.1, Mavium_AAS06271.1, Mavium_AAS04011.1, Mbovis_ALV12686.1, Mafric_CCC28904.1, Mmicro_AMC61644.1, Mavium_AAS06313.1, Mafric_CCC28908.1, Mbovis_ALV12688.1, Mmicro_AMC61649.1
OG0000035	N1	n2	0.75	Non-Terminal	Mmicro_AMC58753.1, Mafric_CCC26273.1, Mbovis_ALV12911.1	Mavium_AAS06271.1, Mavium_AAS04011.1, Mbovis_ALV12686.1, Mafric_CCC28904.1, Mmicro_AMC61644.1, Mavium_AAS06313.1, Mafric_CCC28908.1, Mbovis_ALV12688.1, Mmicro_AMC61649.1
OG0000035	N1	n5	1.0	Non-Terminal	Mavium_AAS06271.1, Mavium_AAS04011.1, Mbovis_ALV12686.1, Mafric_CCC28904.1, Mmicro_AMC61644.1	Mavium_AAS06313.1, Mafric_CCC28908.1, Mbovis_ALV12688.1, Mmicro_AMC61649.1
OG0000035	Mavium	n7	1.0	Terminal	Mavium_AAS06271.1	Mavium_AAS04011.1
OG0000036	N2	n1	1.0	Non-Terminal	Mmicro_AMC59414.1, Mafric_CCC26879.1, Mbovis_ALV12983.1, Mmicro_AMC59417.1, Mbovis_ALV12984.1, Mafric_CCC26882.1, Mmicro_AMC60613.1, Mmicro_AMC59319.1, Mbovis_ALV10809.1, Mafric_CCC26793.1	Mbovis_ALV10882.1, Mafric_CCC26881.1, Mmicro_AMC59416.1
OG0000036	N2	n2	1.0	Non-Terminal	Mmicro_AMC59414.1, Mafric_CCC26879.1, Mbovis_ALV12983.1, Mmicro_AMC59417.1, Mbovis_ALV12984.1, Mafric_CCC26882.1, Mmicro_AMC60613.1	Mmicro_AMC59319.1, Mbovis_ALV10809.1, Mafric_CCC26793.1
OG0000036	N2	n3	0.3333333333333333	Non-Terminal	Mmicro_AMC59414.1, Mafric_CCC26879.1, Mbovis_ALV12983.1, Mmicro_AMC59417.1, Mbovis_ALV12984.1, Mafric_CCC26882.1	Mmicro_AMC60613.1
OG0000036	N2	n4	1.0	Non-Terminal	Mmicro_AMC59414.1, Mafric_CCC26879.1, Mbovis_ALV12983.1	Mmicro_AMC59417.1, Mbovis_ALV12984.1, Mafric_CCC26882.1
OG0000037	N0	n0	0.8	Non-Terminal	Mmicro_AMC57536.1, Mafric_CCC25167.1, Mbovis_ALV09367.1, Mlepra_CAC30942.1	Mavium_AAS06834.1, Mmicro_AMC58506.1, Mbovis_ALV10166.1, Mafric_CCC26050.1, Mmicro_AMC57547.1, Mmicro_AMC57548.1, Mbovis_ALV09376.1, Mafric_CCC25178.1, Mlepra_CAC30955.1
OG0000037	N0	n4	0.6	Non-Terminal	Mavium_AAS06834.1, Mmicro_AMC58506.1, Mbovis_ALV10166.1, Mafric_CCC26050.1	Mmicro_AMC57547.1, Mmicro_AMC57548.1, Mbovis_ALV09376.1, Mafric_CCC25178.1, Mlepra_CAC30955.1
OG0000037	N0	n8	0.2	Non-Terminal	Mmicro_AMC57547.1	Mmicro_AMC57548.1, Mbovis_ALV09376.1, Mafric_CCC25178.1, Mlepra_CAC30955.1
OG0000038	N0	n0	1.0	Non-Terminal	Mafric_CCC26480.1, Mmicro_AMC58978.1, Mbovis_ALV10547.1, Mlepra_CAC30046.1, Mavium_AAS02439.1	Mmicro_AMC60759.1, Mafric_CCC28099.1, Mbovis_ALV13125.1, Mmicro_AMC57754.1, Mbovis_ALV09544.1, Mafric_CCC25359.1, Mavium_AAS06331.1, Mlepra_CAC32065.1
OG0000038	N0	n5	0.6	Non-Terminal	Mmicro_AMC60759.1, Mafric_CCC28099.1, Mbovis_ALV13125.1	Mmicro_AMC57754.1, Mbovis_ALV09544.1, Mafric_CCC25359.1, Mavium_AAS06331.1, Mlepra_CAC32065.1
OG0000039	N2	n0	1.0	Non-Terminal	Mafric_CCC27866.1, Mbovis_ALV11764.1, Mmicro_AMC60505.1	Mmicro_AMC60713.1, Mbovis_ALV11934.1, Mafric_CCC28053.1, Mmicro_AMC60606.1, Mbovis_ALV12691.1, Mafric_CCC28911.1, Mmicro_AMC61652.1, Mbovis_ALV09832.1, Mafric_CCC25685.1, Mmicro_AMC58106.1
OG0000039	N2	n3	1.0	Non-Terminal	Mmicro_AMC60713.1, Mbovis_ALV11934.1, Mafric_CCC28053.1	Mmicro_AMC60606.1, Mbovis_ALV12691.1, Mafric_CCC28911.1, Mmicro_AMC61652.1, Mbovis_ALV09832.1, Mafric_CCC25685.1, Mmicro_AMC58106.1
OG0000039	N2	n6	0.3333333333333333	Non-Terminal	Mmicro_AMC60606.1	Mbovis_ALV12691.1, Mafric_CCC28911.1, Mmicro_AMC61652.1, Mbovis_ALV09832.1, Mafric_CCC25685.1, Mmicro_AMC58106.1
OG0000039	N2	n7	1.0	Non-Terminal	Mbovis_ALV12691.1, Mafric_CCC28911.1, Mmicro_AMC61652.1	Mbovis_ALV09832.1, Mafric_CCC25685.1, Mmicro_AMC58106.1
OG0000040	Mavium	n1	1.0	Terminal	Mavium_AAS04103.1, Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1, Mavium_AAS04840.1, Mavium_AAS04513.1, Mavium_AAS04330.1, Mavium_AAS06169.1, Mavium_AAS06126.1	Mavium_AAS03187.1
OG0000040	Mavium	n2	1.0	Terminal	Mavium_AAS04103.1, Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1, Mavium_AAS04840.1, Mavium_AAS04513.1, Mavium_AAS04330.1, Mavium_AAS06169.1	Mavium_AAS06126.1
OG0000040	Mavium	n3	1.0	Terminal	Mavium_AAS04103.1, Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1, Mavium_AAS04840.1, Mavium_AAS04513.1, Mavium_AAS04330.1	Mavium_AAS06169.1
OG0000040	Mavium	n4	1.0	Terminal	Mavium_AAS04103.1, Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1, Mavium_AAS04840.1, Mavium_AAS04513.1	Mavium_AAS04330.1
OG0000040	Mavium	n5	1.0	Terminal	Mavium_AAS04103.1	Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1, Mavium_AAS04840.1, Mavium_AAS04513.1
OG0000040	Mavium	n6	1.0	Terminal	Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1, Mavium_AAS04840.1	Mavium_AAS04513.1
OG0000040	Mavium	n7	1.0	Terminal	Mavium_AAS04554.1, Mavium_AAS02649.1, Mavium_AAS05198.1	Mavium_AAS04840.1
OG0000040	Mavium	n8	1.0	Terminal	Mavium_AAS04554.1	Mavium_AAS02649.1, Mavium_AAS05198.1
OG0000040	Mavium	n9	1.0	Terminal	Mavium_AAS02649.1	Mavium_AAS05198.1
OG0000041	Mavium	n3	1.0	Terminal	Mavium_AAS03444.1	Mavium_AAS04335.1, Mavium_AAS04517.1, Mavium_AAS06144.1, Mavium_AAS03758.1, Mavium_AAS03937.1, Mavium_AAS06059.1, Mavium_AAS03780.1, Mavium_AAS03767.1, Mavium_AAS04693.1
OG0000041	Mavium	n4	1.0	Terminal	Mavium_AAS04335.1	Mavium_AAS04517.1, Mavium_AAS06144.1, Mavium_AAS03758.1, Mavium_AAS03937.1, Mavium_AAS06059.1, Mavium_AAS03780.1, Mavium_AAS03767.1, Mavium_AAS04693.1
OG0000041	Mavium	n5	1.0	Terminal	Mavium_AAS04517.1	Mavium_AAS06144.1, Mavium_AAS03758.1, Mavium_AAS03937.1, Mavium_AAS06059.1, Mavium_AAS03780.1, Mavium_AAS03767.1, Mavium_AAS04693.1
OG0000041	Mavium	n6	1.0	Terminal	Mavium_AAS06144.1, Mavium_AAS03758.1, Mavium_AAS03937.1	Mavium_AAS06059.1, Mavium_AAS03780.1, Mavium_AAS03767.1, Mavium_AAS04693.1
OG0000041	Mavium	n7	1.0	Terminal	Mavium_AAS06144.1	Mavium_AAS03758.1, Mavium_AAS03937.1
OG0000041	Mavium	n8	1.0	Terminal	Mavium_AAS03758.1	Mavium_AAS03937.1
OG0000041	Mavium	n9	1.0	Terminal	Mavium_AAS06059.1	Mavium_AAS03780.1, Mavium_AAS03767.1, Mavium_AAS04693.1
OG0000041	Mavium	n10	1.0	Terminal	Mavium_AAS03780.1, Mavium_AAS03767.1	Mavium_AAS04693.1
OG0000041	Mavium	n11	1.0	Terminal	Mavium_AAS03780.1	Mavium_AAS03767.1
OG0000042	N1	n0	0.75	Non-Terminal	Mbovis_ALV12825.1, Mbovis_ALV12802.1, Mmicro_AMC58003.1, Mmicro_AMC57805.1, Mavium_AAS06726.1	Mmicro_AMC57868.1, Mmicro_AMC58612.1, Mavium_AAS02760.1, Mavium_AAS03370.1, Mafric_CCC25467.1, Mbovis_ALV09639.1, Mmicro_AMC57869.1
OG0000042	Mbovis	n3	1.0	Terminal	Mbovis_ALV12825.1	Mbovis_ALV12802.1
OG0000042	Mmicro	n4	1.0	Terminal	Mmicro_AMC58003.1	Mmicro_AMC57805.1
OG0000042	N1	n5	0.5	Non-Terminal	Mmicro_AMC57868.1, Mmicro_AMC58612.1, Mavium_AAS02760.1	Mavium_AAS03370.1, Mafric_CCC25467.1, Mbovis_ALV09639.1, Mmicro_AMC57869.1
OG0000042	Mmicro	n7	1.0	Terminal	Mmicro_AMC57868.1	Mmicro_AMC58612.1
OG0000043	N2	n1	1.0	Non-Terminal	Mmicro_AMC57859.1, Mbovis_ALV09633.1, Mafric_CCC27573.1, Mbovis_ALV11499.1, Mmicro_AMC60182.1	Mafric_CCC26454.1, Mbovis_ALV10521.1, Mmicro_AMC58948.1, Mmicro_AMC58417.1, Mafric_CCC25971.1, Mbovis_ALV10097.1
OG0000043	N2	n2	0.6666666666666666	Non-Terminal	Mmicro_AMC57859.1, Mbovis_ALV09633.1	Mafric_CCC27573.1, Mbovis_ALV11499.1, Mmicro_AMC60182.1
OG0000043	N2	n6	1.0	Non-Terminal: STRIDE	Mafric_CCC26454.1, Mbovis_ALV10521.1, Mmicro_AMC58948.1	Mmicro_AMC58417.1, Mafric_CCC25971.1, Mbovis_ALV10097.1
OG0000044	N1	n1	1.0	Non-Terminal	Mavium_AAS04550.1, Mavium_AAS05628.1, Mbovis_ALV12687.1, Mmicro_AMC61648.1, Mmicro_AMC59132.1, Mbovis_ALV12952.1, Mafric_CCC28907.1	Mbovis_ALV10366.1, Mafric_CCC26274.1, Mmicro_AMC58754.1, Mavium_AAS04549.1
OG0000044	Mavium	n4	1.0	Terminal	Mavium_AAS04550.1	Mavium_AAS05628.1
OG0000044	N2	n5	0.6666666666666666	Non-Terminal	Mbovis_ALV12687.1, Mmicro_AMC61648.1	Mmicro_AMC59132.1, Mbovis_ALV12952.1
OG0000045	N2	n1	1.0	Non-Terminal	Mbovis_ALV10482.1, Mmicro_AMC58902.1, Mafric_CCC26412.1	Mmicro_AMC58905.1, Mbovis_ALV10484.1, Mafric_CCC26415.1, Mbovis_ALV10483.1, Mmicro_AMC58903.1, Mafric_CCC26413.1, Mafric_CCC26414.1, Mmicro_AMC58904.1
OG0000045	N2	n4	1.0	Non-Terminal	Mmicro_AMC58905.1, Mbovis_ALV10484.1, Mafric_CCC26415.1	Mbovis_ALV10483.1, Mmicro_AMC58903.1, Mafric_CCC26413.1, Mafric_CCC26414.1, Mmicro_AMC58904.1
OG0000045	N2	n8	0.6666666666666666	Non-Terminal	Mmicro_AMC58903.1, Mafric_CCC26413.1	Mafric_CCC26414.1, Mmicro_AMC58904.1
OG0000046	N1	n0	1.0	Non-Terminal	Mavium_AAS06045.1, Mavium_AAS04337.1, Mafric_CCC26848.1, Mbovis_ALV10857.1, Mmicro_AMC59382.1	Mmicro_AMC61534.1, Mafric_CCC28802.1, Mbovis_ALV12602.1, Mavium_AAS03793.1, Mavium_AAS05978.1, Mavium_AAS04621.1, Mavium_AAS02650.1
OG0000046	Mavium	n2	1.0	Terminal	Mavium_AAS06045.1	Mavium_AAS04337.1
OG0000046	Mavium	n8	1.0	Terminal	Mavium_AAS03793.1	Mavium_AAS05978.1, Mavium_AAS04621.1, Mavium_AAS02650.1
OG0000046	Mavium	n9	1.0	Terminal	Mavium_AAS05978.1, Mavium_AAS04621.1	Mavium_AAS02650.1
OG0000046	Mavium	n10	1.0	Terminal	Mavium_AAS05978.1	Mavium_AAS04621.1
