Orthogroup	Mafric	Mavium	Mbovis	Mlepra	Mmicro
OG0001447	CCC28393.1		"ALV13166.1, ALV13168.1, ALV13170.1"		AMC61081.1
OG0001448	CCC28394.1		"ALV12230.1, ALV12247.1, ALV12264.1"		AMC61082.1
OG0001449	CCC28400.1	AAS05993.1	ALV12270.1	CAC30206.1	AMC61088.1
OG0001450	CCC28401.1	AAS05994.1	ALV12271.1	CAC30205.1	AMC61089.1
OG0001451	CCC28416.1	AAS05998.1	ALV12281.1	CAC30200.1	AMC61103.1
OG0001452	CCC28420.1	"AAS03576.1, AAS04652.1"	ALV12284.1		AMC61108.1
OG0001453	CCC28421.1	"AAS03999.1, AAS06002.1"		CAC30196.1	AMC61110.1
OG0001454	CCC28422.1	AAS06003.1	ALV12285.1	CAC30195.1	AMC61111.1
OG0001455	CCC28426.1	AAS06008.1	ALV12289.1	CAC30191.1	AMC61117.1
OG0001456	"CCC28432.1, CCC28928.1"		"ALV12293.1, ALV12706.1"		AMC61671.1
OG0001457	CCC28438.1	AAS06011.1	ALV12300.1	CAC30185.1	AMC61128.1
OG0001458	CCC28440.1	AAS06013.1	ALV13178.1	CAC30183.1	AMC61130.1
OG0001459	CCC28450.1	AAS06024.1	ALV12311.1	CAC29927.1	AMC61140.1
OG0001460	CCC28456.1	AAS06028.1	ALV12315.1	CAC29922.1	AMC61147.1
OG0001461	CCC28472.1	"AAS02586.1, AAS06031.1"	ALV12326.1		AMC61167.1
OG0001462	CCC28479.1	AAS06039.1	ALV12332.1	CAC29903.1	AMC61174.1
OG0001463	CCC28483.1	AAS06041.1	ALV12335.1	CAC29901.1	AMC61178.1
OG0001464	CCC28484.1	AAS06042.1	ALV12336.1	CAC29900.1	AMC61179.1
OG0001465	CCC28492.1	AAS06830.1	ALV12344.1	CAC29897.1	AMC61189.1
OG0001466	CCC28493.1	AAS06829.1	ALV12345.1	CAC29896.1	AMC61190.1
OG0001467	CCC28494.1	AAS06828.1	ALV12346.1	CAC29895.1	AMC61191.1
OG0001468	CCC28495.1	AAS06827.1	ALV12347.1	CAC29894.1	AMC61192.1
OG0001469	CCC28498.1	AAS06824.1	ALV12350.1	CAC29891.1	AMC61195.1
OG0001470	CCC28499.1	AAS06823.1	ALV12351.1	CAC29890.1	AMC61196.1
OG0001471	CCC28501.1	AAS06814.1	ALV12353.1	CAC29888.1	AMC61198.1
OG0001472	CCC28502.1	AAS06813.1	ALV12354.1	CAC29887.1	AMC61199.1
OG0001473	CCC28504.1	AAS06811.1	ALV13187.1	CAC29886.1	AMC61201.1
OG0001474	CCC28505.1	AAS06810.1	ALV12356.1	CAC29885.1	AMC61202.1
OG0001475	CCC28506.1	AAS06808.1	ALV13188.1	CAC29883.1	AMC61203.1
OG0001476	CCC28517.1	AAS06806.1	ALV12362.1	CAC29881.1	AMC61222.1
OG0001477	CCC28520.1	AAS06803.1	ALV12364.1	CAC29879.1	AMC61225.1
OG0001478	CCC28522.1	AAS06801.1	ALV12366.1	CAC29878.1	AMC61227.1
OG0001479	CCC28525.1	AAS06797.1	ALV12368.1	CAC29874.1	AMC61230.1
OG0001480	CCC28526.1	AAS06796.1	ALV12369.1	CAC29873.1	AMC61231.1
OG0001481	CCC28527.1	AAS06795.1	ALV13191.1	CAC29872.1	AMC61232.1
OG0001482	CCC28528.1	AAS06794.1	ALV12370.1	CAC29871.1	AMC61233.1
OG0001483	CCC28539.1	AAS06785.1	ALV12379.1	CAC30910.1	AMC61243.1
OG0001484	CCC28540.1	AAS06784.1	ALV12380.1	CAC30911.1	AMC61244.1
OG0001485	CCC28541.1	AAS06783.1	ALV12381.1	CAC30912.1	AMC61245.1
OG0001486	CCC28542.1	AAS06782.1	ALV12382.1	CAC30913.1	AMC61246.1
OG0001487	CCC28543.1	AAS06781.1	ALV12383.1	CAC30914.1	AMC61247.1
OG0001488	CCC28544.1	AAS06780.1	ALV12384.1	CAC30915.1	AMC61248.1
OG0001489	CCC28546.1	AAS06778.1	ALV12386.1	CAC30917.1	AMC61249.1
OG0001490	CCC28548.1	AAS06775.1	ALV12388.1	CAC30919.1	AMC61251.1
OG0001491	CCC28557.1	"AAS02899.1, AAS05301.1"	ALV13194.1		AMC61260.1
OG0001492	CCC28563.1	"AAS06356.1, AAS06357.1"	ALV13196.1		AMC61266.1
OG0001493	CCC28572.1	AAS02890.1	ALV12403.1	CAC31210.1	AMC61275.1
OG0001494	CCC28587.1	"AAS02875.1, AAS04905.1"	ALV12417.1		AMC61290.1
OG0001495	CCC28591.1	AAS02870.1	ALV12420.1	CAC29862.1	AMC61299.1
OG0001496	CCC28592.1	"AAS02869.1, AAS04704.1"	ALV12421.1		AMC61300.1
OG0001497	CCC28601.1	AAS02862.1	ALV12429.1	CAC29856.1	AMC61322.1
OG0001498	CCC28617.1	"AAS02848.1, AAS04048.1"	ALV12445.1		AMC61339.1
OG0001499	CCC28630.1	"AAS02665.1, AAS02834.1"	ALV12456.1		AMC61352.1
OG0001500	CCC28634.1	"AAS02830.1, AAS06178.1"	ALV12460.1		AMC61356.1
OG0001501	CCC28656.1	"AAS02808.1, AAS05095.1"	ALV13207.1		AMC61378.1
OG0001502	CCC28661.1	AAS02796.1	ALV12483.1	CAC29832.1	AMC61384.1
OG0001503	CCC28662.1	AAS02795.1	ALV12484.1	CAC29831.1	AMC61385.1
OG0001504	CCC28663.1	AAS02794.1	ALV12485.1	CAC29830.1	AMC61386.1
OG0001505	CCC28664.1	AAS02793.1	ALV12486.1	CAC29829.1	AMC61387.1
OG0001506	CCC28665.1	AAS02792.1	ALV12487.1	CAC29828.1	AMC61388.1
OG0001507	CCC28666.1	AAS02791.1	ALV12488.1	CAC29827.1	AMC61389.1
OG0001508	CCC28667.1	"AAS02790.1, AAS03172.1"	ALV12489.1		AMC61390.1
OG0001509	CCC28669.1	AAS02788.1	ALV12490.1	CAC30873.1	AMC61393.1
OG0001510	CCC28670.1	AAS02787.1	ALV12491.1	CAC30874.1	AMC61394.1
OG0001511	CCC28671.1	AAS02786.1	ALV12492.1	CAC30875.1	AMC61395.1
OG0001512	CCC28673.1	AAS02785.1	ALV12494.1	CAC30876.1	AMC61398.1
OG0001513	CCC28674.1	AAS02784.1	ALV12495.1	CAC30877.1	AMC61399.1
OG0001514	CCC28675.1	AAS02783.1	ALV12496.1	CAC30878.1	AMC61400.1
OG0001515	CCC28678.1	AAS02778.1	ALV12499.1	CAC29743.1	AMC61403.1
OG0001516	CCC28679.1	AAS02777.1	ALV12500.1	CAC29742.1	AMC61404.1
OG0001517	CCC28680.1	AAS02776.1	ALV12501.1	CAC29741.1	AMC61405.1
OG0001518	CCC28682.1	AAS02775.1	ALV12503.1	CAC29740.1	AMC61406.1
OG0001519	CCC28683.1	AAS02774.1	ALV12504.1	CAC29739.1	AMC61407.1
OG0001520	CCC28684.1	AAS02773.1	ALV12505.1	CAC29738.1	AMC61408.1
OG0001521	CCC28685.1	AAS02772.1	ALV12506.1	CAC29737.1	AMC61409.1
OG0001522	CCC28686.1	AAS02771.1	ALV12507.1	CAC29736.1	AMC61410.1
OG0001523	CCC28687.1	AAS02770.1	ALV12508.1	CAC29735.1	AMC61411.1
OG0001524	CCC28688.1	AAS02769.1	ALV12509.1	CAC29734.1	AMC61412.1
OG0001525	CCC28689.1	AAS02768.1	ALV12510.1	CAC29733.1	AMC61413.1
OG0001526	CCC28690.1	AAS02767.1	ALV12511.1	CAC29732.1	AMC61414.1
OG0001527	CCC28691.1	AAS02766.1	ALV12512.1	CAC29731.1	AMC61415.1
OG0001528	CCC28692.1	AAS02765.1	ALV12513.1	CAC29730.1	AMC61416.1
OG0001529	"CCC28698.1, CCC28947.1"		ALV12725.1	CAC29913.1	AMC61422.1
OG0001530	CCC28700.1	AAS02756.1	ALV13209.1	CAC29722.1	AMC61424.1
OG0001531	CCC28701.1	AAS02755.1	ALV12518.1	CAC29721.1	AMC61425.1
OG0001532	CCC28703.1	AAS02753.1	ALV12519.1	CAC29719.1	AMC61427.1
OG0001533	CCC28704.1	AAS02752.1	ALV12520.1	CAC29718.1	AMC61428.1
OG0001534	CCC28705.1	AAS02751.1	ALV12521.1	CAC29713.1	AMC61429.1
OG0001535	CCC28707.1	AAS02749.1	ALV12522.1	CAC29715.1	AMC61431.1
OG0001536	CCC28708.1	AAS02748.1	ALV12523.1	CAC29716.1	AMC61432.1
OG0001537	CCC28711.1	AAS02746.1	ALV13212.1	CAC29711.1	AMC61435.1
OG0001538	CCC28720.1	AAS02744.1	ALV12533.1	CAC29710.1	AMC61444.1
OG0001539	CCC28722.1	AAS02742.1	ALV12534.1	CAC29708.1	AMC61446.1
OG0001540	CCC28723.1	AAS02741.1	ALV12535.1	CAC29707.1	AMC61447.1
OG0001541	CCC28738.1	AAS02730.1	ALV12545.1	CAC31805.1	AMC61465.1
OG0001542	CCC28739.1	"AAS02729.1, AAS03407.1"	ALV13220.1		AMC61466.1
OG0001543	CCC28740.1	"AAS02728.1, AAS03406.1"	ALV12546.1		AMC61467.1
OG0001544	CCC28741.1	"AAS02727.1, AAS03405.1"	ALV12547.1		AMC61468.1
OG0001545	CCC28744.1	AAS02723.1	ALV12550.1	CAC31811.1	AMC61471.1
OG0001546	CCC28745.1	AAS02722.1	ALV12551.1	CAC31812.1	AMC61472.1
OG0001547	CCC28746.1	AAS02721.1	ALV12552.1	CAC31813.1	AMC61473.1
OG0001548	CCC28747.1	AAS02720.1	ALV12553.1	CAC31814.1	AMC61474.1
OG0001549	CCC28748.1	AAS02719.1	ALV12554.1	CAC31815.1	AMC61475.1
OG0001550	CCC28749.1	AAS02718.1	ALV12555.1	CAC31816.1	AMC61476.1
OG0001551	CCC28750.1	AAS02717.1	ALV12556.1	CAC31817.1	AMC61477.1
OG0001552	CCC28753.1	AAS02714.1	ALV12559.1	CAC31819.1	AMC61480.1
OG0001553	CCC28754.1	AAS02713.1	ALV12560.1	CAC31820.1	AMC61481.1
OG0001554	CCC28756.1	AAS02712.1	ALV12562.1	CAC31821.1	AMC61483.1
OG0001555	CCC28757.1	AAS02711.1	ALV12563.1	CAC31822.1	AMC61484.1
OG0001556	CCC28758.1	AAS02710.1	ALV12564.1	CAC31823.1	AMC61485.1
OG0001557	CCC28759.1	AAS02709.1	ALV12565.1	CAC31824.1	AMC61486.1
OG0001558	CCC28760.1	AAS02708.1	ALV12566.1	CAC31825.1	AMC61487.1
OG0001559	CCC28772.1	AAS02673.1	ALV12576.1	CAC31828.1	AMC61500.1
OG0001560	CCC28776.1	"AAS02585.1, AAS02618.1"	ALV12578.1		AMC61505.1
OG0001561	CCC28782.1	AAS02624.1	ALV12583.1	CAC31836.1	AMC61512.1
OG0001562	CCC28785.1	AAS02626.1	ALV12586.1	CAC31837.1	AMC61516.1
OG0001563	CCC28786.1	AAS02627.1	ALV12587.1	CAC31838.1	AMC61517.1
OG0001564	CCC28787.1	AAS02628.1	ALV12588.1	CAC31839.1	AMC61518.1
OG0001565	CCC28791.1	AAS02632.1	ALV12591.1	CAC31843.1	AMC61522.1
OG0001566	CCC28793.1	AAS02633.1	ALV12593.1	CAC31845.1	AMC61524.1
OG0001567	CCC28794.1	AAS02634.1	ALV12594.1	CAC31846.1	AMC61525.1
OG0001568	CCC28796.1	AAS02636.1	ALV12596.1	CAC31848.1	AMC61527.1
OG0001569	CCC28797.1	AAS02637.1	ALV12597.1	CAC31849.1	AMC61528.1
OG0001570	CCC28798.1	AAS02638.1	ALV12598.1	CAC31850.1	AMC61529.1
OG0001571	CCC28799.1	AAS02639.1	ALV12599.1	CAC31851.1	AMC61531.1
OG0001572	CCC28800.1	AAS02640.1	ALV12600.1	CAC31852.1	AMC61532.1
OG0001573	CCC28801.1	AAS02641.1	ALV12601.1	CAC31853.1	AMC61533.1
OG0001574	CCC28811.1	"AAS02663.1, AAS06534.1"	ALV12608.1		AMC61545.1
OG0001575	CCC28834.1	AAS02596.1	ALV12622.1	CAC31991.1	AMC61564.1
OG0001576	CCC28835.1	AAS02595.1	ALV12623.1	CAC31990.1	AMC61565.1
OG0001577	CCC28836.1	AAS02594.1	ALV12624.1	CAC31989.1	AMC61566.1
OG0001578	CCC28856.1	"AAS02569.1, AAS06761.1"	ALV12642.1		AMC61587.1
OG0001579	CCC28858.1	AAS02566.1	ALV12644.1	CAC29628.1	AMC61589.1
OG0001580	CCC28859.1	AAS02565.1	ALV12645.1	CAC29627.1	AMC61590.1
OG0001581	CCC28861.1	AAS02562.1	ALV13233.1	CAC29626.1	AMC61593.1
OG0001582	CCC28862.1	AAS02561.1	ALV12648.1	CAC29625.1	AMC61594.1
OG0001583	CCC28863.1	AAS02560.1	ALV12649.1	CAC29624.1	AMC61595.1
OG0001584	CCC28864.1	AAS02559.1	ALV13234.1	CAC29623.1	AMC61596.1
OG0001585	CCC28865.1	AAS02558.1	ALV12650.1	CAC29622.1	AMC61597.1
OG0001586	CCC28866.1	AAS02557.1	ALV12651.1	CAC29621.1	AMC61598.1
OG0001587	CCC28867.1	AAS02556.1	ALV12652.1	CAC29620.1	AMC61599.1
OG0001588	CCC28873.1	AAS02553.1	ALV12657.1	CAC29618.1	AMC61605.1
OG0001589	CCC28874.1	AAS02552.1	ALV12658.1	CAC29617.1	AMC61606.1
OG0001590	CCC28876.1	AAS02550.1	ALV12660.1	CAC29615.1	AMC61608.1
OG0001591	CCC28877.1	AAS02549.1	ALV12661.1	CAC29614.1	AMC61610.1
OG0001592	CCC28878.1	AAS02546.1	ALV12662.1	CAC29613.1	AMC61612.1
OG0001593	CCC28879.1	AAS02545.1	ALV12663.1	CAC29612.1	AMC61613.1
OG0001594	CCC28885.1	AAS02536.1	ALV12669.1	CAC29608.1	AMC61622.1
OG0001595	CCC28886.1	AAS02535.1	ALV12670.1	CAC29607.1	AMC61623.1
OG0001596	CCC28887.1	AAS02534.1	ALV12671.1	CAC29606.1	AMC61624.1
OG0001597	CCC28889.1	AAS02532.1	ALV12673.1	CAC29604.1	AMC61626.1
OG0001598	CCC28890.1	AAS02531.1	ALV12674.1	CAC29603.1	AMC61627.1
OG0001599	CCC28891.1	AAS02530.1	ALV12675.1	CAC29602.1	AMC61628.1
OG0001600	CCC28892.1	AAS02529.1	ALV12676.1	CAC29601.1	AMC61629.1
OG0001601	CCC28893.1	AAS02528.1	ALV13236.1	CAC29600.1	AMC61630.1
OG0001602	CCC28894.1	AAS02527.1	ALV13237.1	CAC29599.1	AMC61631.1
OG0001603	CCC28897.1	AAS02525.1	ALV12679.1	CAC29597.1	AMC61636.1
OG0001604	CCC28900.1	AAS02522.1	ALV12682.1	CAC29595.1	AMC61639.1
OG0001605	CCC28905.1	AAS04553.1	ALV13239.1	CAC31614.1	AMC61645.1
OG0001606	CCC28913.1	"AAS02519.1, AAS05618.1"	ALV12693.1		AMC61654.1
OG0001607	CCC28918.1	AAS02514.1	ALV12697.1	CAC29590.1	AMC61659.1
OG0001608	CCC28919.1	AAS02513.1	ALV12698.1	CAC29589.1	AMC61660.1
OG0001609	CCC28921.1	AAS02511.1	ALV12700.1	CAC29587.1	AMC61662.1
OG0001610	CCC28922.1	AAS02510.1	ALV12701.1	CAC29586.1	AMC61663.1
OG0001611	CCC28926.1	AAS02507.1	ALV13241.1	CAC29582.1	AMC61667.1
OG0001612	CCC28927.1	AAS02506.1	ALV12705.1	CAC29581.1	AMC61668.1
OG0001613	CCC28929.1	AAS06364.1	ALV12707.1	CAC30187.1	AMC61672.1
OG0001614	CCC28930.1	AAS02504.1	ALV12709.1	CAC29580.1	AMC61676.1
OG0001615	CCC28931.1	AAS02503.1	ALV12710.1	CAC29579.1	AMC61677.1
OG0001616	CCC28933.1	AAS02502.1	ALV13242.1	CAC29577.1	AMC61679.1
OG0001617	CCC28934.1	AAS02501.1	ALV12712.1	CAC29576.1	AMC61680.1
OG0001618	CCC28936.1	AAS02499.1	ALV12714.1	CAC29575.1	AMC61682.1
OG0001619	CCC28937.1	AAS02498.1	ALV12715.1	CAC29574.1	AMC61683.1
OG0001620	CCC28938.1	AAS02497.1	ALV12716.1	CAC29573.1	AMC61684.1
OG0001621	CCC28942.1	AAS02490.1	ALV12720.1	CAC29570.1	AMC61689.1
OG0001622	CCC28943.1	AAS02489.1	ALV12721.1	CAC29569.1	AMC61690.1
OG0001623	CCC28979.1	"AAS05559.1, AAS06874.1"	ALV12745.1		AMC61719.1
OG0001624	CCC28990.1	AAS06882.1	ALV12751.1	CAC32229.1	AMC61731.1
OG0001625	CCC28991.1	AAS06884.1	ALV12752.1	CAC32230.1	AMC61732.1
OG0001626	CCC28992.1	AAS06885.1	ALV13247.1	CAC32231.1	AMC61733.1
OG0001627	CCC28993.1	AAS06886.1	ALV12753.1	CAC32232.1	AMC61737.1
OG0001628	CCC28996.1	AAS06889.1	ALV12756.1	CAC32235.1	AMC61740.1
OG0001629	CCC28998.1	AAS06891.1	ALV12758.1	CAC32236.1	AMC61742.1
OG0001630	CCC28999.1	AAS06892.1	ALV12759.1	CAC32237.1	AMC61743.1
OG0001631	CCC29000.1	AAS06893.1	ALV12760.1	CAC32238.1	AMC61744.1
OG0001632	CCC29001.1	AAS06894.1	ALV12761.1	CAC32239.1	AMC61745.1
OG0001633	CCC29002.1	AAS06895.1	ALV12762.1	CAC32240.1	AMC61746.1
OG0001634	CCC29003.1	AAS06896.1	ALV12763.1	CAC32241.1	AMC61747.1
OG0001635	CCC29004.1	AAS06897.1	ALV12764.1	CAC32242.1	AMC61748.1
OG0001636		"AAS02344.1, AAS02601.1, AAS03381.1, AAS06386.1, AAS06883.1"			
OG0001637		"AAS02415.1, AAS02934.1, AAS06094.1"	ALV10006.1		AMC58300.1
OG0001638		"AAS02427.1, AAS03078.1, AAS04170.1, AAS04431.1, AAS04508.1"			
OG0001639		"AAS02430.1, AAS03082.1, AAS04173.1, AAS04428.1, AAS04511.1"			
OG0001640		"AAS02799.1, AAS02800.1, AAS04191.1, AAS04192.1, AAS06394.1"			
OG0001641		"AAS02992.1, AAS03054.1, AAS03485.1, AAS04690.1, AAS04841.1"			
OG0001642		"AAS02994.1, AAS03022.1, AAS03039.1, AAS04502.1, AAS06849.1"			
OG0001643		"AAS03011.1, AAS03155.1, AAS04002.1, AAS04318.1, AAS06753.1"			
OG0001644		"AAS03038.1, AAS04341.1, AAS04342.1, AAS04846.1, AAS05682.1"			
OG0001645		"AAS03108.1, AAS03662.1, AAS03797.1, AAS04294.1, AAS06280.1"			
OG0001646		"AAS03279.1, AAS03983.1, AAS05779.1, AAS05793.1, AAS05794.1"			
OG0001647		"AAS03297.1, AAS04068.1, AAS04687.1, AAS05561.1, AAS05837.1"			
OG0001648		"AAS03546.1, AAS03552.1, AAS06771.1, AAS06772.1, AAS06773.1"			
OG0001649		AAS04242.1	ALV13022.1	CAC31268.1	"AMC59851.1, AMC59852.1"
OG0001650		AAS05974.1	"ALV12221.1, ALV12238.1, ALV12255.1"		AMC61071.1
OG0001651		"AAS06351.1, AAS06371.1, AAS06372.1, AAS06373.1, AAS06374.1"			
OG0001652		"AAS06877.1, AAS06878.1"	ALV11143.1		"AMC59732.1, AMC59736.1"
OG0001653	CCC25082.1	AAS02327.1	ALV09288.1		AMC57439.1
OG0001654	CCC25084.1	AAS02329.1		CAC29520.1	AMC57442.1
OG0001655	CCC25086.1	AAS02331.1	ALV09291.1		AMC57444.1
OG0001656	CCC25096.1	AAS02350.1	ALV09301.1		AMC57456.1
OG0001657	CCC25097.1	AAS02352.1	ALV09302.1		AMC57457.1
OG0001658	CCC25099.1	AAS02354.1	ALV09304.1		AMC57460.1
OG0001659	CCC25100.1	AAS02355.1	ALV12768.1		AMC57461.1
OG0001660	CCC25101.1	AAS02356.1	ALV09305.1		AMC57462.1
OG0001661	CCC25102.1	AAS02357.1	ALV09306.1		AMC57463.1
OG0001662	CCC25103.1	AAS02358.1	ALV09307.1		AMC57465.1
OG0001663	CCC25104.1	AAS02359.1	ALV09308.1		AMC57466.1
OG0001664	CCC25110.1	AAS02360.1	ALV12769.1		AMC57472.1
OG0001665	CCC25111.1	AAS02361.1	ALV09314.1		AMC57473.1
OG0001666	CCC25113.1	AAS02363.1	ALV09315.1	CAC29538.1	
OG0001667	CCC25117.1	AAS02370.1	ALV09319.1		AMC57479.1
OG0001668	CCC25119.1	AAS02372.1	ALV09321.1		AMC57481.1
OG0001669	CCC25122.1	AAS02379.1	ALV09324.1		AMC57484.1
OG0001670	CCC25126.1	AAS02383.1	ALV09328.1		AMC57488.1
OG0001671	CCC25136.1	AAS02597.1	ALV09338.1		AMC57498.1
OG0001672	CCC25137.1	AAS02398.1	ALV09339.1		AMC57499.1
OG0001673	CCC25143.1		ALV09346.1	CAC30708.1	AMC57508.1
OG0001674	CCC25150.1	AAS06866.1	ALV09353.1		AMC57516.1
OG0001675	CCC25151.1	AAS06842.1	ALV12772.1		AMC57517.1
OG0001676	CCC25168.1		ALV09368.1	CAC30943.1	AMC57537.1
OG0001677	CCC25170.1				"AMC57539.1, AMC58694.1, AMC59315.1"
OG0001678	CCC25171.1		ALV09370.1	CAC30946.1	AMC57540.1
OG0001679	CCC25172.1		ALV09371.1	CAC30947.1	AMC57541.1
OG0001680	CCC25173.1		ALV09372.1	CAC30948.1	AMC57542.1
OG0001681	CCC25174.1		ALV12776.1	CAC30949.1	AMC57543.1
OG0001682	CCC25175.1		ALV09373.1	CAC30950.1	AMC57544.1
OG0001683	CCC25183.1	AAS06049.1	ALV09381.1		AMC57553.1
OG0001684	CCC25188.1	AAS03253.1	ALV09385.1		AMC57558.1
OG0001685	CCC25193.1	AAS06073.1	ALV12780.1		AMC57564.1
OG0001686	CCC25195.1	AAS06075.1	ALV09389.1		AMC57566.1
OG0001687	CCC25196.1	AAS06076.1	ALV09390.1		AMC57567.1
OG0001688	CCC25200.1	AAS06078.1	ALV09395.1		AMC57573.1
OG0001689	CCC25201.1	AAS06079.1	ALV09396.1		AMC57574.1
OG0001690	CCC25202.1	AAS06080.1	ALV09397.1		AMC57575.1
OG0001691	CCC25204.1	AAS06088.1	ALV09399.1		AMC57577.1
OG0001692	CCC25206.1	AAS06091.1	ALV09401.1		AMC57579.1
OG0001693	CCC25207.1	AAS06092.1	ALV09402.1		AMC57580.1
OG0001694	CCC25209.1	AAS06102.1	ALV09403.1		AMC57582.1
OG0001695	CCC25213.1	AAS06106.1	ALV09407.1		AMC57587.1
OG0001696	CCC25215.1	AAS06108.1	ALV09409.1		AMC57589.1
OG0001697	CCC25216.1	AAS06109.1	ALV12782.1		AMC57590.1
OG0001698	CCC25217.1	AAS06240.1	ALV12783.1		AMC57591.1
OG0001699	CCC25218.1	AAS06112.1	ALV09410.1		AMC57592.1
OG0001700	CCC25219.1	AAS06113.1	ALV09411.1		AMC57593.1
OG0001701	CCC25227.1	AAS06118.1	ALV09416.1		AMC57602.1
OG0001702	CCC25228.1	AAS06120.1	ALV09417.1		AMC57603.1
OG0001703	CCC25232.1	AAS06125.1	ALV09422.1		AMC57608.1
OG0001704	CCC25236.1	AAS06146.1	ALV12789.1		AMC57612.1
OG0001705	CCC25237.1	AAS06147.1	ALV09425.1		AMC57613.1
OG0001706	CCC25252.1	AAS06165.1	ALV09440.1		AMC57630.1
OG0001707	CCC25255.1	AAS06171.1	ALV12791.1		AMC57633.1
OG0001708	CCC25260.1	AAS06177.1	ALV09448.1		AMC57640.1
OG0001709	CCC25261.1	AAS06180.1	ALV09449.1		AMC57641.1
OG0001710	CCC25264.1	AAS06183.1	ALV09452.1		AMC57645.1
OG0001711	CCC25265.1	AAS06184.1	ALV09453.1		AMC57647.1
OG0001712	CCC25271.1		ALV09457.1	CAC32145.1	AMC57655.1
OG0001713	CCC25272.1		ALV09458.1	CAC32146.1	AMC57656.1
OG0001714	CCC25274.1		ALV09459.1	CAC32148.1	AMC57658.1
OG0001715	CCC25278.1	AAS06190.1	ALV09462.1		AMC57662.1
OG0001716	CCC25282.1	AAS06194.1	ALV09466.1		AMC57666.1
OG0001717	CCC25283.1	AAS06195.1	ALV09467.1		AMC57667.1
OG0001718	CCC25293.1	AAS06206.1	ALV09476.1		AMC57678.1
OG0001719	CCC25302.1	AAS06218.1	ALV09487.1		AMC57688.1
OG0001720	CCC25303.1	AAS06219.1	ALV09488.1		AMC57689.1
OG0001721	CCC25304.1	AAS06221.1	ALV09489.1		AMC57690.1
OG0001722	CCC25305.1	AAS06222.1	ALV09490.1		AMC57691.1
OG0001723	CCC25307.1	AAS06235.1	ALV09492.1		AMC57693.1
OG0001724	CCC25309.1		ALV09494.1	CAC32101.1	AMC57695.1
OG0001725	CCC25320.1	AAS06247.1	ALV09505.1		AMC57706.1
OG0001726	CCC25321.1	AAS06248.1	ALV09506.1		AMC57707.1
OG0001727	CCC25322.1	AAS06249.1	ALV09507.1		AMC57708.1
OG0001728	CCC25324.1	AAS06251.1	ALV09509.1		AMC57710.1
OG0001729	CCC25325.1	AAS06252.1	ALV12796.1		AMC57711.1
OG0001730	CCC25326.1	AAS06253.1	ALV09510.1		AMC57712.1
OG0001731	CCC25327.1	AAS04264.1	ALV09511.1		AMC57713.1
OG0001732	CCC25328.1	AAS05250.1	ALV09512.1		AMC57714.1
OG0001733	CCC25331.1	AAS06254.1	ALV09515.1		AMC57717.1
OG0001734	CCC25332.1	AAS06255.1	ALV09516.1		AMC57718.1
OG0001735	CCC25333.1	AAS06256.1	ALV09517.1		AMC57719.1
OG0001736	CCC25335.1		ALV09519.1	CAC32082.1	AMC57721.1
OG0001737	CCC25338.1	AAS06260.1	ALV09522.1		AMC57724.1
OG0001738	CCC25342.1	AAS06263.1	ALV09526.1		AMC57728.1
OG0001739	CCC25347.1	AAS06269.1	ALV09531.1		AMC57735.1
OG0001740	CCC25348.1	AAS06273.1	ALV09532.1		AMC57736.1
OG0001741	CCC25349.1	AAS06274.1	ALV09533.1		AMC57737.1
OG0001742	CCC25367.1	AAS06339.1	ALV12797.1		AMC57762.1
OG0001743	CCC25368.1	AAS06340.1	ALV09552.1		AMC57763.1
OG0001744	CCC25369.1	AAS04435.1	ALV09553.1		AMC57764.1
OG0001745	CCC25370.1	AAS06341.1	ALV12798.1		AMC57765.1
OG0001746	CCC25380.1	AAS06342.1	ALV09563.1		AMC57777.1
OG0001747	CCC25381.1	AAS06344.1	ALV09564.1		AMC57778.1
OG0001748	CCC25386.1	AAS06350.1	ALV09569.1		AMC57783.1
OG0001749	CCC25387.1		ALV09570.1	CAC32049.1	AMC57784.1
OG0001750	CCC25388.1	AAS06352.1	ALV12799.1		AMC57785.1
OG0001751	CCC25390.1	AAS04445.1	ALV12800.1		AMC57787.1
OG0001752	CCC25406.1	AAS06376.1	ALV09586.1		AMC57801.1
OG0001753	CCC25407.1	AAS06377.1	ALV12801.1		AMC57802.1
OG0001754	CCC25418.1	AAS06387.1	ALV09595.1		AMC57816.1
OG0001755	CCC25433.1	AAS06416.1	ALV09609.1		AMC57831.1
OG0001756	CCC25437.1		ALV09613.1	CAC29794.1	AMC57835.1
OG0001757	CCC25439.1	AAS06410.1	ALV09615.1		AMC57837.1
OG0001758	CCC25440.1	AAS04093.1	ALV09616.1		AMC57838.1
OG0001759	CCC25441.1	AAS04094.1	ALV09617.1		AMC57839.1
OG0001760	CCC25451.1	AAS02402.1	ALV09626.1		AMC57850.1
OG0001761	CCC25455.1	AAS06408.1	ALV09629.1		AMC57854.1
OG0001762	CCC25459.1	AAS06401.1	ALV12806.1		AMC57858.1
OG0001763	CCC25463.1	AAS06421.1	ALV09635.1		AMC57863.1
OG0001764	CCC25472.1	AAS06425.1	ALV09644.1		AMC57875.1
OG0001765	CCC25474.1	AAS06428.1	ALV09646.1		AMC57878.1
OG0001766	CCC25482.1	AAS06435.1	ALV09654.1		AMC57886.1
OG0001767	CCC25483.1	AAS06436.1	ALV09655.1		AMC57887.1
